German,"Sobald wir das größere Ziel erreicht haben! Dann ruhen wir uns aus, solange wir wollen."
Spanish_Spain,¡En cuanto logremos el objetivo más grande! Luego descansaremos todo lo que queramos.
Spanish_LATAM,¡En cuanto logremos el objetivo más grande! Luego descansaremos todo lo que queramos.
Korean,먼저 더 큰 목표를 이루자는 거지! 그 후에는 얼마든지 쉬어도 되니까.
Russian,As soon as we achieve the bigger goal! Then we'll rest as much as we want.
Japanese,大きな目標を達成するまでだ！<lf>それから好きなだけ休めばいい 
Portuguese_Brazil,"Assim que você alcançar o objetivo maior! Aí, vamos descansar o quanto quisermos."
Chinese_Simplified,只要我们能达成最远大的目标！那<lf>  之后我们想怎么休息都可以。
Chinese_Traditional,只要我們達成更遠大的目標！到時<lf> 候想休息多久都可以。
Polish,"Jak tylko osiągniemy większy cel! Następnie spoczywamy tyle, ile chcemy."
Turkish,Daha büyük hedefe ulaşır ulaşmaz! Sonra istediğimiz kadar dinleneceğiz.
Swedish,Så snart vi uppnår det större målet! Då vilar vi så mycket vi vill.
Thai,ทันทีที่เราบรรลุเป้าหมายที่ใหญ่กว่า! จากนั้นเราจะพักผ่อนให้มากที่สุดเท่าที่เราต้องการ
Arabic,
Key,Forest_Interstitial43
English_US,"Но... но ты сказала, что более великая цель займёт всю оставшуюся жизнь."
Description,
French,Mais… tu as dit que le véritable objectif prendra le reste de ma vie.
Italian,Ma... ma hai detto che l'obiettivo più grande richiederà il resto della mia vita.
German,"Aber …aber du hast gesagt, das größere Ziel dauert den Rest meines Lebens."
Spanish_Spain,Pero... pero dijiste que el objetivo más grande ocuparía el resto de mi vida.
Spanish_LATAM,Pero... Pero dijiste que se me iría la vida en tratar de conseguir el objetivo más grande.
Korean,하지만... 더 큰 목표를 이루려면 평생이 걸린다며?
Russian,But... but you said the bigger goal will take the rest of my life.
Japanese,でも…あんたは言ったろ<lf>その目標は生きている限り続くと
Portuguese_Brazil,Mas... mas você disse que o objetivo maior vai ocupar o resto da minha vida.
Chinese_Simplified,可……可你说过那个目标需要我用<lf>  余生来完成。
Chinese_Traditional,但……但你說我們要花一輩子的時<lf> 間才能達成更遠大的目標。
Polish,"Ale ... ale powiedziałeś, że większy cel zajmie resztę mojego życia."
Turkish,Ama ... ama daha büyük hedefin hayatımın geri kalanını alacağını söyledin.
Swedish,Men ... men du sa att det större målet kommer att ta resten av mitt liv.
Thai,แต่ ... แต่คุณบอกว่าเป้าหมายที่ใหญ่กว่าจะใช้เวลาที่เหลือในชีวิตของฉัน
Arabic,
Key,Forest_Interstitial43
English_US,Возможно.
Description,
French,C'est possible.
Italian,Potrebbe.
German,Vielleicht.
Spanish_Spain,Puede ser.
Spanish_LATAM,Puede ser.
Korean,그럴 수도 있지.
Russian,It might.
Japanese,そうかもな
Portuguese_Brazil,Pode ocupar.
Chinese_Simplified,可能吧。
Chinese_Traditional,的確有可能。
Polish,Może.
Turkish,Olabilir.
Swedish,Det kan.
Thai,มันอาจจะ.
Arabic,
Key,Forest_Interstitial43
English_US,Так не могу ли я просто отдохнуть прямо сейчас?
Description,
French,"Alors, je ne pourrais pas me reposer un peu maintenant ?"
Italian,Quindi non posso riposarmi adesso?
German,Warum kann ich mich dann nicht jetzt ausruhen?
Spanish_Spain,¿Entonces no puedo descansar ahora?
Spanish_LATAM,¿Entonces no puedo descansar ahora?
Korean,그러니까 지금 쉬면 안 돼?
Russian,So can't I just rest right now?
Japanese,だったら今だけでも休めないか？
Portuguese_Brazil,"Então, não posso descansar agora?"
Chinese_Simplified,所以我为什么不能现在就休息？
Chinese_Traditional,那我現在不能休息嗎？
Polish,Więc nie mogę teraz odpocząć?
Turkish,Öyleyse şimdi dinlenemez miyim?
Swedish,Så kan jag inte bara vila just nu?
Thai,ตอนนี้ฉันไม่สามารถพักผ่อนได้หรือไม่?
Arabic,
Key,Forest_Interstitial43
English_US,"{{Альта}}, если мы остановимся сейчас, случится нечто ужасное."
Description,
French,"{{Alta}}, si on s'arrête maintenant, il va se produire quelque chose d'horrible."
Italian,"{{Alta}}, se ci fermiamo adesso, accadrà qualcosa di orribile."
German,"{{Alta}}, wenn wir jetzt anhalten, passiert etwas Schreckliches."
Spanish_Spain,"{{Alta}}, si paramos ahora, sucederá algo horrible."
Spanish_LATAM,"{{Alta}}, si paramos ahora, sucederá algo terrible."
Korean,"{{Alta}}, 지금 멈추면 끔찍한 일이 일어날 거야."
Russian,"{{Alta}}, if we stop now, something horrible will happen."
Japanese,{{アルタ}}　今立ち止まったら<lf>恐ろしいことになるぞ
Portuguese_Brazil,"{{Alta}}, se a gente parar agora, algo horrível vai acontecer."
Chinese_Simplified,{{Alta}}，如果我们现在休息，会<lf>  有可怕的事情发生。
Chinese_Traditional,{{Alta}}，如果我們現在停下來，<lf> 就會發生可怕的事。
Polish,"Alta, jeśli przestaniemy teraz, stanie się coś okropnego."
Turkish,"Alta, şimdi durursak, korkunç bir şey olacak."
Swedish,"Alta, om vi slutar nu, kommer något hemskt att hända."
Thai,อัลตาถ้าเราหยุดตอนนี้มีบางสิ่งที่น่ากลัวจะเกิดขึ้น
Arabic,
Key,Forest_Interstitial43
English_US,«Нечто ужасное»?? О чём ты говоришь?!
Description,
French,"""Quelque chose d'horrible"" ? Mais de quoi tu parles ?!"
Italian,"""Qualcosa di orribile""? Di cosa stai parlando?!"
German,„Etwas Schreckliches“? Wovon redest du?
Spanish_Spain,"¿""Algo horrible""? ¡¿De qué estás hablando?!"
Spanish_LATAM,¡¿«Algo terrible»?! ¡¿Qué quieres decir?!
Korean,끔찍한 일'이라니?? 그게 무슨 소리야?!
Russian,"""Something horrible""?? What are you talking about?!"
Japanese,“恐ろしいこと”？<lf>一体何を言ってる？！
Portuguese_Brazil,"""Algo horrível""?? Do que você está falando?!"
Chinese_Simplified,“可怕的事情”？？你在说什么？！
Chinese_Traditional,「可怕的事」？？你是什麼意思？！
Polish,„Coś okropnego”? O czym mówisz?!
Turkish,"""Korkunç bir şey"" ?? Neden bahsediyorsun?!"
Swedish,"""Något hemskt"" ?? Vad pratar du om?!"
Thai,"""สิ่งที่น่ากลัว"" ?? คุณกำลังพูดถึงอะไร?!"
Arabic,
Key,Forest_Interstitial43
English_US,"Это разорвёт нас обеих на части, это уничтожит нас. Ты знаешь это."
Description,
French,"Ça nous déchirera en deux, ça nous détruira. Tu le sais."
Italian,"Ci farà a pezzi, ci distruggerà. Lo sai già."
German,"Es wird uns beide zerreißen, es wird uns zerstören. Das weißt du."
Spanish_Spain,"Nos hará pedazos, nos destruirá. Lo sabes."
Spanish_LATAM,Nos hará pedazos. Nos destruirá. Lo sabes muy bien.
Korean,우리 둘 다 산산이 조각나고 완전히 파멸할 거야. 너도 알잖아.
Russian,"It'll tear us both to pieces, it will destroy us. You know this."
Japanese,私たちは引き裂かれ<lf>ズタズタになる　わかるだろ
Portuguese_Brazil,"Vai nos arrasar, nos destruir. Você sabe disso."
Chinese_Simplified,我们会被撕碎，会被毁掉的。你知<lf>  道的。
Chinese_Traditional,可怕的事會粉碎我們、摧毀我們。<lf> 你知道的。
Polish,"Rozerwie nas oboje na kawałki, nas zniszczy. Wiesz o tym."
Turkish,"İkimizi parçalara ayıracak, bizi yok edecek. Bunu biliyor."
Swedish,"Det kommer att riva oss båda i bitar, det kommer att förstöra oss. Du vet detta."
Thai,มันจะฉีกเราทั้งคู่เป็นชิ้น ๆ มันจะทำลายเรา คุณรู้เรื่องนี้
Arabic,
Key,Forest_Interstitial43
English_US,"Нет, я не знаю! Объясни это! Какая ужасная вещь случится, если мы отдохнем??"
Description,
French,"Non, je n'en sais rien ! Explique ! Quelle chose horrible va nous arriver si on se repose ??"
Italian,"No, non lo so! Spiegalo! Che cosa succederà di così orribile se ci riposiamo?"
German,"Nein, das weiß ich nicht! Erklär es mir! Was passiert Schreckliches, wenn wir uns ausruhen?"
Spanish_Spain,"¡No, no lo sé! ¡Explícame eso! ¿Qué cosa tan horrible va a pasar si descansamos?"
Spanish_LATAM,"¡No, no lo sé! ¡Explícamelo! ¡¿Qué cosa tan terrible va a pasar si descansamos?!"
Korean,"아니, 모르겠어! 설명해 봐! 잠깐 쉬면 무슨 끔찍한 일이 일어나는데??"
Russian,"No, I don't know! Explain this! What horrible thing is going to happen if we rest??"
Japanese,わかるわけない！ 説明してくれ！<lf>休んだら どうなるんだ？
Portuguese_Brazil,"Não, eu não sei! Explica! Que coisa horrível vai acontecer se a gente descansar??"
Chinese_Simplified,不，我不知道！给我解释清楚！如<lf>  果我们休息，到底会发生什么可怕<lf>  的事？？
Chinese_Traditional,不，我不知道！請解釋！如果我們<lf> 休息，會發生什麼可怕的事？？
Polish,"Nie, nie wiem! Wyjaśnij to! Jaką okropną rzecz wydarzy się, jeśli odpoczniemy?"
Turkish,"Hayır, bilmiyorum! Bunu açıkla! Dinlenirsek ne korkunç bir şey olacak ??"
Swedish,"Nej, jag vet inte! Förklara detta! Vilken hemsk sak kommer att hända om vi vilar ??"
Thai,ไม่ฉันไม่รู้! อธิบายสิ่งนี้! สิ่งที่น่ากลัวจะเกิดขึ้นถ้าเราพักผ่อน ??
Arabic,
Key,Forest_Interstitial43
English_US,...
Description,
French,…
Italian,...
German,…
Spanish_Spain,...
Spanish_LATAM,...
Korean,...
Russian,...
Japanese,…
Portuguese_Brazil,...
Chinese_Simplified,……
Chinese_Traditional,……
Polish,...
Turkish,...
Swedish,...
Thai,...
Arabic,
Key,Forest_Interstitial43
English_US,Эй. Ты будешь в порядке.
Description,
French,"Eh, ça va aller."
Italian,Ehi. Te la caverai.
German,Hey. Du wirst wieder werden.
Spanish_Spain,Hola. Vas a estar bien.
Spanish_LATAM,Tranquila. Vas a estar bien.
Korean,이봐. 다 괜찮을 거야.
Russian,Hey. You're going to be okay.
Japanese,なあ　お前なら大丈夫だ
Portuguese_Brazil,Ei. Você vai ficar bem.
Chinese_Simplified,嘿。你会没事的。
Chinese_Traditional,嘿。你一定可以的。
Polish,Hej. Będziesz w porządku.
Turkish,Hey. Sen iyi olacaksın.
Swedish,Hallå. Du kommer att vara okej.
Thai,เฮ้. คุณจะโอเค
Arabic,
Key,Forest_Interstitial43
English_US,Отойди от меня!!
Description,
French,Laisse-moi tranquille !
Italian,Allontanati da me!
German,Lass mich!
Spanish_Spain,¡Aléjate de mí!
Spanish_LATAM,¡Aléjate de mí!
Korean,가까이 오지 마!!
Russian,Get away from me!!
Japanese,私から離れろ！！！
Portuguese_Brazil,Fica longe de mim!!
Chinese_Simplified,离我远点！！
Chinese_Traditional,離我遠一點！！
Polish,Odejdź ode mnie!!
Turkish,Benden uzak dur!!
Swedish,Lämna mig ifred!!
Thai,อยู่ห่าง ๆ ฉันไว้!!
Arabic,
Key,Forest_Interstitial43
English_US,"Может, после того, как я возьму реванш у всех, кто меня победил?"
Description,
French,Et pourquoi pas quand j'aurai pris ma revanche contre tous ceux qui m'ont vaincue ?
Italian,E dopo essermi presa una rivincita contro tutti coloro che mi hanno sconfitta?
German,"Vielleicht, nachdem ich jeden neu herausgefordert habe, dem ich unterlegen bin?"
Spanish_Spain,¿Qué tal después de haber hecho una revancha a todos los que me derrotaron?
Spanish_LATAM,¿Qué tal después de haber tenido una revancha contra quienes me derrotaron?
Korean,나를 이겼던 모든 사람과 재대결한 후에는 쉬어도 돼?
Russian,How about after I've rematched everyone who defeated me?
Japanese,私を倒した戦士全員と再戦したら<lf>休んでもいいか？
Portuguese_Brazil,Que tal depois que a gente fizer uma revanche com todo mundo que me derrotou?
Chinese_Simplified,等我找所有给我败绩的人雪耻之后<lf>  呢？
Chinese_Traditional,如果我跟每位擊敗過我的對手再交<lf> 手一次，可以嗎？
Polish,"Co powiesz na remotę wszystkich, którzy mnie pokonali?"
Turkish,Beni yenen herkesi tekrarladıktan sonra ne olacak?
Swedish,Vad sägs om att jag har gjort om alla som besegrade mig?
Thai,หลังจากที่ฉันได้แข่งขันทุกคนที่เอาชนะฉันได้ล่ะ?
Arabic,
Key,Forest_Interstitial43
English_US,"Может, после того, как я найду Мастера {{Уинтерс}} и извинюсь перед ней?"
Description,
French,Et pourquoi pas quand j'aurai trouvé Maîtresse {{Winters}} pour lui présenter mes excuses ?
Italian,E dopo aver trovato Maestra {{Winters}} ed essermi scusata?
German,"Vielleicht, nachdem ich Meisterin {{Winters}} finde und mich entschuldige."
Spanish_Spain,¿Qué tal después de que encuentre y me disculpe con la maestra {{Winters}}?
Spanish_LATAM,¿Qué tal después de que encuentre a la maestra {{Winters}} y me disculpe con ella?
Korean,마스터 {{Winters}} 님을 찾아내서 사과한 후에는?
Russian,How about after I find and apologize to Master {{Winters}}?
Japanese,マスター・{{ウィンターズ}}を<lf>見つけて謝罪したあとなら？
Portuguese_Brazil,Que tal depois que eu achar e pedir desculpas pra Mestra {{Winters}}?
Chinese_Simplified,等我找到{{Winters}}<lf>  大师并向她道歉之后呢？
Chinese_Traditional,如果我找出{{Winters}}<lf> 大師並向她道歉，可以嗎？
Polish,A może po znalezieniu i przeprosinach Master Winters?
Turkish,Usta kışları bulup özür dilerim?
Swedish,Vad sägs om efter att jag hittat och ber om ursäkt till mästarvintrarna?
Thai,หลังจากที่ฉันพบและขอโทษ Master Winters ล่ะ?
Arabic,
Key,Forest_Interstitial43
English_US,"Нет-нет-нет. <lf><lf>Помнишь, о чём мы говорили? Всегда будут появляться новые бойцы."
Description,
French,"Non, non, non. <lf>  <lf> Tu te souviens de ce qu'on a dit ? De nouveaux combattants ne vont cesser d'émerger."
Italian,"No, no, no.<lf>  <lf>Ricordi quello che abbiamo detto? Arriveranno sempre nuovi combattenti."
German,"Nein, nein, nein.<lf> <lf>Erinnerst du dich, worüber wir gesprochen haben? Es werden immer neue Kämpfer kommen."
Spanish_Spain,"No, no, no. <lf>  <lf>¿Recuerdas de lo que hablamos? Siempre aparecerán nuevos luchadores."
Spanish_LATAM,"No, no, no.<lf>  <lf>¿Recuerdas lo que hablamos? Siempre aparecerán nuevos guerreros."
Korean,"아니, 그걸로는 부족해.<lf>  <lf>  전에 얘기했잖아? 신인 전사들이 항상 등장할 거라고."
Russian,No no no. <lf><lf>Remember what we talked about? New fighters are always going to come along.
Japanese,バカを言うな<lf><lf>前に話したことを忘れたか？<lf>新たな戦士は次々に現れるんだ
Portuguese_Brazil,"Não, não, não. <lf><lf>Lembra o que a gente conversou? Novos lutadores sempre vão aparecer."
Chinese_Simplified,不不不。<lf>  <lf>  还记得我们说过<lf>  的话吗？总会有新的斗士出现。
Chinese_Traditional,不不不。<lf>  <lf>  還記得我們說過<lf> 的嗎？永遠都會有新的戰士。
Polish,"Nie nie nie.<lf><lf>Pamiętasz, o czym rozmawialiśmy? Nowi bojownicy zawsze nadejdą."
Turkish,Hayır hayır hayır.<lf><lf>Ne hakkında konuştuğumuzu hatırlıyor musun? Yeni savaşçılar her zaman gelecek.
Swedish,Nej nej nej.<lf><lf>Kommer du ihåg vad vi pratade om? Nya kämpar kommer alltid att följa med.
Thai,ไม่ไม่ไม่.<lf><lf>จำสิ่งที่เราพูดถึง? นักสู้ใหม่มักจะเข้ามา
Arabic,
Key,Forest_Interstitial43
English_US,"Нет-нет-нет. <lf><lf>Будут появляться новые бойцы, и тебе придётся превзойти и их тоже."
Description,
French,"Non, non, non. <lf>  <lf> De nouveaux combattants ne cesseront d'émerger et tu devras les vaincre aussi."
Italian,"No, no, no.<lf>  <lf> Arriveranno nuovi combattenti e dovrai sconfiggere anche loro."
German,"Nein, nein, nein.<lf> <lf>Es werden neue Kämpfer kommen, und die wirst du auch überwinden müssen."
Spanish_Spain,"No, no, no. <lf>  <lf>Aparecerán nuevos luchadores y tendrás que superarlos también."
Spanish_LATAM,"No, no, no.<lf>  <lf>Aparecerán guerreros nuevos y tendrás que superarlos también."
Korean,"아니, 그걸로는 부족해.<lf>  <lf>신인 전사들이 등장할 텐데, 넌 그들도 뛰어넘어야 해."
Russian,"No no no. <lf><lf>New fighters are going to come along, and you'll have to surpass them too."
Japanese,終わりはないぞ<lf><lf>新たな戦士たちは次々に現れる<lf>そいつらも超えなくちゃならない
Portuguese_Brazil,"Não, não, não. <lf><lf>Novos lutadores vão aparecer, e você precisa superar eles também."
Chinese_Simplified,不不不。<lf>  <lf>  新的斗士会不断涌现，<lf>  你得连他们一起击败。
Chinese_Traditional,不不不。<lf>  <lf>  江山代有才人出，<lf> 而你必須連新人也擊敗。
Polish,Nie nie nie.<lf><lf>Przybędą nowi bojownicy i będziesz musiał je również przekroczyć.
Turkish,Hayır hayır hayır.<lf><lf>Yeni savaşçılar gelecek ve onları da aşmanız gerekecek.
Swedish,"Nej nej nej.<lf><lf>Nya kämpar kommer att följa med, och du måste överträffa dem också."
Thai,ไม่ไม่ไม่.<lf><lf>นักสู้ใหม่กำลังจะเข้ามาและคุณจะต้องเอาชนะพวกเขาด้วย
Arabic,
Key,Forest_Interstitial43
English_US,Нет-нет-нет. <lf><lf>Ты должна отпустить это. Это в прошлом.
Description,
French,"Non, non, non. <lf>  <lf> Tu dois oublier ça. C'est du passé."
Italian,"No, no, no.<lf>  <lf>Devi metterlo alle spalle. Fa parte del passato."
German,"Nein, nein, nein.<lf> <lf>Das musst du hinter dir lassen. Es ist Vergangenheit."
Spanish_Spain,"No, no, no. <lf>  <lf>Tienes que dejar eso de lado. Está en el pasado."
Spanish_LATAM,"No, no, no.<lf>  <lf>Tienes que dejar eso de lado. Es cosa del pasado."
Korean,아니 아니야.<lf>  <lf>그 일은 잊어버려. 이미 지난 일이니까.
Russian,No no no. <lf><lf>You have to let go of that. It's in the past.
Japanese,ダメだ　ダメだ<lf><lf>そのことは忘れろ　過ぎたことだ
Portuguese_Brazil,"Não, não, não. <lf><lf>Você precisa se esquecer disso. É coisa do passado."
Chinese_Simplified,不不不。<lf>  <lf>  你必须放下过去的事。<lf>  过去的事情就让它过去。
Chinese_Traditional,不不不。<lf>  <lf>  你必須放棄這目標。<lf> 都已成往事。
Polish,Nie nie nie.<lf><lf>Musisz to odpuścić. To jest w przeszłości.
Turkish,Hayır hayır hayır.<lf><lf>Bunu bırakmalısın. Geçmişte.
Swedish,Nej nej nej.<lf><lf>Du måste släppa det. Det är tidigare.
Thai,ไม่ไม่ไม่.<lf><lf>คุณต้องปล่อยให้ไป ในอดีต
Arabic,
Key,Forest_Interstitial43
English_US,Разве ты не помнишь о более великой цели? <lf><lf>Непобеждённая всю оставшуюся жизнь.
Description,
French,Tu as oublié le véritable objectif ? <lf>  <lf> Invaincue pour le reste de ta vie.
Italian,Non ricordi l'obiettivo più grande?<lf>  <lf>Imbattuta per il resto della tua vita.
German,Hast du das größere Ziel vergessen? <lf> <lf>Unbesiegt für den Rest deines Lebens.
Spanish_Spain,¿No recuerdas el objetivo más grande? <lf>  <lf>Invicta durante el resto de tu vida.
Spanish_LATAM,¿No recuerdas el objetivo más grande?<lf>  <lf>Invicta durante el resto de tu vida.
Korean,더 큰 목표 잊었어? <lf>  <lf>평생 지지 않는 삶.
Russian,Don't you remember the bigger goal? <lf><lf>Undefeated for the rest of your life.
Japanese,大きな目標を忘れたのか？<lf><lf>生きている限り勝ち続けるんだ
Portuguese_Brazil,Você não lembra do objetivo maior? <lf><lf>Invicta pelo resto da vida.
Chinese_Simplified,你不记得那最远大的目标了吗？ <lf>  <lf>  <lf>  保持余生不败。
Chinese_Traditional,難道你忘記更遠大的目標了嗎？ <lf> <lf>  <lf>  一輩子保持無敵。
Polish,Nie pamiętasz większego celu?<lf><lf>Niepokonany przez resztę życia.
Turkish,Daha büyük hedefi hatırlamıyor musun?<lf><lf>Hayatının geri kalanında yenilmez.
Swedish,Kommer du inte ihåg det större målet?<lf><lf>Obesegrad resten av ditt liv.
Thai,คุณจำเป้าหมายที่ใหญ่กว่านี้ไม่ได้?<lf><lf>พ่ายแพ้ไปตลอดชีวิต
Arabic,
Key,Forest_Interstitial43
English_US,Но почему я не могу просто отдохнуть для начала?? <lf><lf>А потом я займусь более великой целью!
Description,
French,"Mais pourquoi je ne pourrais pas commencer par me reposer ?? <lf>  <lf> Ensuite, je m'occuperai du véritable objectif !"
Italian,Ma perché non posso riposarmi prima?<lf><lf>Poi raggiungerò l'obiettivo più grande!
German,Aber warum kann ich mich nicht erstmal ausruhen? <lf> <lf>Und danach erreiche ich dann das größere Ziel!
Spanish_Spain,¿Pero por qué no puedo descansar primero? <lf>  <lf>¡Entonces llegaré al objetivo más grande después de eso!
Spanish_LATAM,¡¿Pero por qué no puedo descansar primero?!<lf>  <lf>¡Descanso y después trato de conseguir el objetivo más grande!
Korean,그렇다고 먼저 쉬면 안 될 이유가 뭔데?? <lf>  <lf>좀 쉬었다가 더 큰 목표를 이루면 되잖아!
Russian,But why can't I just rest first?? <lf><lf>Then I'll get to the bigger goal after that!
Japanese,なぜ先に休んじゃダメなんだ？<lf><lf>休んでから<lf>目標に向かえばいいだろ！
Portuguese_Brazil,"Mas por que eu não posso descansar primeiro?? <lf><lf>Depois, vou atrás do objetivo maior!"
Chinese_Simplified,为什么我就不能先休息一下？？ <lf>  <lf>  <lf>  休息后我自然会去实现<lf>  目标！
Chinese_Traditional,那我為什麼不能先休息？？ <lf>  <lf> <lf>  休息後我再達成更遠大的目<lf> 標！
Polish,Ale dlaczego nie mogę po prostu odpocząć?<lf><lf>Potem dojdę do większego celu!
Turkish,Ama neden önce dinlenemiyorum ??<lf><lf>O zaman bundan sonra daha büyük hedefe ulaşacağım!
Swedish,Men varför kan jag inte bara vila först ??<lf><lf>Då kommer jag till det större målet efter det!
Thai,แต่ทำไมฉันถึงพักผ่อนก่อนได้ก่อน?<lf><lf>จากนั้นฉันจะไปถึงเป้าหมายที่ใหญ่กว่าหลังจากนั้น!
Arabic,
Key,Forest_Interstitial5End
English_US,"Эй, ты здесь?"
Description,"SCENE DESCRIPTION: The final dream sequence. Other Alta is not in the scene, but Alta is attempting to talk to her anyway, trying to ask for Other Alta's trust and support."
French,"Eh, tu es là ?"
Italian,"Ehi, ci sei?"
German,"Hey, bist du noch da?"
Spanish_Spain,"¿Hola, estás ahí?"
Spanish_LATAM,¿Hola? ¿Estás ahí?
Korean,"이봐, 거기 있어?"
Russian,"Hey, are you there?"
Japanese,なあ　そこにいるか？
Portuguese_Brazil,"Ei, você está aí?"
Chinese_Simplified,嘿，你还在吗？
Chinese_Traditional,嘿，你在嗎？
Polish,Hej jesteś tam?
Turkish,Hey orada mısın?
Swedish,Hej är du där?
Thai,เฮ้คุณอยู่ที่นั่นไหม
Arabic,
Key,Forest_Interstitial5End
English_US,Ты меня слышишь?
Description,
French,Tu m'entends ?
Italian,Puoi sentirmi?
German,Hörst du mich?
Spanish_Spain,¿Me oyes?
Spanish_LATAM,¿Me escuchas?
Korean,내 말 들려?
Russian,Can you hear me?
Japanese,聞こえてる？
Portuguese_Brazil,Está me ouvindo?
Chinese_Simplified,能听到我吗？
Chinese_Traditional,你有聽到嗎？
Polish,Czy mnie słyszysz?
Turkish,Beni duyabiliyor musun?
Swedish,Kan du höra mig?
Thai,คุณได้ยินฉันไหม?
Arabic,
Key,Forest_Interstitial5End
English_US,...
Description,
French,...
Italian,...
German,…
Spanish_Spain,...
Spanish_LATAM,...
Korean,...
Russian,...
Japanese,…
Portuguese_Brazil,...
Chinese_Simplified,……
Chinese_Traditional,……
Polish,...
Turkish,...
Swedish,...
Thai,...
Arabic,
Key,Forest_Interstitial5End_3b
English_US,"Я знаю, что ты здесь.<lf><lf>Я чувствую тебя."
Description,
French,Je sais que tu es là.<lf>  <lf> Je sens ta présence.
Italian,So che ci sei.<lf><lf>Sento la tua presenza.
German,"Ich weiß, dass du da bist.<lf> <lf>Ich kann dich spüren."
Spanish_Spain,Sé que estás aquí.<lf>  <lf>Puedo sentirte.
Spanish_LATAM,Sé que estás aquí.<lf>  <lf>Puedo sentirte.
Korean,거기 있는 거 다 알아.<lf>  <lf>느낄 수 있다고.
Russian,I know you're here.<lf><lf>I can feel you.
Japanese,そこにいるんだろ<lf><lf>あんたを感じる
Portuguese_Brazil,Eu sei que você está aqui.<lf><lf>Estou te sentindo.
Chinese_Simplified,我知道你还在。<lf>  <lf>  <lf>  我能感觉到你。
Chinese_Traditional,我知道你在這裡。<lf>  <lf>  <lf> 我感覺得到。
Polish,"Wiem, że tu jesteś.<lf><lf>Czuję cię."
Turkish,Burada olduğunu biliyorum.<lf><lf>Seni hissedebiliyorum.
Swedish,Jag vet att du är här.<lf><lf>Jag kan känna dig.
Thai,ฉันรู้ว่าคุณอยู่ที่นี่<lf><lf>ฉันรู้สึกได้ถึงคุณ
Arabic,
Key,Forest_Interstitial5End
English_US,Могла бы ты...<cf><cf>...могла бы ты довериться мне?
Description,
French,Est-ce que tu pourrais…<lf>  <lf> … me faire confiance ?
Italian,Potresti...<lf><lf>… potresti fidarti di me?
German,Könntest du …<lf> <lf>…könntest du mir vertrauen?
Spanish_Spain,¿Podrías...?<lf>  <lf>¿Podrías confiar en mí?
Spanish_LATAM,¿Podrías...?<lf>  <lf>¿Podrías confiar en mí?
Korean,있잖아...<lf>  <lf>...날 믿어줄 순 없어?
Russian,Could you...<cf><cf>...could you trust me?
Japanese,私のことを…<lf><lf>…信じてくれないか？
Portuguese_Brazil,Você poderia...<lf><lf>poderia confiar em mim?
Chinese_Simplified,你可不可以……<lf>  <lf>  <lf>  ……可不可以信任我？
Chinese_Traditional,你可不可以……<lf>  <lf>  <lf> ……你可不可以相信我？
Polish,Mógłbyś...<cf><cf>... Czy możesz mi zaufać?
Turkish,Yapabildin mi...<cf><cf>... bana güvenir misin?
Swedish,Kan du...<cf><cf>... kan du lita på mig?
Thai,คุณสามารถ...<cf><cf>... คุณเชื่อใจฉันได้ไหม
Arabic,
Key,Forest_Interstitial5End
English_US,Пожалуйста. Я хочу заслужить это.<cf><cf>Я хочу заслужить твоё доверие.
Description,
French,S'il te plaît. Je veux la gagner.<lf>  <lf> Je veux gagner ta confiance.
Italian,Ti prego. Voglio guadagnarla.<lf><lf>Voglio guadagnare la tua fiducia.
German,Bitte. Ich will es verdienen.<lf> <lf>Ich will mir dein Vertrauen verdienen.
Spanish_Spain,Por favor. Quiero ganármela.<lf>  <lf>Quiero ganarme tu confianza.
Spanish_LATAM,Por favor. Quiero ganarme tu confianza.<lf>  <lf>Quiero ganármela.
Korean,부탁이야. 네게 보여주고 싶어.<lf>  <lf>네 신뢰를 얻고 싶어.
Russian,Please. I want to earn it.<cf><cf>I want to earn your trust.
Japanese,頼むよ　そうしてほしい<lf><lf>あんたに信頼されたいんだ
Portuguese_Brazil,Por favor. Quero merecer.<lf><lf>Quero merecer a sua confiança.
Chinese_Simplified,拜托了。我想赢得信任。<lf>  <lf>  <lf>  我想赢得你的信任。
Chinese_Traditional,拜託了。我想要得到。<lf>  <lf>  <lf> 我想要得到你的信任。
Polish,Proszę. Chcę to zdobyć.<cf><cf>Chcę zdobyć twoje zaufanie.
Turkish,Lütfen. Kazanmak istiyorum.<cf><cf>Güvenini kazanmak istiyorum.
Swedish,Snälla du. Jag vill tjäna det.<cf><cf>Jag vill vinna ditt förtroende.
Thai,โปรด. ฉันต้องการที่จะได้รับมัน<cf><cf>ฉันต้องการที่จะได้รับความไว้วางใจของคุณ.
Arabic,
Key,Forest_Interstitial5End
English_US,Что скажешь?<cf><cf>Дашь мне шанс?
Description,"""give me a shot"" means ""give me an opportunity"""
French,Qu'est-ce que tu en penses ?<lf>  <lf> Tu peux me donner une chance ?
Italian,Cosa ne pensi?<lf><lf>Puoi darmi una possibilità?
German,Was denkst du?<lf> <lf>Lässt du mir eine Chance?
Spanish_Spain,¿Qué opinas?<lf>  <lf>¿Puedes darme una oportunidad?
Spanish_LATAM,¿Qué opinas?<lf>  <lf>¿Puedes darme una oportunidad?
Korean,어떻게 생각해?<lf>  <lf>기회를 줄래?
