,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Boro_RAW-0665-Boro,Boro_RAW-0665-Boro,"Вот, давайте посмотрим, подойдет ли вам этот фартук.",,"Tiens, voyons si ce tablier te va bien…","Ecco, vediamo se questo grembiule ti sta bene.","Hier, schauen wir mal, wie diese Schürze dich kleidet.","Toma, a ver si este delantal te queda bien.",Ten. Veamos si este delantal te queda bien.,"자, 이 앞치마가 어울리는지 한번 보자고요.",,どれどれ、君に似合うかな…,"Aqui, vamos ver se este avental cai bem em você.",来，看看你适不适合穿这条围裙。,來，看一下這件圍裙適不適合你。,,,,,
Boro_RAW-0666-Boro,Boro_RAW-0666-Boro,"Ого! В этом фартуке вы выглядите как человек, полный энтузиазма управлять чайной!",,"Waouh ! Avec ce tablier, tu as l'air dévorée par ta passion du thé !",Oh! Con questo grembiule sembri una persona piena di passione per il tè!,"Wow! Mit dieser Schürze wird deine Freude darüber, einen Teeladen zu führen, wirklich sichtbar!","¡Guau! ¡Con este delantal, pareces una persona llena de ilusión por dirigir una tienda de té!","¡Guau! ¡Con este delantal, pareces una persona que está emocionada por dirigir una tienda de té!","와! 이 앞치마를 입으니, 찻집을 운영할 생각에 아주 신난 사람으로 보여요!",,すごいや！ このエプロンだけで、やる気に満ちた本物の店長さんみたいに見えるよ！,"Nossa! Com esse avental, você parece alguém cheio de ânimo para operar a casa de chá!",哇！穿上这身围裙后，你看起来像极了一位满腔热情的茶馆店员！,哇喔！穿上圍裙後，你看起來等不及要營運茶屋了！,,,,,
Boro_RAW-0667-Choice,Boro_RAW-0667-Choice,"Это ни капли не правда, и вы это знаете.",,C'est complètement faux et tu le sais pertinemment.,Non è affatto vero e lo sai.,"Das ist nicht mal ansatzweise wahr, und du weißt es auch.","Eso no es para nada cierto, y lo sabes.",Eso no es para nada cierto y lo sabes.,전혀 사실 아닌 거 알잖아요.,,そんなわけがない。,Isso não é verdade e você sabe.,你我都知道事实并非如此。,你明明知道這完全不是真的。,,,,,
Boro_RAW-0668-Choice,Boro_RAW-0668-Choice,[попытаться выглядеть злее],"This is an action the player can choose to take, to attempt an angry-looking face",[essayer d'avoir l'air plus en colère],[cerca di sembrare più arrabbiata],"[Versuche, wütender auszusehen.]",[trata de parecer más enfadada],[trata de parecer más enfadada],[더 화난 표정 짓기],,[ムッとした顔を見せる],[tentar parecer mais zangada],[看起来怒气更大],[試著看起來更氣],,,,,
Boro_RAW-0669-Boro,Boro_RAW-0669-Boro,"Разумеется, я это знал. Но я мыслил с надеждой на будущее.",From [0667-Choice],"En effet, je le savais. Mais j'essayais de penser de façon ambitieuse.",In effetti lo sapevo. Ma stavo cercando di pensare in modo ambizioso.,"In der Tat, das wusste ich. Aber ich habe ehrgeizig gedacht.","Claro, ya lo sabía. Fue más que nada una expresión de deseo.","Claro, ya lo sabía. Fue más que nada una expresión de deseo.",물론 알죠. 다만 나름의 포부대로 생각한 거예요.,,ハハッ、バレてた？ けど、理想は高く持たないとね。,"Claro, eu sabia, mas estava pensando de forma inspiracional.",我确实知道。但我内心的想法是积极的。,我的確知道。但我那是在正向思考。,,,,,
Boro_RAW-0670-Boro,Boro_RAW-0670-Boro,"Если не считать того, что вы выглядите крайне сердитой, вы выглядите крайне радостной быть здесь!",From [0668-Choice],"Non seulement tu as l'air très en colère, mais tu as aussi l'air extrêmement excitée à l'idée de travailler ici !","Oltre a sembrare molto arrabbiata, sembri anche disperatamente entusiasta di essere qui!","Abgesehen vom sichtbaren Ärger siehst du sehr froh aus, hier zu sein!","¡Aparte de parecer muy enfadada, pareces muy emocionada de estar aquí!","¡Aparte de parecer muy enfadada, pareces muy emocionada de estar aquí!",아주 화나 보이는 것만 빼면 여기서 일하게 되어 굉장히 신나 보이시네요!,,その強烈な仏頂面を除けば、今すぐ働きたくてウズウズしてるように見えるよ！,"Além de parecer extremamente zangada, você parece extremamente animada de estar aqui!",除了极度愤怒外，你对在本店工作也表现得兴高采烈！,你不只看起來很生氣，似乎也很期待要待在這裡呢！,,,,,
Boro_RAW-0671-Boro,Boro_RAW-0671-Boro,"Ладно, есть ещё одно дело, которое мы должны сделать перед открытием лавки. Сюда!",,"Bien, il reste une chose à aborder avant d'ouvrir la boutique. C'est par ici !","Bene, c'è un'ultima cosa che dobbiamo fare prima di aprire la bottega. Da questa parte!","Gut, eine Sache ist noch zu tun, bevor wir den Laden öffnen. Hier entlang!","Vale, hay una cosa más que debemos hacer antes de abrir la tienda. ¡Ven por aquí!","Bueno, hay una cosa más que debemos hacer antes de abrir la tienda. ¡Acompáñame!","자, 가게 문을 열기 전에 할 일이 하나 더 있어요. 이쪽으로 오세요!",,そしたら、お店を開ける前にもう一つやることがあってね。こっちだよ！,"Certo, tem mais uma coisa que precisamos fazer antes de abrir a casa. Por aqui!",开店前，我们还必须做最后一件事情。来这边！,好，在開店前，還有一件事要做。跟我來！,,,,,
Boro_RAW-0672-Boro,Boro_RAW-0672-Boro,Это ваш прелестный меч! Очень красивый экземпляр.,"By ""very beautiful specimen"" Boro just means that the sword is beautiful","C'est ta jolie épée ! Très, très beau spécimen !",È la tua adorata spada! Un esemplare molto bello.,Es ist dein wunderschönes Schwert! Ein sehr hübsches Exemplar.,¡Es tu preciosa espada! Un ejemplar muy bonito.,¡Es tu preciosa espada! Un ejemplar muy bonito.,아가씨의 멋진 검이에요! 아주 아름다운 물건이죠.,,そう、君の大切な剣さ！ すごく美しいよ。,É a sua adorável espada! Uma espécime muito linda.,这是你的宝贝佩剑！真是把漂亮的剑。,這是你那可愛的劍！非常美麗的武器。,,,,,
Boro_RAW-0673-Boro,Boro_RAW-0673-Boro,"Меч всё ещё слишком тяжёлый, чтобы его поднять, да?",,"L'épée est toujours trop lourde à porter, n'est-ce pas ?","La spada è ancora troppo pesante da sollevare, vero?","Das Schwert ist noch immer zu schwer, um es zu heben, ja?","La espada todavía es demasiado pesada para levantarla, ¿no?","La espada todavía es demasiado pesada como para levantarla, ¿no?",검을 들기엔 아직 너무 무거운 거죠?,,やっぱり持てないかい？,"A espada ainda está muito pesada para levantar, sim?",你还是举不起这把剑，对吧？,這把劍對你來說仍重到拿不起來，對嗎？,,,,,
Boro_RAW-0674-Alta,Boro_RAW-0674-Alta,Ага. Всё ещё тяжелый.,,Ouaip. Toujours lourde.,Sì. È ancora troppo pesante.,Jup. Immer noch schwer.,Sí. Todavía es pesada.,Sí. Todavía es pesada.,네. 아직 무거워요.,,ああ、まだダメだ…,Sim. Ainda tá pesada.,是啊。它还是重得不行。,對。還是很重。,,,,,
Boro_RAW-0675-Boro,Boro_RAW-0675-Boro,Чудесно.,,Formidable.,Meraviglioso.,Wunderbar.,Maravilloso.,Maravilloso.,좋아요.,,そうなんだね。,Maravilha.,很好。,太好了。,,,,,
Boro_RAW-0676-Boro,Boro_RAW-0676-Boro,"Пожалуйста, пойдёмте со мной.",,"J'en t'en prie, viens avec moi.",Vieni con me.,Bitte folge mir.,Ven conmigo.,Ven conmigo.,그럼 같이 가시죠.,,さあ、おいらについてきて。,"Por favor, me acompanhe.",请跟我来。,請跟我來。,,,,,
Boro_RAW-0677-Alta,Boro_RAW-0677-Alta,Он правда не кажется вам тяжёлым?,,Elle n'est pas trop lourde pour toi ?,Davvero non è pesante per te?,Fühlt es sich für dich wirklich nicht schwer an?,¿De verdad no te parece pesada?,¿De verdad no te parece pesada?,아저씨한테는 정말 안 무거워요?,,あんたには重くないのか？,Não parece pesada pra você mesmo?,你真的没觉得它很重？,你真的不覺得重嗎？,,,,,
Boro_RAW-0678-Boro,Boro_RAW-0678-Boro,Ни капельки.,,Pas le moins du monde.,Neppure un po'.,Nicht mal ein bisschen.,Ni una pizca.,Ni una pizca.,조금도 무겁지 않아요.,,うん、ちっともね。,Nem um pouquinho.,一点也不重。,完全不覺得。,,,,,
Boro_RAW-0679-Boro,Boro_RAW-0679-Boro,Пока что давайте оставим меч прямо здесь.,,"Pour l'instant, déposons l'épée ici.",Per ora lasciamo qui la spada.,Lassen wir das Schwert erstmal hier.,"Por ahora, dejemos la espada aquí.","Por ahora, dejemos la espada aquí.",일단 검은 여기 두도록 해요.,,この剣は一旦、ここに置いておこう。,"Por enquanto, vamos deixar a espada bem aqui.",我们暂时把剑放这儿吧。,我們暫時把劍放在這裡。,,,,,
Boro_RAW-0680-Boro,Boro_RAW-0680-Boro,"Идеально! Здесь довольно мило, вам не кажется?",,"Parfait ! C'est assez joli ici, tu ne trouves pas ?","Perfetto! È proprio bella qui, non credi?","Perfekt! Hier ist es wirklich schön, findest du nicht?","¡Perfecto! Aquí se está muy bien, ¿no crees?","¡Perfecto! Es un lugar muy agradable, ¿no crees?",좋습니다! 그나저나 여기 참 멋지지 않나요?,,ばっちりだ！ この場所にすごく映えないかい？,"Perfeito! É um lugar adorável, não acha?",完美！这地方很漂亮，你觉得呢？,完美！你不覺得放在這裡滿好看的嗎？,,,,,
Boro_RAW-0681-Alta,Boro_RAW-0681-Alta,"{{Боро}}... вы не знаете, насколько важен для меня этот меч.",,{{Boro}}… tu n'imagines pas à quel point cette épée est importante pour moi.,{{Boro}}... non sai quanto sia importante questa spada per me.,"{{Boro}} …Du weißt, wie wichtig mir das Schwert ist.",{{Boro}}... no sabes lo importante que es esta espada para mí.,{{Boro}}... no sabes lo importante que esta espada es para mí.,{{Boro}}... 나한테 이 검이 얼마나 중요한지 모를 거예요.,,{{ボロ}}… あんたはこの剣がいかに重要か何もわかってない。,{{Boro}}... você não sabe como essa espada é importante pra mim.,{{Boro}}……你不知道这把剑对我有多重要。,{{Boro}}……你不懂這把劍對我來說有多重要。,,,,,
Boro_RAW-0682-Boro,Boro_RAW-0682-Boro,"Могу я спросить, откуда этот меч?",,Je peux te demander d'où vient l'épée ?,Posso chiederti da dove viene questa spada?,"Kann ich fragen, woher das Schwert kommt?",¿Te puedo preguntar de dónde vino la espada?,¿Te puedo preguntar de dónde vino la espada?,이 검이 어디서 난 건지 물어봐도 될까요?,,どこで手に入れた剣なんだい？,Posso perguntar de onde veio a espada?,我能问问这把剑是从哪来的吗？,我可以問這把劍是哪來的嗎？,,,,,
Boro_RAW-0683-Choice,Boro_RAW-0683-Choice,[рассказать ему],,[lui dire],[diglielo],[Sag es ihm.],[cuéntaselo],[cuéntaselo],[말해주기],,[詳しく話す],[dizer a ele],[告诉他],[跟他說],,,,,
Boro_RAW-0684-Choice,Boro_RAW-0684-Choice,Я не хочу об этом говорить.,,Je ne veux pas en parler.,Non voglio parlarne.,Ich will nicht drüber reden.,No quiero hablar de eso.,No quiero hablar de eso.,얘기하고 싶지 않아요.,,そのことは話したくない。,Não quero falar sobre isso.,我不想谈这个话题。,我不想討論這問題。,,,,,
Boro_RAW-0685-Alta,Boro_RAW-0685-Alta,"Когда я только начала всерьёз заниматься боем, я решила, что сама выкую себе меч. Это казалось хорошей идеей.","""smith"" means to blacksmith
From [0683-Choice]","Quand je me suis mise au combat sérieusement, j'ai décidé de forger ma propre épée. Ça me semblait être une bonne idée.","Quando ho iniziato a prendere sul serio il combattimento, decisi che avrei forgiato la mia spada. Mi sembrava una buona idea.","Als ich ernsthaft mit dem Kämpfen begann, entschied ich, dass ich mein eigenes Schwert brauchte. Es kam mir wie eine gute Idee vor.","Cuando comencé a tomarme en serio la lucha, decidí forjar mi propia espada. Parecía una buena idea.","Cuando comencé a tomarme en serio el combate, decidí forjar mi propia espada. Parecía una buena idea.","맨 처음 싸움을 진지하게 생각하기 시작했을 때, 난 내 검을 손수 만들기로 했어요. 좋은 생각인 것 같았죠.",,戦いに生きようと考え始めたとき、自分で剣を鍛えようと決めた。それが名案に思えてな。,"Quando eu comecei a levar a luta a sério, decidi que forjaria minha própria espada. Parecia uma boa ideia.",我当初下定决心投身格斗事业时，想亲手打造一把剑。这个主意在当时看起来很美好。,自從我認真看待戰鬥後，就決定要訂製一把專屬的劍。這似乎是個好點子。,,,,,
Boro_RAW-0686-Alta,Boro_RAW-0686-Alta,"Я ушла в это с головой, изучая всё, что только можно было узнать о кузнечном деле.",,"Je me suis plongée dans ce projet corps et âme, j'ai appris tout ce qu'il y avait à savoir sur la forge.","Mi ci sono buttata a capofitto, imparando tutto quello che c'era da sapere sulla lavorazione del ferro.",Ich stürzte mich in die Arbeit und lernte alles über das Schmieden.,Me empapé en ello y aprendí todo lo que había que saber sobre la herrería.,Me empapé del tema y aprendí todo lo que había que saber sobre la herrería.,그래서 대장장이 일을 모조리 배우려고 거기에 완전히 매달렸어요.,,私は剣造りに打ち込み、鍛冶に関するすべてのことを学んだ。,"Eu me dediquei muito, aprendendo tudo que havia pra saber sobre forja de espadas.",我全身心地投入其中，学习一切和铸剑有关的知识。,我投入這塊領域，學習所有關於鍛造的知識。,,,,,
Boro_RAW-0687-Alta,Boro_RAW-0687-Alta,"Но вскоре я поняла, что могу запросто потратить всю жизнь только на то, чтобы научиться делать мечи, — настолько это сложно.",,Mais j'ai vite compris que je risquais de passer ma vie entière à apprendre à fabriquer une épée tant le sujet est complexe.,"Ma presto mi resi conto che avrei potuto facilmente passare tutta la vita a imparare il mestiere, era così complesso.","Aber ich bemerkte bald, dass ich mein ganzes Leben damit zubringen könnte, mehr über Schwerter herauszufinden, so komplex war es.","Pero pronto me di cuenta de que podría pasar fácilmente toda la vida aprendiendo a hacer espadas, era muy complejo.",Pero pronto me di cuenta de que podría pasarme toda la vida aprendiendo a hacer espadas. Era muy complejo.,하지만 곧 평생을 배워도 모자랄 거라는 생각이 들더군요. 검 만드는 일이 너무 복잡해서요.,,だが、すぐに気づいた。剣造りはあまりに複雑で、技術を学ぶだけで一生かかってしまう。,"Mas logo me dei conta que poderia passar a vida toda apenas aprendendo a fazer espadas, era algo bem complexo.",但我很快意识到，光是学习铸剑我就得穷尽一生，铸剑的领域太过浩瀚了。,但很快地，我發現自己可能會花上一輩子的時間學習鍛造劍，因為這門手藝實在太複雜了。,,,,,
Boro_RAW-0688-Alta,Boro_RAW-0688-Alta,"Если я хотела стать великой, мне нужно было выбрать что-то одно и посвятить себя этому, оставив всё остальное позади.",,"Si je voulais devenir exceptionnelle, je devais choisir une seule chose et m'y consacrer intégralement en oubliant tout le reste.","Se fossi voluta diventare eccezionale dovevo scegliere una cosa e dedicarmi interamente ad essa, dimenticando tutto il resto.","Wenn ich wirklich gut werden wollte, musste ich mich einer Sache ganz verschreiben und alles andere hinter mir lassen.","Si quería ser grande, tenía que elegir solo una cosa y comprometerme con ella, y abandonar todo lo demás.","Si quería alcanzar la grandeza, tenía que elegir solo una cosa y comprometerme con ella, y abandonar todo lo demás.","결국 위대한 존재가 되려면 딱 하나를 선택해 거기에만 전념하고, 다른 일은 모두 뒤로 해야 했어요.",,偉大な人間になりたければ、他のすべてを投げうって、一つのことに専念しないとだめだ。,"Se eu quisesse ser a melhor, eu precisava escolher apenas uma coisa e me comprometer com ela e deixar todo o resto pra trás.",如果我想干出一番事业，就只能抛弃其他事情，认准一件事情干到底。,如果我想要變得偉大，就要心無旁鶩，專心致志。,,,,,
Boro_RAW-0689-Alta,Boro_RAW-0689-Alta,Поэтому я выбрала лишь одно: быть воином.,,"Alors, j'ai choisi une seule chose : devenir une combattante.",Quindi feci la mia scelta: essere una combattente.,Also wählte ich nur eine Sache: eine Kämpferin zu sein.,Así que elegí solo una cosa: ser luchadora.,Así que elegí solo una cosa: ser una guerrera.,난 전사가 되는 걸 선택했죠.,,だから私は… 戦士になることを選んだ。,"Por isso, escolhi apenas uma coisa: ser uma lutadora.",于是我选择了自己的事业：成为斗士。,所以我選擇成為戰士。,,,,,
Boro_RAW-0690-Alta,Boro_RAW-0690-Alta,"После этого я заказала этот меч у великого кузнеца, такого же преданного своему ремеслу.",,"Ensuite, j'ai engagé un grand forgeron, quelqu'un entièrement dévoué à son art aussi, pour qu'il me fabrique cette épée.",Allora diedi incarico a una persona dedita all'arte della forgiatura di realizzare questa spada per me.,"Danach beauftragte ich eine große Schmiedin, die sich ihrem Handwerk ebenso verschrieben hatte, mir das Schwert zu machen.","Después de eso, encargué a una gran herrera, alguien igualmente dedicada a su oficio, que me hiciera esta espada.","Después de eso, le encargué a una gran herrera, alguien igual de dedicada a su oficio, que me hiciera esta espada.",그런 다음 나만큼이나 자기 일에 헌신적인 최고의 대장장이에게 검 제작을 맡겼어요.,,それから私と同じく、己が職分にすべてを捧げた名鍛治工に、この剣を鍛えてもらったんだ。,"Depois disso, contratei uma grande ferreira, alguém igualmente dedicado a sua arte, pra fazer a espada pra mim.",之后，我委托了一位大师级铁匠为我打造这把剑。那位大师为自己的事业同样倾尽所有。,在那之後，我委任一位跟我一樣致力於登峰造極的厲害鐵匠來為我鍛造劍。,,,,,
Boro_RAW-0691-Alta,Boro_RAW-0691-Alta,"Я была одержима, требовала миллион переделок. Мы не остановились, пока меч не стал идеальным.",,"J'étais obsédée, j'ai demandé un million de modifications. On n'a pas arrêté jusqu'à ce que l'épée soit parfaite.","Ero ossessionata, chiedevo un milione di modifiche. Non ci siamo fermate finché la spada era perfetta.","Ich war wie besessen und verlangte eine Million Änderungen. Wir hörten erst auf, als das Schwert perfekt war.","Fui obsesiva, exigí un millón de modificaciones. No paramos hasta que la espada era perfecta.",Fui obsesiva. Exigí un millón de modificaciones. No paramos hasta que la espada quedó perfecta.,난 집착에 가까울 정도로 수도 없이 수정을 요구했어요. 우리는 검이 완벽해질 때까지 멈추지 않았죠.,,こだわりの強い私は、数えきれない修正を求めた。完璧な剣ができ上がるまで、どちらも休もうとさえしなかった。,"Eu estava obcecada, exigi um milhão de alterações. Não paramos até que espada estivesse perfeita.",那时候我非常执着，提出了无数次的修改要求。直到这把剑臻于完美，我们才终于罢手。,我提出了上百萬次修改，非常難搞。直到鍛造出完美的劍，我們才停止。,,,,,
Boro_RAW-0692-Alta,Boro_RAW-0692-Alta,"Меч, который позволил бы мне сосредоточиться только на одном и оставить всё остальное позади.",,Une épée qui allait me permettre de poursuivre un objectif unique et d'oublier tout le reste.,Una spada che mi permettesse di perseguire il mio unico obiettivo e di lasciare tutto il resto alle spalle.,"Ein Schwert, mit dem ich mein Ziel verfolgen und alles andere vergessen konnte.",Una espada que me permitiría dedicarme a este objetivo y dejar todo lo demás atrás.,Una espada que me permitiría dedicarme a este objetivo y olvidarme de todo lo demás.,싸움 하나에만 집중하고 다른 모든 걸 뒤로 하게 해줄 검을 만들기 위해서요.,,私が他のすべてを捨てて、一つの道を追求するにふさわしい剣でなければならない。,Uma espada que me permitiria me concentrar nesse único objetivo e deixar todo o resto pra trás.,这把剑能让我专注于一件事，把其他一切都抛在脑后。,一把能讓我專注於同一目標並放下其他所有事的劍。,,,,,
Boro_RAW-0693-Alta,Boro_RAW-0693-Alta,"Я не кузнец, я не чаевар, я воин. Это всё, кем я намерена быть.",,"Je ne suis pas un forgeron, je ne suis pas une préparatrice de thé, je suis une combattante. Et je compte bien le rester.","Non sono un fabbro, non sono una produttrice di tè, sono una combattente. E intendo restare tale.","Ich bin keine Schmiedin, keine Teeköchin, ich bin eine Kämpferin. Und mehr will ich nicht sein.","No soy herrera ni preparo té, soy luchadora. Eso es todo lo que pretendo ser.",No soy herrera ni preparo el té. Soy una guerrera. Eso es todo lo que pretendo ser.,난 대장장이도 차 만드는 사람도 아닌 전사예요. 내겐 그 생각뿐이에요.,,私は鍛冶工でも茶職人でもなく、戦士だ。それが私のなりたいすべてだ。,"Eu não sou ferreira, não sou preparadora de chá, sou uma lutadora. Isso é tudo que pretendo ser.",我不是铁匠也不是茶匠，我是一名斗士。我只有斗士这一个追求。,我不是鐵匠、不是泡茶師傅，我是戰士。我現在仍想擔任戰士。,,,,,
Boro_RAW-0694-Alta,Boro_RAW-0694-Alta,"Этот меч — часть меня. Мне тошно от того, что я больше не могу его держать.",,Cette épée fait partie de moi. Ne plus pouvoir la porter me rend malade.,Questa spada è una parte di me. Mi sento male a non riuscire più a sollevarla.,"Dieses Schwert ist ein Teil von mir. Es macht mich krank, es nicht mehr heben zu können.",Esta espada es parte de mí. Me siento mal por no poder llevarla más.,Esta espada es parte de mí. Me siento mal por no poder levantarla.,"이 검은 내 몸의 일부예요. 그런 검을 쥘 수 없다니, 견디기 힘들어요.",,この剣は私の一部なんだ。そいつをもう持てないと思うと、胸が苦しくなる。,Essa espada faz parte de mim. Me sinto mal de não poder mais segurar ela.,这把剑是我的一部分。不能再握着它让我无比难受。,這把劍是我的一部份。沒辦法握住它會令我感到噁心。,,,,,
Boro_RAW-0695-Boro,Boro_RAW-0695-Boro,"Конечно, я понимаю.",From [0684-Choice],"Bien entendu, je comprends.","È naturale, lo capisco.","Natürlich, ich verstehe.","Claro, lo entiendo.","Claro, lo entiendo.","그렇군요, 이해해요.",,もちろん、よくわかるよ。,"Claro, eu entendo.",好的，我理解。,當然，我明白。,,,,,
Boro_RAW-0696-Alta,Boro_RAW-0696-Alta,Я найду способ снова носить его. Я обещаю.,,Je vais trouver comment la porter à nouveau. Je le jure.,Troverò il modo di sollevarla di nuovo. Lo prometto.,"Ich werde einen Weg finden, es wieder zu tragen. Versprochen.",Voy a encontrar una manera de llevarla de nuevo. Te lo prometo.,Ya voy a encontrar la forma de poder levantarla de nuevo. Te lo prometo.,꼭 다시 검을 들 방법을 찾을 거예요. 틀림없이.,,必ずまたこの剣を持ってみせる。約束だ。,Vou encontrar uma forma de carregar ela de novo. Prometo.,我会想办法再度拿起它的。我保证。,我會想辦法再次拿起它。我保證。,,,,,
Boro_RAW-0697-Boro,Boro_RAW-0697-Boro,"Да, вижу, что найдёте. {{Боро}} в вас совершенно уверен.",,"Oui, je suis sûr que tu y arriveras. {{Boro}} a toute confiance en toi.",So che lo farai. {{Boro}} ha molta fiducia in te.,"Ja, ich kann sehen, dass du das wirst. {{Boro}} hat größtes Vertrauen in dich.","Sí, puedo ver que lo harás. {{Boro}} tiene mucha confianza en ti.","Sí, puedo darme cuenta de que lo harás. {{Boro}} tiene mucha confianza en ti.","네, 틀림없이 그럴 거예요. 이 {{Boro}}는 아가씨를 믿어요.",,ああ、君ならきっとできるさ。{{ボロ}}が太鼓判を押すよ。,"Sim, vejo que vai. O {{Boro}} tem muita confiança em você.",是啊，看得出来，你会的。{{Boro}}对你充满信心。,好，我相信你做得到。{{Boro}}對你非常有信心。,,,,,
Boro_RAW-0698-Boro,Boro_RAW-0698-Boro,"Что ж, полагаю, нам пора открывать лавку!",,"Bien, je crois que le moment est venu d'ouvrir la boutique !","Bene, credo che sia giunto il momento di aprire la bottega!","Also dann, es wird Zeit für uns, den Laden zu öffnen!","¡Muy bien, creo que es hora de que abramos la tienda!",¡Muy bien! ¡Creo que es hora de que abramos la tienda!,"자, 그러면 이제 가게를 열어볼까요!",,さて、そろそろ開店の時間かな！,"Certo, acredito que chegou a hora de abrirmos o estabelecimento!",好了，我看是时候开店营业了！,好啦，開店的時間好像到囉！,,,,,
Boro_RAW-0699-Boro,Boro_RAW-0699-Boro,"У вас есть ещё вопросы, прежде чем мы начнём?",,As-tu d'autres questions avant de commencer ?,Hai altre domande prima di iniziare?,"Hast du noch Fragen, bevor wir starten?",¿Tienes más preguntas antes de comenzar?,¿Tienes más preguntas antes de comenzar?,시작하기 전에 혹시 다른 질문은 없어요?,,今のうちに、聞いておきたいことはあるかい？,Você teria outras perguntas antes de começarmos?,在我们开始前，你还有什么问题吗？,在我們開始前，你有其他問題嗎？,,,,,
Boro_RAW-0700-Choice,Boro_RAW-0700-Choice,Так как именно я должна управлять этой чайной?,,"Comment je suis censée tenir ce salon, exactement ?","Quindi, esattamente, come dovrei gestire questo negozio di tè?",Wie genau soll ich den Laden führen?,"Entonces, ¿cómo se supone que debo dirigir esta tienda de té?","Dime, ¿cómo se supone que debo dirigir esta tienda de té?",찻집 운영 방법이 정확히 어떻게 되죠?,,ティーハウスの経営とは、具体的に何をすればいいんだ？,"Então, como exatamente devo operar a casa de chá?",我到底该如何经营这间茶馆？,所以我到底該如何營運這間茶屋啊？,,,,,
Boro_RAW-0701-Choice,Boro_RAW-0701-Choice,Я разберусь по ходу дела.,,Je te demanderai au fur et à mesure.,Scoprirò cosa fare strada facendo.,Ich lern es einfach beim Machen.,Ya me las arreglaré sobre la marcha.,Ya me las arreglaré sobre la marcha.,"하면서 배우죠, 뭐.",,いや、やりながら考えよう。,Vou descobrindo durante o trabalho.,我会在工作中搞清楚的。,我會一邊做一邊學。,,,,,
Boro_RAW-0702-Boro,Boro_RAW-0702-Boro,"Хм... ну, я полагаю, приготовление чая для клиентов, как правило, приветствуется...",From [0700-Choice],"Hum… eh bien, je suppose qu'on attend de toi que tu prépares du thé pour les clients…",Hmm... immagino che quello che ci si aspetta da te sia che prepari il tè per i clienti...,"Mmh …Nun, ich denke, es ist gern gesehen, wenn du den Leuten Tee machst …","Mmm... bueno, supongo que lo preferible es que prepares té para los clientes...","Mmm... Bueno, supongo que lo preferible es que prepares el té para los clientes...",으음... 일단 손님을 위해 차 만드는 걸 추천하고요...,,そうだなあ… もちろん、お客さんにお茶を淹れてあげるのが一番の仕事だけど…,Hmm... suponho que preparar chá para clientes geralmente é preferível...,唔……依我看，为顾客泡茶是重中之重……,嗯……一般來說就是為客人泡茶……,,,,,
Boro_RAW-0703-Boro,Boro_RAW-0703-Boro,"Но в остальном вы можете делать всё, что вам угодно! Конкретных правил нет.",,"Mais à part ça, tu peux faire comme tu veux ! Il n'y a pas de règles particulières.","Ma a parte questo, fai quello che vuoi! Non ci sono regole specifiche.","Aber abgesehen davon kannst du tun und lassen, was du willst! Es gibt keine festen Regeln.","Pero, aparte de eso, ¡puedes hacer lo que quieras! No hay reglas específicas.","Pero, aparte de eso, ¡puedes hacer lo que quieras! No hay reglas específicas.",그 외에는 아가씨 마음대로 하세요! 특별한 규칙은 없어요.,,そこさえ押さえておけば、あとは君の好きにして構わないよ。特に決まりもないしね。,"Mas, tirando isso, pode fazer o que quiser! Não há regras específicas.",除此之外，你想做什么就做什么！不用管有什么规矩。,除此之外，你可以按自己的喜好行事！沒有固定的規則。,,,,,
Boro_RAW-0704-Boro,Boro_RAW-0704-Boro,"Просто заботьтесь о лавке так, как считаете правильным.",,Il suffit de s'occuper du salon de la façon qui te convient.,Prenditi cura della bottega nel modo che ritieni opportuno.,"Kümmer dich einfach so um den Laden, wie es sich für dich richtig anfühlt.",Tú solo ocúpate de la tienda de la forma que más te convenga.,Nada más ocúpate de la tienda de la forma que más te convenga.,자신에게 가장 편한 방식으로 가게를 관리하세요.,,君が正しいと思えるやり方で、この店の面倒を見てくれたらいいんだ。,Basta cuidar do estabelecimento da forma que você achar que é a certa.,按你的心意打理本店就行。,就憑你的感覺顧店吧。,,,,,
Boro_RAW-0705-Boro,Boro_RAW-0705-Boro,"Идеально, у вас уже есть предпринимательская жилка.",From [0701-Choice],"Parfait, tu fais déjà preuve d'esprit d'entreprise.","Perfetto, hai già lo spirito imprenditoriale.","Perfekt, du beweist schon Unternehmergeist.","Perfecto, ya tienes espíritu emprendedor.",¡Perfecto! Ya tienes espíritu emprendedor.,"좋아요, 벌써 진취적인 기업가 정신을 보여주시네요.",,ばっちりだよ、君にはもう立派な起業家魂が息づいてる。,"Perfeito, você já está demonstrando o espírito empreendedor.",完美，你已经有几分创业者精神了。,完美，這就是當老闆的態度。,,,,,
