,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Gerald_RAW-0063-Gerald,Gerald_RAW-0063-Gerald,"Именно! Вот что {{Timothy}} говорит каждый раз, когда мы это делаем, это всё часть шутки.",,"Exactement ! C'est ce que me demande {{Timothy}} chaque fois que je le fais, ça fait partie de la blague.","Esattamente! Questo è quello che dice {{Timothy}} ogni volta che lo facciamo, fa tutto parte dello scherzo.","Genau! Das sagt {{Timothy}} auch immer, wenn wir das machen. Gehört alles zum Witz.","¡Exacto! Eso es lo que dice {{Timothy}} cada vez que hacemos esto, es parte de la broma.",¡Exacto! Eso es lo que dice {{Timothy}} cada vez que lo hacemos. Es parte del chiste.,"맞아요! 우리 {{Timothy}}도 매번 그 소리를 하는데, 그것도 재미로 하는 말이죠.",,そのとおり！ {{ティモシー}}も毎回そう言うよ。全部おふざけのためさ。,"Exatamente! É isso que o {{Timothy}} sempre diz quando a gente faz essa piada, é parte da piada.",没错！每次{{Timothy}}都是这么和我说的，这也是玩笑的一部分。,他也會這樣說！每次我們這麼做的時候{{Timothy}}都會這麼問，這是玩笑的一部分。,,,,,
Gerald_RAW-0064-Alta,Gerald_RAW-0064-Alta,В чём шутка??,,Quelle blague ?,Qual è lo scherzo?,Was ist der Witz daran?,¿Cuál es la broma?,¿Cuál es el chiste?,뭐가 재밌는데요??,,どこがおふざけ？,Qual é a piada??,这有什么好笑的？？,笑點在哪？？,,,,,
Gerald_RAW-0065-Gerald,Gerald_RAW-0065-Gerald,"Ха, ты звучишь ТОЧНО как {{Timothy}}!",,Ah ! C'est exactement ce que me dit {{Timothy}} !,"Eh, parli PROPRIO come {{Timothy}}!","Ha, du klingst GENAU wie {{Timothy}}.","¡Je, te pareces a {{Timothy}}!",¡Ja! ¡Te pareces a {{Timothy}}!,"하하, 우리 {{Timothy}}랑 똑같은 말씀을 하시네!",,ハハ、君は言うことが{{ティモシー}}そっくりだ！,"Heh, você está falando IGUAL ao {{Timothy}}!",嘿，你听起来就和{{Timothy}}一模一样！,呵，你說話跟{{Timothy}}一模一樣耶！,,,,,
Gerald_RAW-0066-Choice,Gerald_RAW-0066-Choice,"Думаю, хватит уже о {{Timothy}}.",,"Assez parlé de {{Timothy}}, je crois.","Abbiamo parlato abbastanza di {{Timothy}}, credo.","Ich glaube, das reicht von {{Timothy}}.",Creo que ya está bien de {{Timothy}}.,Creo que ya me cansé de tanto {{Timothy}}.,{{Timothy}} 얘기는 그만 됐어요.,,{{ティモシー}}の話は、もういいかな。,"Chega de {{Timothy}}, eu acho.",我已经听够{{Timothy}}的事了。,我不想再聊{{Timothy}}了。,,,,,
Gerald_RAW-0067-Choice,Gerald_RAW-0067-Choice,Давай посмотрим ещё одну фотографию {{Timothy}}.,,Regardons une autre photo de {{Timothy}}.,Guardiamo un'altra foto di {{Timothy}}.,Zeig mir doch noch ein Foto von {{Timothy}}.,Enséñame otra foto de {{Timothy}}.,Muéstrame otra foto de {{Timothy}}.,{{Timothy}} 사진 좀 더 보여주세요.,,{{ティモシー}}の他の写真を見せて。,Vamos ver outra foto do {{Timothy}}.,再看一张{{Timothy}}的相片吧。,再看一張{{Timothy}}的照片吧。,,,,,
Gerald_RAW-0068-Gerald,Gerald_RAW-0068-Gerald,"Это с того раза, когда мы записали альбом разговорного жанра вместе!",From [0067-Choice],"Ça, c'est quand on a enregistré un album de poésie parlée ensemble !",Qui è quando abbiamo registrato un intero libro di poesie recitate da noi!,Hier haben wir zusammen ein Gedichtalbum aufgenommen!,"¡Esto es de cuando grabamos juntos un álbum de ""spoken word""!",¡Esto es de cuando grabamos un disco hablado juntos!,이건 함께 '말로 쓰는 시' 앨범을 녹음했을 때예요!,,これは親子2人で音声作品を録音したときだ！,Essa aqui é de quando a gente gravou um álbum de recitação juntos!,这张是我们一起录制有声读物时拍的！,這是我們錄製口說專輯時拍的！,,,,,
Gerald_RAW-0069-Gerald,Gerald_RAW-0069-Gerald,"{{Timothy}} там нет, он отказался говорить всё время, но это в духе ""единения"".",,"On n'y entend jamais {{Timothy}}, il a refusé de prononcer le moindre mot, mais c'est dans l'esprit du côté ""ensemble"".","Non si sente la voce di {{Timothy}}, si è rifiutato di parlare, ma l'importante era la sua presenza.","{{Timothy}} ist nicht zu hören, weil er die ganze Zeit nichts sagen wollte, aber es ist im Geist des „Zusammenseins“ passiert.","{{Timothy}} no sale en él, se negó a hablar todo el tiempo, pero lo hicimos para fomentar la ""unión"".","{{Timothy}} no sale en él. Se negó a hablar todo el tiempo, pero lo hicimos para fomentar la «unión».","{{Timothy}}는 말하기 싫다고 해서 목소리가 전혀 담기지 않았지만, 그래도 '함께'했다는 게 중요한 거죠.",,{{ティモシー}}が写ってないのは、あの子が一度だけ参加を嫌がったからさ。でも“親子団結”の精神は宿ってる。,"Não tem o {{Timothy}}, ele se recusou a falar, mas faz parte do espírito da ""união"".",不过{{Timothy}}没出声，他自始至终拒绝说话，但他贡献了“携手同心”的精神。,{{Timothy}}沒有參與，整個過程他都不想說話，但重要的是「親密感」。,,,,,
Gerald_RAW-0070-Gerald,Gerald_RAW-0070-Gerald,"Если честно, я немного испугался творческого процесса во время записи, поэтому я тоже ничего не сказал.",,"Je vais être honnête, j'ai été victime d'un énorme trac pendant l'enregistrement et je n'ai rien pu dire non plus.","Ad essere sinceri, mi è venuto il terrore da palcoscenico durante la registrazione, per cui non ho detto niente neanche io.","Ehrlich gesagt hatte ich während der Aufzeichnung eine Schaffenskrise, also hab ich auch nichts gesagt.","La verdad es que yo sentí un poco de terror creativo durante la grabación, así que tampoco dije nada.","La verdad es que sentí un poco de terror creativo durante la grabación, así que tampoco dije nada.",솔직히 말하자면 나도 갑자기 말문이 막혀서 녹음할 때 아무 말도 못 했어요.,,正直に言うと、録音の途中で創作に付き物のプレッシャーに襲われてね。僕も黙り込んでた。,"Mas vou ser sincero, eu fiquei com um pouco de terror criativo durante a gravação, por isso, não falei nada também.",说实话，录音的时候我有点犯创作恐惧症，所以我也没说出一个字。,老實說，錄製專輯的時候我的靈感枯竭，所以也是一句話都沒說。,,,,,
Gerald_RAW-0071-Gerald,Gerald_RAW-0071-Gerald,"Но это два часа тишины, которые действительно говорят о связи между отцом и сыном!",,Mais ce sont deux heures de silence qui traduisent bien le lien père-fils !,"Ma sono due ore di silenzio che ""parlano"" da sole del forte legame che c'è tra padre e figlio!","Aber es sind zwei Stunden Stille, die viel über die Vater-Sohn-Bindung erzählen.",¡Pero son dos horas de silencio que realmente expresan el vínculo entre padre e hijo!,¡Pero son dos horas de silencio que realmente expresan el vínculo entre padre e hijo!,하지만 두 시간의 침묵이 우리 부자지간의 돈독함을 잘 보여줬죠!,,でも2時間の沈黙から、父と息子の絆がしっかりと伝わってくるよ！,Mas são duas horas de silêncios que falam muito sobre o laço entre pai e filho!,但正是这两个小时的沉默道出了父子之间的亲情！,不過這兩個小時的沉默對我們父子的感情來說意義深遠！,,,,,
Gerald_RAW-0072-Choice,Gerald_RAW-0072-Choice,"Думаю, хватит уже о {{Timothy}}.",,"Assez parlé de {{Timothy}}, je crois.","Abbiamo parlato abbastanza di {{Timothy}}, credo.","Ich glaube, das reicht von {{Timothy}}.",Creo que ya está bien de {{Timothy}}.,Creo que ya me cansé de tanto {{Timothy}}.,{{Timothy}} 얘기는 그만 됐어요.,,{{ティモシー}}の話は、もういいかな。,"Chega de {{Timothy}}, eu acho.",我已经听够{{Timothy}}的事了。,我不想再聊{{Timothy}}了。,,,,,
Gerald_RAW-0073-Choice,Gerald_RAW-0073-Choice,Давай посмотрим ещё одну фотографию {{Timothy}}.,,Regardons une autre photo de {{Timothy}}.,Guardiamo un'altra foto di {{Timothy}}.,Zeig mir doch noch ein Foto von {{Timothy}}.,Enséñame otra foto de {{Timothy}}.,Muéstrame otra foto de {{Timothy}}.,{{Timothy}} 사진 좀 더 보여주세요.,,{{ティモシー}}の他の写真を見せて。,Vamos ver outra foto do {{Timothy}}.,再看一张{{Timothy}}的相片吧。,再看一張{{Timothy}}的照片吧。,,,,,
Gerald_RAW-0074-Gerald,Gerald_RAW-0074-Gerald,"Да, конечно, мы должны сохранить некоторые из них на потом!","From [0032-Choice]
From [0041-Choice]
From [0046-Choice]
From [0053-Choice]
From [0058-Choice]
From [0066-Choice]
From [0072-Choice]","Oui, bien sûr. On devrait en garder pour plus tard !","Sì certo, dovremmo conservare delle foto per dopo!","Ja, natürlich, wir sollten uns ein paar für später aufheben!","Sí, claro, ¡deberíamos dejar algunas para más adelante!","Sí, claro. ¡Mejor dejamos algunas fotos para después!","그러시죠, 나중에 얼마든지 얘기할 수 있으니까요!",,ああ、もちろん！ 他の写真は、あとの楽しみに取っておこう！,"Sim, claro, vamos guardar algumas pra depois!",当然，总得留几张以后再看！,好啊，我們晚點再看其他照片！,,,,,
Gerald_RAW-0075-Gerald,Gerald_RAW-0075-Gerald,О... это все. Это все мои фотографии.,From [0073-Choice],Ah... Il n'y en a plus. On les a toutes vues.,Oh... sono finite. Le abbiamo guardate tutte.,Oh …das waren alle. Das sind alle meine Fotos.,Eh... ya está. Esas son todas las fotos que tengo.,Ya te las mostré todas... No tengo más fotos.,아... 그게 다예요. 사진은 거기까지예요.,,おっと…今ので最後だ。もう写真はない。,Ah... já foram todas. Acabaram minhas fotos.,哦……已经看完了。我们看完了所有相片。,噢……沒有其他照片了。我有的照片就這些。,,,,,
Gerald_RAW-0076-Gerald,Gerald_RAW-0076-Gerald,"Ты первый человек, который выдержал все мои фотографии {{Timothy}}!",,Tu es la seule personne qui aies jamais accepté de regarder absolument toutes mes photos de {{Timothy}} !,Sei la prima persona che è rimasta a guardare tutte le foto di {{Timothy}}!,"Du bist der erste Mensch, der sich alle meine Fotos von {{Timothy}} angesehen hat!",¡Eres la primera persona que se queda para ver todas y cada una de mis fotos de {{Timothy}}!,¡Eres la primera persona que me pide ver todas y cada una de las fotos de {{Timothy}}!,{{Timothy}} 사진을 끝까지 다 봐준 사람은 처음이네요!,,{{ティモシー}}の写真を一枚残らず見てくれたのは、君が初めてだよ！,Você é a primeira pessoa que ficou pra ver todas as minhas fotos do {{Timothy}}!,你是第一个坚持看完我手上每张{{Timothy}}的照片的人！,你是目前唯一看完所有{{Timothy}}照片的人！,,,,,
Gerald_RAW-0077-Gerald,Gerald_RAW-0077-Gerald,"Теперь, когда я просмотрел их все, я поражён, сколько у меня этих фотографий...",,"Maintenant qu'on les a toutes parcourues, je suis assez étonné d'en avoir autant…","Ora che le ho riguardate tutte, sono piuttosto stupito di averne così tante…","Jetzt, da ich sie alle gezeigt habe, bin ich erstaunt darüber, wie viele dieser Fotos ich habe …","Ahora que te las he enseñado todas, estoy bastante sorprendido de cuántas fotos tengo...","Ahora que te las mostré todas, estoy bastante sorprendido de cuántas tengo...",전부 다 살펴보고 나니 이런 사진을 너무 많이 가지고 있어서 놀라울 정도예요...,,こうやって全部の写真を見ると、改めて驚くね。こんなにたくさん持ってるなんて…,"Agora que já passei por todas elas, me impressiona a quantidade de fotos que eu tenho...",这一遍看下来，我很惊讶竟然有这么多照片……,跟你分享完所有照片之後，我很驚訝我竟然有這麼多這種照片……,,,,,
Gerald_RAW-0078-Gerald,Gerald_RAW-0078-Gerald,"Эй, почему бы мне не оставить одну из них тебе! {{Timothy}} ОБОЖАЛ бы видеть своё лицо на стене магазина!",,"Tiens, pourquoi je ne t'en laisserais pas une ? {{Timothy}} adorerait voir son visage sur le mur d'une boutique !","Ehi, che ne diresti se te ne lasciassi una? A {{Timothy}} piacerebbe tantissimo vedere la sua faccia appesa al muro di un negozio!","Hey, warum lass ich nicht einfach eines bei dir? {{Timothy}} würde es lieben, sein Gesicht an einer Ladenwand zu sehen!","Oye, ¿por qué no te dejo una? ¡A {{Timothy}} le encantaría tener su cara en la pared de una tienda!",¡¿Y si te dejo una?! ¡A {{Timothy}} le ENCANTARÍA tener su cara en la pared de una tienda!,"아, 기념으로 사진 한 장 드릴게요! 가게 벽에 자기 얼굴 사진이 걸리면 {{Timothy}}가 좋아할 거예요!",,そうだ、よかったら1枚もらってくれないか？ 店の壁に飾ってくれたら、{{ティモシー}}も喜ぶよ！,"Ei, quem sabe eu não deixo uma com você? O {{Timothy}} ADORARIA ver o rosto dele na parede de um estabelecimento!",嘿，不如给你一张吧！{{Timothy}}一定也很想把自己的照片挂在茶馆墙上！,我把其中一張給你好了！{{Timothy}}一定很希望自己的臉出現在茶屋牆上！,,,,,
Gerald_RAW-0079-Choice,Gerald_RAW-0079-Choice,"Конечно, я возьму фотографию.",,"Bien sûr, je vais prendre une photo.","Certo, lasciamene una.","Klar, ich nehm ein Foto.","Claro, me quedaré una foto.","Claro, te acepto una foto.","그래요, 사진 주세요.",,ああ、写真をもらおう。,"Claro, eu fico com a foto.",好，给我一张吧。,好啊，我就收下一張照片。,,,,,
Gerald_RAW-0080-Choice,Gerald_RAW-0080-Choice,Нет. Я не сделаю этого с {{Timothy}}.,,Non. Je n'infligerai pas ça à {{Timothy}}.,No. Non credo faccia piacere a {{Timothy}}.,Nein. Das werde ich {{Timothy}} nicht antun.,"No, no le haré eso a {{Timothy}}.","No, no le haré eso a {{Timothy}}.",아니요. {{Timothy}}를 위해 거절할게요.,,いや、{{ティモシー}}を喜ばせる気はない。,Não. Eu não vou fazer isso com o {{Timothy}}.,不行。我不会对{{Timothy}}做那种事。,不。我不能對{{Timothy}}這麼做。,,,,,
Gerald_RAW-0081-Gerald,Gerald_RAW-0081-Gerald,"Да, ты права. Это может быть СЛИШКОМ большой честью для него...",From [0080-Choice],"Ouais, tu as raison. Ça pourrait lui faire trop d'honneur…",Si hai ragione. Potrebbe essere troppo onore...,"Ja, du hast recht. Das wäre vielleicht eine ZU große Ehre für ihn …","Si, tienes razón. Puede que sea demasiado honor para él...","Si, tienes razón. Puede que sea demasiado honor para él...","아, 하긴 그러네요. 그 아이에게 너무 과분한 영광일 수도 있겠어요...",,ああ、そうだよね。あの子には、さすがに分不相応かもな…,"É, você tem razão. Talvez seja HONRARIA demais pra ele...",是啊，你是对的。这样的荣誉对他来说可能太重大了……,對，你說的沒錯，這種榮耀對他來說太多了……,,,,,
Gerald_RAW-0082-Gerald,Gerald_RAW-0082-Gerald,Отлично! Какую фотографию ты хочешь?,"From [0079-Choice]
From [0103-Choice]",Super ! Tu veux quelle photo ?,Grande! Quale foto vuoi?,Super! Welches Foto möchtest du?,¡Estupendo! ¿Qué foto quieres?,¡Estupendo! ¿Qué foto quieres?,좋아요! 어떤 사진을 드릴까요?,,よかった！ どの写真がいい？,Ótimo! Que foto você quer?,好极了！你想要哪张照片？,太好了！你想要哪張照片？,,,,,
Gerald_RAW-0083-Choice,Gerald_RAW-0083-Choice,Музей сыра,,Celle du musée du Fromage.,Quella al museo del Formaggio,Käsemuseum,Museo del Queso,La del Museo del Queso.,치즈 박물관,,チーズ博物館,Museu do Queijo.,奶酪博物馆的照片,乳酪博物館,,,,,
Gerald_RAW-0084-Choice,Gerald_RAW-0084-Choice,Свитер с его лицом,,Un pull avec son visage.,Quella della faccia sul maglione,Pulli mit Gesicht,Jersey con su cara,La del suéter con su cara.,얼굴이 들어간 스웨터,,パパの顔付きセーター,Blusão com o rosto dele.,印着脸的毛衣照片,有他的臉的毛衣,,,,,
Gerald_RAW-0085-Choice,Gerald_RAW-0085-Choice,[другую],A dialogue option for the player to select a different photo,[une autre],[un'altra],[ein anderes],[una foto diferente],[otra foto],[다른 것],,[別の写真を選ぶ],[uma outra],[换别的],[另一張],,,,,
Gerald_RAW-0086-Gerald,Gerald_RAW-0086-Gerald,"Конечно, вот, держи!",From [0083-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0087-Gerald,Gerald_RAW-0087-Gerald,"Конечно, вот, держи!",From [0084-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0088-Gerald,Gerald_RAW-0088-Gerald,Отлично! Какую фотографию ты хочешь?,From [0085-Choice],Super ! Tu veux quelle photo ?,Grande! Quale foto vuoi?,Super! Welches Foto möchtest du?,¡Estupendo! ¿Qué foto quieres?,¡Estupendo! ¿Qué foto quieres?,좋아요! 어떤 사진을 드릴까요?,,よかった！ どの写真がいい？,Ótimo! Que foto você quer?,好极了！你想要哪张照片？,太好了！你想要哪張照片？,,,,,
Gerald_RAW-0089-Choice,Gerald_RAW-0089-Choice,Пробуждение в 3 часа ночи,,Le réveil à 3 heures du matin.,Quella del risveglio alle 3 di mattina,Aufwecken um 3 Uhr,Despertarse a las 3 de la mañana,La de las 3 de la mañana.,새벽 3시에 찍은 것,,午前3時の寝起き,Acordando às 3 da manhã.,凌晨 3 点醒来的照片,凌晨三點起床,,,,,
Gerald_RAW-0090-Choice,Gerald_RAW-0090-Choice,Совет по рыболовству,,Celle du conseil de pêche.,Quella del consiglio locale delle ordinanze sulla pesca,Fischereibehörde,Consejo de pesca,La del consejo de pesca.,어업 규정 협의회 선거,,漁業議会,Conselho de pescaria.,渔业委员会的照片,漁業議會,,,,,
Gerald_RAW-0091-Choice,Gerald_RAW-0091-Choice,[другую],,[une autre],[un'altra],[ein anderes],[una foto diferente],[otra foto],[다른 것],,[別の写真を選ぶ],[uma outra],[换别的],[另一張],,,,,
Gerald_RAW-0092-Gerald,Gerald_RAW-0092-Gerald,"Конечно, вот, держи!",From [0089-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0093-Gerald,Gerald_RAW-0093-Gerald,"Конечно, вот, держи!",From [0090-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0094-Gerald,Gerald_RAW-0094-Gerald,Отлично! Какую фотографию ты хочешь?,From [0091-Choice],Super ! Tu veux quelle photo ?,Grande! Quale foto vuoi?,Super! Welches Foto möchtest du?,¡Estupendo! ¿Qué foto quieres?,¡Estupendo! ¿Qué foto quieres?,좋아요! 어떤 사진을 드릴까요?,,よかった！ どの写真がいい？,Ótimo! Que foto você quer?,好极了！你想要哪张照片？,太好了！你想要哪張照片？,,,,,
Gerald_RAW-0095-Choice,Gerald_RAW-0095-Choice,Катание на лошадях,,Celle avec le cheval.,Quella a cavallo,Reiten,Paseo a caballo,La del paseo a caballo.,승마,,乗馬,Montaria.,骑马的照片,騎馬,,,,,
Gerald_RAW-0096-Choice,Gerald_RAW-0096-Choice,Выпускной 8-го класса,,Celle du passage en quatrième.,Quella degli esami di terza media,Abschluss 8. Klasse,Graduación de octavo,La de la graduación de octavo año.,중학교 졸업식,,中学校の卒業式,Formatura do 8º ano.,8 年级毕业照,八年級畢業典禮,,,,,
Gerald_RAW-0097-Choice,Gerald_RAW-0097-Choice,[другую],,[une autre],[un'altra],[ein anderes],[una foto diferente],[otra foto],[다른 것],,[別の写真を選ぶ],[uma outra],[换别的],[另一張],,,,,
Gerald_RAW-0098-Gerald,Gerald_RAW-0098-Gerald,"Конечно, вот, держи!",From [0095-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0099-Gerald,Gerald_RAW-0099-Gerald,"Конечно, вот, держи!",From [0096-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0100-Gerald,Gerald_RAW-0100-Gerald,Отлично! Какую фотографию ты хочешь?,From [0097-Choice],Super ! Tu veux quelle photo ?,Grande! Quale foto vuoi?,Super! Welches Foto möchtest du?,¡Estupendo! ¿Qué foto quieres?,¡Estupendo! ¿Qué foto quieres?,좋아요! 어떤 사진을 드릴까요?,,よかった！ どの写真がいい？,Ótimo! Que foto você quer?,好极了！你想要哪张照片？,太好了！你想要哪張照片？,,,,,
Gerald_RAW-0101-Choice,Gerald_RAW-0101-Choice,Кукурузная мука,,Celle de la farine de maïs.,Quella dei 10 quintali di farina di mais,Maismehl,Harina de maíz,La de la harina de maíz.,옥수숫가루,,コーンフラワー,Farinha de milho.,玉米面粉的照片,玉米粉,,,,,
Gerald_RAW-0102-Choice,Gerald_RAW-0102-Choice,Альбом разговорного жанра,,Celle de l'album de poésie parlée.,Quella della registrazione delle poesie,Gedichtalbum,"Álbum de ""spoken word""",La del disco hablado.,말로 쓰는 시' 앨범,,音声作品,Álbum de recitação.,有声读物的照片,口說專輯,,,,,
Gerald_RAW-0103-Choice,Gerald_RAW-0103-Choice,[другую],,[une autre],[un'altra],[ein anderes],[una foto diferente],[otra foto],[다른 것],,[別の写真を選ぶ],[uma outra],[换别的],[另一張],,,,,
Gerald_RAW-0104-Gerald,Gerald_RAW-0104-Gerald,"Конечно, вот, держи!",From [0101-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0105-Gerald,Gerald_RAW-0105-Gerald,"Конечно, вот, держи!",From [0102-Choice],"Pas de souci, et voilà !","Nessun problema, eccola qua!","Klar, bitte!","Claro, ¡toma!",¡Claro! ¡Aquí tienes!,"네, 여기 있습니다!",,いいとも！ さあ、どうぞ！,"Claro, pode pegar!",没问题，给你！,好啊，給你！,,,,,
Gerald_RAW-0106-Alta,Gerald_RAW-0106-Alta,"У меня не складывается впечатление, что {{Timothy}} очень-то тебя любит.",,Je n'ai pas l'impression que {{Timothy}} t'aime beaucoup.,Ho l'impressione che non piaci molto a {{Timothy}}.,"Ich hab nicht das Gefühl, dass {{Timothy}} dich besonders mag.",No tengo la impresión de que le gustes mucho a {{Timothy}}.,Me da la impresión de que no le agradas mucho a {{Timothy}}.,{{Timothy}}가 아저씨를 그리 좋아하는 것 같지 않아요.,,{{ティモシー}}は、あまりあんたが好きじゃなさそうだな。,Não acho que o {{Timothy}} goste muito de você.,我并不觉得{{Timothy}}很喜欢你。,我覺得，{{Timothy}}好像不是很喜歡你。,,,,,
Gerald_RAW-0107-Gerald,Gerald_RAW-0107-Gerald,"Что?? Конечно, он меня любит!!",,Quoi ?? Mais bien sûr qu'il m'aime !!,Che cosa? Certo che gli piaccio!,Was? Natürlich mag er mich!,¿¿Qué?? ¡Por supuesto que le gusto!,¡¿Qué?! ¡Por supuesto que le agrado!,뭐라고요?? 당연히 좋아하죠!!,,えっ？！ もちろんパパが好きさ！,Quê?? Claro que ele gosta de mim!,什么？？他当然喜欢我！！,什麼？？他當然喜歡我！！,,,,,
Gerald_RAW-0108-Gerald,Gerald_RAW-0108-Gerald,"Я имею в виду, да, возможно, я ""самый большой в мире ботаник-""","""dorkbot"" is a slang way of saying ""dork""","Enfin, ouais… même si je suis ""le plus gros ringard célibataire du monde-""","Voglio dire, certo, sarò anche ""il più grande sfigato del mondo""…","Ich meine, ja, ich bin vielleicht „der größte Deppoboter der Welt–“","A ver, sí, puede que sea ""el mayor idiota del mundo"".","A ver, sí, puede que sea «el idiota más grande del mundo».","물론 나보고 ""진짜 너무너무 찌질해""라든가",,まあ、確かに“世界一のマヌケ”とか言ってくるけど…,"Quer dizer, é, talvez ""o maior bobão do mundo...""",我是说，虽然他说我是“世界上最笨的呆瓜——”,是啦，我可能是「世界最怪的怪胎——」,,,,,
Gerald_RAW-0109-Gerald,Gerald_RAW-0109-Gerald,"И ""такой унылый, просто невероятно унылый-""",,"Et puis ""trop nul, trop incroyablement nul-""","… e ""così barboso, così incredibilmente barboso...""","Und „so hohl, so unglaublich hohl–“","Y ""tan tonto, tan increíblemente tonto"".","Y «tan tonto, tontísimo».","""진심 구려, 세상에서 제일 구려""라든가",,それに“信じられないくらいダサい”とか…,"E ""que abobado, que incrivelmente abobado...""",“逊毙了，不敢相信有这么逊——”,還有「超遜，遜到不可思議——」,,,,,
Gerald_RAW-0110-Gerald,Gerald_RAW-0110-Gerald,"И ""о боже, папа, хватит фотографировать, папа, пожалуйста-""",,"Et puis ""ah, papa… arrête de prendre des photos, par pitié-""","… e ""oh ti prego, papà, smettila di fare foto, papà, per favore...""","Und „ohgottpapa, hör auf Fotos zu machen, bitte–“","Y ""por Dios, papá, deja de sacar fotos, papá, por favor"".","Y «basta, papá, ya deja de sacar fotos, por favor».","""아빠, 사진 좀 그만 찍으라니까요 제발""",,“パパ、もう写真撮るのやめてよ、お願い”とか…,"E ""nossa, pai, para de tirar fotos, pai, por favor...""",“天啊，爸爸，别拍了，爸爸，求你了——”,還有「噢天啊爸別再拍照了爸拜託——」,,,,,
Gerald_RAW-0111-Gerald,Gerald_RAW-0111-Gerald,"Люди смотрят на нас, папа, я хочу умереть, я хочу умереть прямо сейчас-",,"""Les gens nous regardent, papa, je voudrais mourir, tu vas nous faire mourir de honte-""","""La gente ci fissa, papà, voglio scomparire, voglio scomparire in questo istante…""","„Die Leute gucken schon, Papa, ich will sterben, ich will nur noch sterben–“","""La gente nos está mirando, papá, me quiero morir, me quiero morir ahora mismo"".","«La gente nos está mirando, papá, me quiero morir, que me trague la tierra ahora».","""사람들이 다 쳐다보잖아요. 나 진짜 죽고 싶다고요 정말""이라고 할 때도 있지만",,“みんなが見てるじゃん、ああもう死にたい、今すぐ死にたい”とも…,"""As pessoas estão olhando pra gente, pai, eu quero morrer, eu quero morrer agora...""",“大家都盯着我们看，爸爸，我快尴尬死了，我现在就要尴尬死了——”,「爸，大家都在盯著我們，我好想死，我想就地死掉——」,,,,,
Gerald_RAW-0112-Gerald,Gerald_RAW-0112-Gerald,"Но помимо этого он обожает меня, я думаю!",,"Mais à part ça, il m'adore, je crois !","Ma a parte questo, sono sicuro che mi adora... credo… spero…","Aber abgesehen davon vergöttert er mich, glaube ich!","¡Pero aparte de eso, creo que me adora!","¡Pero aparte de todo eso, creo que me adora!",그럴 때 빼고는 날 정말 좋아할 거예요!,,でも、そういうとこ以外は大好きなはずだよ！,"Mas tirando isso, ele me adora, eu acho!",但除此之外，我觉得他很喜欢我！,但除此之外，他很喜歡我，吧！,,,,,
