,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Ren_RAW-0160-Alta,Ren_RAW-0160-Alta,"Я стараюсь плавно переместиться к неосновной руке противника, если он вооружён.",From [0142-Choice],"J'essaie de me rapprocher doucement de la main non dominante de l'adversaire, s'il est armé.","Se l'avversario è armato, cerco di avvicinarmi lentamente alla sua mano libera.",Ich manövriere mich bei bewaffneten Gegnern lieber in die schwächere Hand.,"Intento deslizarme hacia la mano izquierda del oponente, si está armado.","Si el oponente está armado, trato de deslizarme hacia su mano menos hábil.",상대가 무기를 든 경우 반대쪽 손에 접근하려 하죠.,,相手が武器を持ってたら、空いてる手のほうへ滑り込む。,"Tento entrar na livre do oponente, se estiver armado.",如果对方有武器，我会伺机进攻对方的非惯用手。,若對手手持武器，我會巧妙地接近空著的那隻手。,,,,,
Ren_RAW-0161-Customer,Ren_RAW-0161-Customer,"Интересно, что даёт вам смещение веса?",,Intéressant. Ça t'apporte quoi le transfert de poids ?,"Interessante, che vantaggio ti dà lo spostamento di peso?","Interessant. Was bringt es, das Gewicht zu verlagern?","Interesante, ¿qué se gana al cambiar el peso?",Interesante. ¿Qué logras al cambiar el peso?,"흥미롭군요, 그럴 때 중심 이동의 이점이 뭡니까?",,面白いな。そっちに体重を移す利点は？,"Interessante, o que você ganha mudança o peso?",有趣，切换身体重心有什么好处呢？,真有趣，轉移重心有什麼好處？,,,,,
Ren_RAW-0162-Choice,Ren_RAW-0162-Choice,Это даёт мне способ запутать фокус противника на оружии.,,Ça me permet d'embrouiller l'adversaire quant à sa façon d'utiliser son arme.,Mi permettere di confondere l'avversario nel momento in cui cerca di usare la sua arma.,Damit verderbe ich dem Gegner die Konzentration.,De esta forma puedo confundir el enfoque del arma del oponente.,Consigo que el oponente confunda el enfoque del arma.,상대가 지닌 무기의 조준점을 흐트러트릴 수 있어요.,,武器から相手の注意をそらしやすくなる。,Me permite confundir o foco da arma do oponente.,这样对手就难以决定应该重点攻击哪个地方。,我就能讓對手不知道該用武器攻擊何處。,,,,,
Ren_RAW-0163-Choice,Ren_RAW-0163-Choice,"Если у меня нет преимущества в досягаемости, это позволяет мне легче приблизиться.",,"Si je n'ai pas l'avantage de la portée, ça me permet de me rapprocher plus facilement.","Se non ho il vantaggio della lunghezza delle braccia, mi consente di avvicinarmi più facilmente.","Hab ich keinen Reichweitenvorteil, erleichtert es die Annäherung.","Si no tengo la ventaja del alcance, me permite acercarme más fácilmente.","Si no tengo la ventaja del alcance, me permite acercarme con mayor facilidad.",도달 범위에 우위가 없는 경우에도 접근이 수월해지죠.,,自分のリーチが短いときは、相手に近づきやすくなる。,"Se eu não tiver a vantagem do alcance, posso me aproximar mais facilmente.",如果我没有长手优势，这样做能让我更容易接近对手。,這可以讓我就算臂展不足，也能更輕鬆地接近對手。,,,,,
Ren_RAW-0164-Choice,Ren_RAW-0164-Choice,"Просто это кажется правильным, наверное.",,Je dirais que ça paraît logique.,Mi sembra la scelta più logica.,"Es fühlt sich einfach richtig an, schätze ich.",Supongo que me siento bien al hacerlo.,No mucho. Creo que es una buena técnica nomás.,그냥 내 감이에요.,,感覚だよ。正しい気がする。,"Parece o certo, eu acho.",我感觉应该这么做。,可能感覺很對吧。,,,,,
Ren_RAW-0165-Customer,Ren_RAW-0165-Customer,"А, интересно. Я должен попробовать это сам.",From [0162-Choice],"Ah, intéressant. Il faudra que j'essaie ça.","Ah, interessante. Lo proverò.","Ah, interessant. Das muss ich selbst mal ausprobieren.","Ah, qué interesante. Tendré que probarlo.","Ah, qué interesante. Tendré que probarlo en alguna ocasión.","이야, 흥미롭군요. 저도 해봐야겠습니다.",,へえ、面白いな。俺も試してみよう。,"Ah, interessante. Vou ter que tentar.",啊，有意思。我一定要试试。,啊，真有趣。我一定要親自試試看。,,,,,
Ren_RAW-0166-Customer,Ren_RAW-0166-Customer,"А, интересно. Я должен попробовать это сам.",From [0163-Choice],"Ah, intéressant. Il faudra que j'essaie ça.","Ah, interessante. Lo proverò.","Ah, interessant. Das muss ich selbst mal ausprobieren.","Ah, qué interesante. Tendré que probarlo.","Ah, qué interesante. Tendré que probarlo en alguna ocasión.","이야, 흥미롭군요. 저도 해봐야겠습니다.",,へえ、面白いな。俺も試してみよう。,"Ah, interessante. Vou ter que tentar.",啊，有意思。我一定要试试。,啊，真有趣。我一定要親自試試看。,,,,,
Ren_RAW-0167-Customer,Ren_RAW-0167-Customer,"Ха-ха, ну, я никак не могу спорить с результатами!",From [0164-Choice],"Ah, ah ! Les résultats parlent d'eux-mêmes !",Ah-ah… bè i risultati parlano chiaro!,"Haha, naja, die Ergebnisse sprechen jedenfalls für sich!","Ja, ja, bueno, ¡no puedo discutir los resultados!","¡Ja, ja! Bueno, no puedo poner los resultados a discusión.","하하, 어쨌든 결과가 좋은데 제가 무슨 할 말이 있겠습니까!",,ハハハ、じゃあ、そこに俺が反論できる余地はないな！,"Haha bem, não posso argumentar contra resultados!",哈哈好吧，事实确实无法反驳！,哈哈，好噢，你的戰績不容我置喙。,,,,,
Ren_RAW-0168-Customer,Ren_RAW-0168-Customer,"О! И второй раз я видел вас прошлой осенью. Вы сражались с Леди Эш, в Сперии.",,"Ah ! Et la deuxième fois que je t'ai vue, c'était à l'automne dernier. Tu affrontais Dame Cendre, à Speria.","La seconda volta che ti ho visto, è stato proprio lo scorso autunno. Hai combattuto contro Lady Cenere a Speria.",Oh! Das zweite Mal habe ich dich erst letzten Herbst gesehen. Da hast du in Speria gegen Lady Ash gekämpft.,"¡Oh! Y la segunda vez que te vi fue el otoño pasado. Luchaste contra Lady Ash, en Speria.","¡Ah! Y la segunda vez que te vi fue el otoño pasado. Luchaste contra Lady Ash, en Speria.",아! 그리고 두 번째 관전은 지난가을이었습니다. 스페리아에서 레이디 애시와 붙었을 때요.,,そうそう！ 2度目にあんたを見たのは、ついこの前の秋だ。スペリアでレディ・アッシュと戦ってた。,"Ah! E na segunda vez que eu te vi, foi no outono passado. Você lutou contra Lady Ash, em Speria.",哦！我第二次见到你是在去年秋天。你那时在Speria对战Ash女士。,噢！我第二次看你比賽，是在去年秋天。你在斯佩里亞迎戰灰燼夫人。,,,,,
Ren_RAW-0169-Alta,Ren_RAW-0169-Alta,"Верно, да. Я помню. Это был хороший бой.",,"Oui, c'est vrai. Je me souviens. Ce fut un bon match.","Giusto, sì. Mi ricordo. È stato un bell'incontro.","Richtig, ja. Ich erinnere mich. Das war ein guter Kampf.","Correcto, sí. Me acuerdo. Fue un buen combate.","Correcto, sí. Me acuerdo. Fue un buen combate.","네, 맞아요. 기억해요. 괜찮은 경기였죠.",,ああ、そうか。覚えてるよ。いい試合だった。,"Certo, sim. Eu lembro. Aquela foi uma boa luta.",是的。我还记得。那是一场精彩的对决。,啊，對。我記得。很精彩的對決。,,,,,
Ren_RAW-0170-Customer,Ren_RAW-0170-Customer,"Пожалуйста, не обманывайте меня своей ложной скромностью. Вы стёрли её в порошок.",,"Je t'en prie, ne joue pas les fausses modestes. Tu l'as transformée en serpillière.","Per favore, risparmiami la falsa modestia. L'hai stesa a tappeto senza troppi convenevoli.","Oh bitte, keine falsche Bescheidenheit. Du hast den Boden mit ihr aufgewischt.","Ah, no seas tan modesta. Limpiaste el suelo con ella.","Vamos, no seas tan modesta. Trapeaste el suelo con ella.","어휴, 지나친 겸손의 말씀인데요? 완전히 밟아버리셨잖아요.",,おいおい、謙虚ぶるのは勘弁してくれ。完膚なきまでにブチのめしたろ。,"Por favor, não precisa usar de falsa modéstia comigo. Você limpou o chão com ela.",得了吧，不必在我面前谦虚。你把她打得落花流水。,拜託，你太謙虛了。你把她打得落花流水。,,,,,
Ren_RAW-0171-Choice,Ren_RAW-0171-Choice,Она сопротивлялась.,,Elle s'est bien défendue.,Si è difesa bene.,Sie hat sich tapfer gewehrt.,Se resistió.,"Dio pelea, la verdad.",상대도 나름 선전했어요.,,彼女は果敢に戦った。,Ela lutou bem.,她全力一战了。,她奮戰到底。,,,,,
Ren_RAW-0172-Choice,Ren_RAW-0172-Choice,"На самом деле она справилась бы, если бы умела менять стойки.",,Elle ne s'en serait pas trop mal sortie si elle avait su comment changer de posture.,Se la sarebbe cavata se avesse saputo come cambiare la posizione.,"Sie hätte gewinnen können, wenn sie den Stellungswechsel beherrschen würde.","De hecho, habría estado bien si hubiera sabido cómo cambiar de postura.","De hecho, le habría ido mejor si hubiera sabido cómo cambiar de postura.",상대가 자세 전환만 할 줄 알았어도 괜찮았을 텐데 안타깝죠.,,足さばきを身につけていれば、彼女はもっとやれたはず。,Ela teria se saído bem se soubesse como mudar de postura.,其实吧，如果她知道该怎么切换姿态，就还能表现好点。,她如果懂得如何變換站姿，應該會打得不錯。,,,,,
Ren_RAW-0173-Customer,Ren_RAW-0173-Customer,"Опять же, мне не нужен такой вид смирения. Мы оба знаем о вашей силе.",From [0171-Choice],"Arrête, épargne-moi cette espèce d'humilité. Toi et moi, on connaît ta puissance.","Ripeto, non c'è bisogno di umiltà. Siamo entrambi consapevoli della tua forza.",Nochmal: Deine Bescheidenheit ist fehl am Platz. Wir kennen beide deine Stärke.,"Otra vez, no me vengas con este tipo de humildad. Los dos conocemos tu fuerza.",Repito: no es necesario este tipo de humildad. Tu fuerza no es ningún secreto.,다시 말하지만 지나친 겸손이십니다. {{Alta}} 님의 능력을 모르는 사람도 있나요?,,またまた、そういう謙遜はよしてくれよ。自分の強さはわかってるだろ。,"Novamente, não preciso ouvir esse tipo de humildade. Nós conhecemos a sua força.",又来了，不用对我这么谦虚。我们都明白你的强大。,又來了，你沒必要這麼謙虛。你我都明白你的實力。,,,,,
Ren_RAW-0174-Customer,Ren_RAW-0174-Customer,"Возможно. Но преимущество было очевидным, ваши движения просто невозможно было сравнить ни с чем.",From [0172-Choice],"Peut-être, mais l'avantage était évident, elle n'a rien pu faire pour contrer tes déplacements.","Può darsi. Ma il vantaggio era ovvio, la tua mossa non poteva essere eguagliata.","Vielleicht. Aber der Vorteil war offensichtlich, gegen deine Beweglichkeit ist sie nicht angekommen.","Tal vez. Pero la ventaja era obvia, tu movimiento no podía igualarse.",Tal vez. Pero la ventaja era obvia. Tus movimientos eran imposibles de igualar.,그럴지도 모르죠. 하지만 능력 차이는 명백했어요. 따라갈 수 있는 움직임이 아니었습니다.,,かもな。でもあんたが有利なのは明らかだった。あんな動きをされちゃ、彼女がかなうわけない。,"Talvez. Mas a vantagem era óbvia, seu movimento simplesmente não tinha páreo.",也许吧。但你的优势非常明显，你的出招让她难以招架。,可能吧。但你的移動方式無可匹敵，優勢太明顯了。,,,,,
Ren_RAW-0175-Customer,Ren_RAW-0175-Customer,"И теперь я встретил вас чисто по воле судьбы, здесь! В глуши!",,"Et voilà que je tombe sur toi par pur hasard, ici ! Au beau milieu de nulle part !","E ti incontro per puro caso, qui! Nel mezzo del nulla…","Und jetzt begegne ich dir hier, wie das Schicksal so spielt! Mitten im Nirgendwo!",¡Y ahora me he encontrado contigo por pura casualidad aquí! ¡En mitad de la nada!,¡Y ahora resulta que me encuentro contigo aquí y por mera casualidad! ¡Justo en medio de la nada!,내가 그런 분을 이렇게 운명처럼 직접 뵙다니! 그것도 이런 외딴곳에서!,,ともかく、あんたと遭遇したのは、まさに運命だ！ こんな森の中で会うとはな！,E agora foi o destino que fez nós nos encontrarmos aqui! No meio do nada!,而我命中注定般地遇到了你，就在此处！在这种荒郊野外！,而我現在巧遇你，就在此處！鳥不生蛋的地方！,,,,,
Ren_RAW-0176-Customer,Ren_RAW-0176-Customer,...и вы управляете чайным магазином? Это правильно?,,… et tu tiens un salon de thé ? Comment ça se fait ?,… a gestire un negozio di tè!,…Und du führst einen Teeladen? Stimmt das?,¿Y tienes una tienda de té...? ¿Es así?,¿Y estás a cargo de una tienda de té? ¿Es así?,...그런데 찻집을 운영하시는 겁니까? 이런 곳에서요?,,…で、ティーハウスをやってるって？ 本当なのか？,E você está operando uma casa de chá? É isso mesmo?,……你正在经营一家茶馆？是吗？,……你在經營茶屋？對嗎？,,,,,
Ren_RAW-0177-Choice,Ren_RAW-0177-Choice,"Да, эм. Да. Это то, чем я занимаюсь сейчас.",,"Oui, euh… oui. C'est ce que je fais en ce moment.","Sì, ehm. SÌ. Questo è quello che faccio adesso.","Ja, ähm. Ja. Das mache ich jetzt.","Sí, mmm. Sí. Eso es lo que hago ahora.","Eh, sí... Sí. Eso es lo que hago ahora.","그게, 음. 맞아요. 이쪽 일을 하게 됐어요.",,ああ…まあね。今はこれが仕事だ。,"É, ahm. Sim. É isso que eu faço agora.",嗯。是的。我在做这一行。,對，呃。對的。這就是我現在的工作。,,,,,
Ren_RAW-0178-Choice,Ren_RAW-0178-Choice,Ненадолго. Скоро я вернусь к сражениям.,,"Oh, ça ne durera pas. Je serai de retour au combat sous peu.",Solo temporaneamente. Presto tornerò a combattere.,Nur eine Weile. Ich kämpfe bald weiter.,Por poco tiempo. Volveré a luchar pronto.,"Sí, por ahora. Volveré a luchar pronto.",임시로 하는 거예요. 곧 아레나로 돌아가야겠죠.,,今だけだ。じきに戦いに戻る。,Brevemente. Logo vou voltar a lutar.,暂时而已。我很快会回归战场。,只是暫時性的。我很快就會重返戰場。,,,,,
Ren_RAW-0179-Customer,Ren_RAW-0179-Customer,"Ха! Воин {{Alta}}, вы снова поражаете меня.","From [0177-Choice]
From [0178-Choice]","Ah ! Guerrière {{Alta}}, une fois encore tu me laisses stupéfait.","Ah! Guerriera {{Alta}}, non finirai mai di stupirmi.","Ha! Kriegerin {{Alta}}, du erstaunst mich einmal mehr.","¡Ja! Guerrera {{Alta}}, me asombras una vez más.","¡Ja! Guerrera {{Alta}}, me asombras una vez más.","하! 전사 {{Alta}} 님, 이번에도 저를 놀라게 하시는군요.",,ハッ！ 戦士{{アルタ}}、あんたには驚かされてばかりだ。,"Hah! Guerreira {{Alta}}, fico impressionando outra vez com você.",哈！战士{{Alta}}，你又一次让我震惊。,哈！戰士{{Alta}}，我再次被你震驚。,,,,,
Ren_RAW-0180-Customer,Ren_RAW-0180-Customer,Вы открыли новую форму тренировки в самом необычном месте.,,Tu as découvert une nouvelle façon de t'entraîner dans le lieu le plus inattendu.,Hai scoperto una nuova forma di allenamento nel luogo meno convenzionale.,Du hast eine neue Art des Trainings an einem höchst ungewöhnlichen Ort gefunden.,Has descubierto una nueva forma de entrenamiento en el lugar menos convencional.,Descubriste una nueva forma de entrenamiento en el lugar menos convencional.,이렇게 독특한 장소에서 완전히 새로운 형태의 수련을 하고 계시다니 말입니다.,,とんでもなく型破りな場所で、新しい訓練方法を見いだすとはね。,Você descobriu uma nova forma de treinar num local nada convencional.,你居然在如此反常的地方找到了新的修行方式。,你在最奇特的地點發展嶄新型態的訓練模式。,,,,,
Ren_RAW-0181-Customer,Ren_RAW-0181-Customer,Приготовление чая! Я никогда бы не подумал попробовать это!,,En faisant du thé ! Je n'aurais jamais pensé essayer une chose pareille !,Facendo il tè! Non ci avrei mai pensato!,Tee zubereiten! Darauf wäre ich nie gekommen!,¡Hacer té! ¡Nunca se me hubiera ocurrido probarlo!,¡Hacer té! ¡Nunca se me hubiera ocurrido probar algo así!,차를 만드는 수련이라! 저 같은 사람을 상상도 못 하죠!,,お茶だぞ！ 俺は試そうと思ったこともない！,Fazendo chá! Eu nunca pensei em experimentar isso!,泡茶！这点子我一辈子也想不到！,泡茶！我從來都沒想過要嘗試！,,,,,
Ren_RAW-0182-Customer,Ren_RAW-0182-Customer,Какие новые способности это раскроет для вас в бою? Это укрепляет равновесие? Или это ментальная тренировка?,,Quelles nouvelles aptitudes développes-tu ainsi ? Ça renforce le maintien ? Ou bien s'agit-il d'un renforcement psychologique ?,Quali nuove abilità stai sviluppando? Vuoi migliorare l'equilibrio? Oppure consolidare la forza spirituale?,Welche neuen Kampffähigkeiten wird dir das eröffnen? Hilft es der Haltung? Oder ist es mentale Stärkung?,¿Qué nuevas habilidades permitirá esto para ti en combate? ¿Fortalece el equilibrio? ¿O es entrenamiento mental?,¿Qué nuevas habilidades puede conferirte un entrenamiento así en combate? ¿Acaso fortalece el equilibrio? ¿O se trata de un ejercicio mental?,이런 수련은 전투에서 어떤 능력을 성장시키나요? 기본자세가 강화되나요? 정신 수련인가요?,,お茶を淹れることで、どういう能力が戦いで開花するんだ？ 身のこなしの強化か？ それとも精神の鍛錬か？,Que novas habilidades essa atividade desbloqueia no combate? Ela reforça a estabilidade? Ou é um treinamento mental?,从这种修行中能学到什么新东西呢？强化战斗姿态？还是锻炼精神？,這種訓練能培養何種新的戰鬥能力呢？強化動作？還是鍛鍊心志？,,,,,
Ren_RAW-0183-Customer,Ren_RAW-0183-Customer,"Нет, подождите, не говорите мне. Я желаю только увидеть результаты!",,"Non, attends… ne dis rien. Je ne souhaite voir que les résultats !","No, aspetta, non dirmelo. Voglio solo vedere i risultati!","Nein, warte, sag es mir nicht. Ich will nur das Ergebnis sehen!","No, espera, no me lo digas. ¡Solo quiero ver los resultados!","No, espera. Mejor no me lo digas. ¡Lo que más quiero es ver los resultados!","잠깐, 말해주지 마세요. 그냥 결과로 확인하고 싶군요!",,いや待て、言わないでくれ。成果だけを見たいからな！,"Não, espere, não me diga. Eu só quero ver os resultados!",不，等等，别告诉我。我只想看到结果！,不，等一下，別跟我說。我想直接目睹成果！,,,,,
Ren_RAW-0184-Customer,Ren_RAW-0184-Customer,"Вы снова превосходите нас всех. Я поражён, но не удивлён.",,"Tu nous surpasses tous à nouveau. Je suis époustouflé, mais pas surpris.",Sei sempre più avanti di tutti. Sono stupito ma non sorpreso.,"Wieder einmal überflügelst du uns alle. Ich bin verblüfft, aber nicht überrascht.","Nos superas a todos una vez más. Estoy atónito, pero no sorprendido.","Superas a todo el mundo una vez más. Estoy atónito, pero no sorprendido.",이번에도 예측을 뛰어넘으시네요. 놀라우면서도 놀랄 일이 아니긴 합니다.,,あんたは、またしても皆を凌駕する。俺は言葉を失うが、驚きはしない。,"Você nos supera mais uma vez. Estou impressionado, mas não surpreso.",你又一次超越了我们所有人。我深感震惊，但并不意外。,你又再一次超越我們了。我很震驚，但並不驚訝。,,,,,
Ren_RAW-0185-Alta,Ren_RAW-0185-Alta,Эм...,,Hum…,Uhm...,Äh …,Mmm...,Mmm...,음...,,あの…,Ahm...,呃……,呃……,,,,,
Ren_RAW-0186-Alta,Ren_RAW-0186-Alta,Спасибо.,,Merci.,Grazie.,Danke.,Gracias.,Gracias.,고마워요.,,ありがとう。,Obrigada.,谢谢。,謝謝你。,,,,,
Ren_RAW-0187-Customer,Ren_RAW-0187-Customer,"О, прошу прощения, я не представился. Меня зовут Ren.",,"Oh, je te prie de m'excuser, je ne me suis pas présenté. Je m'appelle {{Ren}}.",Ah… chiedo venia... non mi sono ancora presentato. Il mio nome è {{Ren}}.,"Oh, verzeih mir, ich habe mich noch gar nicht vorgestellt. Mein Name ist {{Ren}}.","Oh, perdona, no me he presentado todavía. Me llamo {{Ren}}.","Ah, mil disculpas. Todavía no me presento. Me llamo Ren.","이런, 내 정신 좀 봐. 소개가 늦었네요. {{Ren}}이라고 합니다.",,おっと、申し訳ない。名乗ってもいなかったな。俺は{{レン}}だ。,"Ah, peço desculpas, eu nunca nem me apresentei. Meu nome é {{Ren}}.",哦，抱歉，我还没介绍自己。我的名字是Ren。,噢。抱歉，我尚未自我介紹。我的名字是 Ren。,,,,,
Ren_RAW-0188-Ren,Ren_RAW-0188-Ren,"Я пришёл в эти леса в поисках личностного роста, чтобы найти новую силу.",,"Je suis venu dans cette forêt en quête d'évolution personnelle, pour trouver de nouvelles forces.","Sono venuto nella foresta alla ricerca di una crescita personale, per trovare una nuova forza.",Ich will im Wald an mir selbst wachsen und neue Kraft finden.,He venido a estos bosques buscando crecimiento personal para encontrar nuevas fuerzas.,Vine a estos bosques en busca de crecimiento personal y fuerzas que renueven mi espíritu combativo.,이 숲에는 개인적 성장을 위해서 왔습니다. 새로운 힘을 찾아왔죠.,,この森へ来たのは人間として成長し、新たな強さを見いだすためだ。,"Eu vim até aqui à procura de crescimento pessoal, procurando novas forças.",我来到这片森林是为了突破自我，寻找新的力量。,我進入森林的目的是鍛鍊自我，探索新的力量。,,,,,
Ren_RAW-0189-Ren,Ren_RAW-0189-Ren,"Встреча с вами утвердила меня в том, что я иду по почётному пути.",,Te rencontrer m'apporte la preuve que je suis sur un chemin honorable.,E l'averti incontrata ha confermato il mio cammino onorevole.,"Dich zu treffen beweist mir, dass ich einen ehrenvollen Weg gehe.",Conocerte ha confirmado que estoy recorriendo un camino honorable.,Encontrarte aquí confirma que estoy recorriendo una senda honorable.,"그런데 이런 귀한 분을 만나다니, 명예로운 길을 걷고 있다는 확신이 듭니다.",,あんたと会えて、俺は正しい道を歩んでいると確信できた。,Encontrar você afirmou que sigo um caminho de honra.,遇见你让我更加坚信自己走上了一条光明的道路。,見到你之後，我更加確定，自己走的是光榮之路。,,,,,
Ren_RAW-0190-Choice,Ren_RAW-0190-Choice,"Надеюсь, ваше путешествие пройдёт хорошо.",,J'espère que ton voyage se passe bien.,Ti auguro tutto il bene nel tuo cammino.,"Ich hoffe, deine Reise hilft dir.",Espero que tu viaje vaya bien.,Espero que tengas un muy buen viaje.,좋은 여정이 되길 바라요.,,旅がうまくいくよう祈ってる。,Espero que tenha uma boa jornada.,希望你的修行之路顺利。,我希望你也喜歡自己選的路。,,,,,
Ren_RAW-0191-Choice,Ren_RAW-0191-Choice,"Очень приятно поговорить с другим человеком, похожим на меня.",,Je me réjouis vraiment de pouvoir parler à quelqu'un qui me ressemble.,Mi fa davvero piacere di parlare con un mio simile.,"Es ist schön, mit jemandem zu reden, der so ist wie ich.",Es estupendo poder hablar con otra persona como yo.,Qué bueno poder hablar con otra persona como yo.,비슷한 사람과 이야기를 나누니 좋네요.,,自分と同じようなヤツと話せて楽しかったよ。,É muito bom poder falar com outra pessoa como eu.,能找个志趣相投的人聊天真好。,能夠再次和同類人對談，感覺真好。,,,,,
Ren_RAW-0192-Ren,Ren_RAW-0192-Ren,"Моё путешествие идёт так, как должно идти, мне нужно только подчиниться ему.",From [0190-Choice],"Mon voyage suit son cours normal, je dois simplement m'y soumettre.","Il mio cammino segue il suo destino, devo solo accettarlo.","Meine Reise nimmt den Weg, den sie nehmen muss – ich muss ihm nur folgen.","Mi viaje está tomando el rumbo que debe tomar, solo necesito entregarme a él.",Mi viaje está tomando el rumbo que debe tomar. Solo necesito entregarme a él.,"이 여정은 필연에 따라 펼쳐지고, 저는 그저 몸을 맡길 뿐입니다.",,俺の旅はあるべき道へ向かっている。それに身を委ねるまでだ。,"A minha jornada está tomando o rumo que deve tomar, preciso apenas me render a ela.",我的修行必将找到前路，而我只需顺其自然即可。,我選擇的路乃是必經之路，我只能乖乖地把它走完。,,,,,
Ren_RAW-0193-Ren,Ren_RAW-0193-Ren,"И, конечно, путешествие привело меня сюда, к вам. Кажется, мир вращается с определённой целью.",,"Et bien sûr, ce voyage m'a amené ici, jusqu'à toi. On dirait que tout fait sens en ce monde.","E il mio cammino mi ha portato qui, da te. A quanto pare, tutto ha un senso in questo mondo.","Und natürlich hat mich die Reise hierher geführt, zu dir. Die Welt dreht sich scheinbar mit einer Absicht.","Y por supuesto el viaje me ha llevado hasta aquí, hacia ti. Parece que el mundo gira con un propósito.","Y, por supuesto, el viaje me trajo hasta aquí. Hacia ti. Parece que el mundo gira con un propósito.",그 필연이 저를 {{Alta}} 님 앞으로 이끌었고요. 역시 세상은 목적을 향해 움직이나 봅니다.,,そしてその旅は、俺をここへ導いた。あんたの元へ。世界は目的を持って回っているようだな。,"E, é claro, a jornada me trouxe até aqui, até você. O mundo gira com um propósito, parece.",我的修行让我来到此处与你相遇可以说绝非偶然。看来世界的运行确有其目的。,而這條路當然會引領我遇見你。看來世間的各種轉折都有其意義。,,,,,
Ren_RAW-0194-Alta,Ren_RAW-0194-Alta,Я не разговаривал с другим бойцом уже... какое-то время...,From [0191-Choice],Je n'avais pas discuté avec un autre combattant depuis longtemps.,Non parlo con un altro combattente da tempo.,Ich habe schon …ewig nicht mehr mit anderen Kämpfern gesprochen …,No he hablado con otro guerrero en... mucho tiempo...,Hacía... mucho tiempo que no hablaba con otro guerrero...,다른 전사와 대화한 지도 참... 오래됐거든요...,,他の戦士と話をするのは…久しぶりだ…,Não converso com outro lutador há... algum tempo...,我真的好久……没和另一名战士聊天了……,我上次跟戰士對談……是很久以前的事了……,,,,,
Ren_RAW-0195-Ren,Ren_RAW-0195-Ren,"Но конечно! Воин {{Alta}}, мы с вами родственные души, мы разделяем общую судьбу.",,"Mais bien sûr ! Guerrière {{Alta}}, toi et moi sommes proches, nous partageons un destin commun.","Ma certo! Guerriera {{Alta}}, tu ed io siamo affini, condividiamo un destino comune.","Aber natürlich! Kriegerin {{Alta}}, wir gehören zum selben Stamm, wir teilen dieselbe Bestimmung.","¡Pero claro! Guerrera {{Alta}}, tú y yo somos iguales, compartimos un destino común.","¡Pero claro! Guerrera {{Alta}}, tú y yo somos iguales. Compartimos un destino en común.","역시 그렇죠! 전사 {{Alta}} 님, 우린 결국 한 식구 아니겠습니까? 한배를 탄 사이죠.",,だがな、戦士{{アルタ}}！ あんたと俺は同じ縁で結ばれた仲間だ。,"Mas é claro! Guerreira {{Alta}}, você e eu somos semelhantes, compartilhamos um destino comum.",当然了！战士{{Alta}}，你我是一类人，我们有着共同的命运。,不過，當然了！戰士{{Alta}}，你與我是同類，我們的命運是一致的。,,,,,
Ren_RAW-0196-Ren,Ren_RAW-0196-Ren,"Это судьба, что мы встретились здесь, я верю в это всем сердцем.",,"C'est le destin qui m'a amené ici, j'y crois de tout mon cœur.","È stato il fato a farci incontrare qui, lo credo fermamente.","Es ist Schicksal, dass wir uns hier begegnet sind, das glaube ich aus ganzem Herzen.","Es el destino que nos encontremos aquí, lo creo con todo mi corazón.",El destino quiso que nos encontráramos aquí. Lo creo con todo mi corazón.,이 만남이 운명이라는 걸 진심으로 믿습니다!,,俺たちはここで会う定めだった。心からそう信じてる。,"Foi o destino que fez que nos encontrássemos, acredito nisso profundamente.",是命运让我们相遇于此，这一点我深信不疑。,我們注定要在此相遇，我打從心底如此相信。,,,,,
Ren_RAW-0197-Alta,Ren_RAW-0197-Alta,"Думаю, эм, дайте мне знать, если хотите чаю.",,"Sans doute, euh… dis-moi si tu veux du thé.","Probabilmente, uh... fammi sapere se vuoi un tè.","Ich denke schon, ähm. Lass mich wissen, wenn du Tee möchtest.","Supongo que... si quieres té, dímelo.","Eso creo... Bueno, si quieres té, me avisas.","그래요... 음, 혹시 차 생각 있으면 말해주시고요.",,それじゃ…お茶が欲しくなったら言ってくれ。,"Pode ser, ahm, me diz se você quer chá.",我想也是，呃，你想喝茶的话请找我。,大概吧，呃，請告訴我你是否要喝茶。,,,,,
