,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Rando03_RAW-0041-Alta,Rando03_RAW-0041-Alta,"Хорошо, я скоро вернусь с твоим {{Aeon}} Варевом.",,"Oui, je t'apporte de l'infusion d'{{Aeon}} dans un instant.","Certamente, tornerò con l'infuso di {{Aeon}} tra un attimo.",Ich bin gleich wieder zurück – mit deinem{{Aeon}}-Sud.,"Está bien, volveré con tu infusión de {{Aeon}} dentro de un momento.",Ya casi. Enseguida vuelvo con tu «infusiogasón de {{Aeon}}».,"그럼요, {{Aeon}} 브루 금방 만들어올게요.",,そうだった。すぐに{{イーオン}}ティーを淹れてくるよ。,"Certo, já volto com a sua infusão de {{aeon}}.",是的，您的{{Aeon}}调味茶马上就好。,好，我很快就會泡好{{Aeon}}茶並端來給你。,,,,,
Rando03_RAW-0042-Customer,Rando03_RAW-0042-Customer,"Эйа, любимка. {{Aeon}} Варево, получится?","""Hello, are you still able to make Aeon Brew?""","Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?","Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?","Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?","Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?","Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,,あの、お姉さん、{{イーオン}}ティーは？,"Olá, meu bem. Infusão de {{Aeon}}, farás?",嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,噫，吾愛。{{Aeon}}茶，汝泡製否？,,,,,
Rando03_RAW-0043-Alta,Rando03_RAW-0043-Alta,"Хорошо, я скоро вернусь с твоим {{Aeon}} Варевом.",,"Oui, je t'apporte de l'infusion d'{{Aeon}} dans un instant.","Certamente, tornerò con l'infuso di {{Aeon}} tra un attimo.",Ich bin gleich wieder zurück – mit deinem{{Aeon}}-Sud.,"Está bien, volveré con tu infusión de {{Aeon}} dentro de un momento.",Ya casi. Enseguida vuelvo con tu «infusiogasón de {{Aeon}}».,"그럼요, {{Aeon}} 브루 금방 만들어올게요.",,そうだった。すぐに{{イーオン}}ティーを淹れてくるよ。,"Certo, já volto com a sua infusão de {{aeon}}.",是的，您的{{Aeon}}调味茶马上就好。,好，我很快就會泡好{{Aeon}}茶並端來給你。,,,,,
Rando03_RAW-0044-Customer,Rando03_RAW-0044-Customer,"Эйа, любимка. {{Aeon}} Варево, получится?","""Hello, are you still able to make Aeon Brew?""","Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?","Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?","Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?","Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?","Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,,あの、お姉さん、{{イーオン}}ティーは？,"Olá, meu bem. Infusão de {{Aeon}}, farás?",嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,噫，吾愛。{{Aeon}}茶，汝泡製否？,,,,,
Rando03_RAW-0045-Alta,Rando03_RAW-0045-Alta,"О, эта чашка грязная. Позволь мне её помыть.",,"Oh, cette tasse est sale. Je vais la laver.","Uh, questa tazza è sporca. Vado a pulirla.","Oh, diese Tasse ist dreckig. Lass sie mich schnell abwaschen gehen.","Ah, esta taza está sucia. Iré a lavarla.","Uy, la taza está sucia. Ahora la lavo.","이런, 잔이 너무 더럽군요. 가서 닦아야겠어요.",,おっと、このカップは汚れてるね。洗ってくるよ。,"Ah, essa xícara está suja. Deixa eu ir lavar.",哦，这个杯子是脏的。我去洗干净。,噢，這杯子好髒。我去清洗一下。,,,,,
Rando03_RAW-0046-Customer,Rando03_RAW-0046-Customer,"Ах, зовеньица к прелестным древо-рощам. Такося мы из Старого {{Aeon}} приходим впередь-сюда, довольно частенько.","""Ah, I am called here by the forest. We of Old Aeon often come here.""
From [0030-Choice]","Aah, c'est laa foorêt qui m'aappeelle. Noous aautres du viieiil {{Aeon}} venoons iicii soouveent.","Ah, la foreeesta mi chamaaasse. La geeente del Vecchiiio {{Aeon}} vienisseeero sempre quuua.","Aah, gerufen aus 's alten Baumes Wald. 'S so, er ruft uns fei vielfach, uns von Alt-{{Aeon}}.","Ah, el booosque me llama. Los habitaaantes de {{Aeon}} solemos venir por estos laaares.",El bogasosque me llagasama. Quiegasenes venigasimos del remogasoto {{Aeon}} solegasemos visitagasar este lugagasar.,"아, 숲이 불러서 온 거야. 옛 {{Aeon}} 백성인 우리는 이곳에 자주 와.",,ああ、森の木々に呼ばレレたの。私たち“古のイーオン”の民はよくここへ来ルル。,"Ah, chamamentos amados da mata. Assim, nós, {{Aeon}} Ancestral surgimos, com muita frequência.",啊，当然是因为森林的召唤。我们古{{Aeon}}人可是经常到森林里来的。,嗟夫，此林召吾來此。吾輩老{{Aeon}}頻繁來此。,,,,,
Rando03_RAW-0047-Customer,Rando03_RAW-0047-Customer,"Не можеца помочь, нет! Не остановиться даже если желательно! Эти древо-рощи наивожделеннейшие, воиста.","""We can't help it! Couldn't stop coming here even if we tried! The forest draws us in.""",On ne peeut paas s'en empêêcher ! On viiendraaiit iicii mêême sii on noous en empêêchaaîît. Laa foorêt noous aattiire.,Non ci potessiiimo faceeere niente! Fossiiimo attiraaati dalla foreeesta.,"S hilft nichts 'gegen, nein! Ruft Baumes Wald, 's muss kommen! 'S zieht an uns, der Baumes Wald, ganz wahr, ganz wahr.",¡No podemos evitaaarlo! ¡No podemos evitaaarlo aunque lo intenteeemos! El bosque nos atraaae.,¡No podegasemos evitagasarlo! ¡Ni siquiegasera si lo intentagasamos! El bogasosque nos atragasae.,어쩔 수 없는걸! 발이 저절로 움직여! 숲이 우리를 끌어당기니까.,,イヤとは言えないの！ 心の底から呼ばレルルから！ 森に引き寄せラレルル。,"Impossível evitar! Não poderia evitar mesmo que quisesse! A mata nos chama, verdade.",我们情不自禁哟！想忍也忍不住呢！森林是大家的心之向往。,控制無法！停止，亦無法！此林召吾輩，確也。,,,,,
Rando03_RAW-0048-Customer,Rando03_RAW-0048-Customer,"Чувствуеца ли это, да? ""Тяготельность"" любимка, она волнует мое сердце.","""You feel it too, don't you? A sense of being ""pulled"" to this place?""","Tu le sens aaussii, n'est-ce paas ? Comme une aattraactiion jusqu'iicii.",La sentiiissi puuure tu? L'attrattivaziooone della foreeesta?,"Mei Lieb greift's auch, kja? Das Zieh'n, mei Lieb, 's bringt Herzbeben.",¿Tú también lo sieeentes? ¿Como una fuerza de atracción a este lugaaar?,¿Tambiegasén la siegasentes? ¿Como una fuegaserza de atracciogasón a este sigasitio?,너도 느끼지 않아? 마음을 흔드는 뭔가의 '끌어당김'.,,感じない？ “グイグイ”の感覚。心がザワつくの。,"Você sente, não? O ""puxão"", meu bem, move meu coração.",小姐姐你也感受到了吧？你也感受到了森林里那股吸引人心的力量。,汝亦有此感應，是否？吾愛，「拉扯」之感應，攪亂吾心。,,,,,
Rando03_RAW-0049-Alta,Rando03_RAW-0049-Alta,"""Тяготельность""??",This is just Alta repeating whatever word Stargirl used in the previous line,"Une ""attraction"" ?","""Attrattivaziooone""?",„Das Zieh'n“?,"¿""Una fuerza de atracción""?",¿«Fuegaserza de atracciogasón»?,끌어당김'이라고요??,,“グイグイ”だって？,"""Puxão""??",“吸引人心的力量”？？,「拉扯」？？,,,,,
Rando03_RAW-0050-Customer,Rando03_RAW-0050-Customer,Чувствуеца ли тебея тоже? Тяготение? Разрывание?,"""Do you feel it as well? A force that tears things apart?""",Tu laa seens aaussii ? Ceette foorce quii dééchiire toout ?,"La sentiiissi, l'attrattivaziooone, la forza distruttivaaante?","Greift's auch, bei dir? Das Ziehen? Das Reißen?",¿Tú también lo sieeentes? ¿Una fueeerza que atrae las cooosas?,¿Tambiegasén la siegasentes? ¿Una energigasía que atragasae las cogasosas?,너도 느껴져? 끌어당기는 힘. 그리고 찢어내는 힘.,,お姉さんも感じルル？ グイグイ？ ビリリビリリ？ ,Você também sente? O repuxo? O arrebatamento?,你果然也感觉到了？那股吸引力？那股摄人心魄的力量？,汝亦感應，是否？拉扯？撕裂？,,,,,
Rando03_RAW-0051-Customer,Rando03_RAW-0051-Customer,"Тамось части меня, отторгнуты. Сделаны обломками.","""Pieces of myself have been torn from me.""",Elle m'aa aarraaché des moorceaaux de mooii-mêême.,Mi prendeeesse dei peeezzi di me.,"S zieht Teilchenlein ab, reißt sehr. Macht Brüche.",Me ha arrancaaado trozos de mííí.,Arrancogasó trogasozos de mí. Me fragmentogasó.,내 일부도 찢겨나갔어. 분열된 거야.,,自分の一部が引き裂かレルル。バララバララに。,"Partes minhas, removidas. Viraram fragmentos.",人家觉得自己的灵魂都被勾走了。那股力量就是心之所向。,吾之碎片已遭撕去。破碎成片。,,,,,
Rando03_RAW-0052-Customer,Rando03_RAW-0052-Customer,"Чувствуеца всюдуся здесь, так я. Да-с.","""I can feel it everywhere out here.""",Je laa seens paartoout paar iicii.,La sentiiissi da tuuutte le paaarti.,"S merken alle hier, ja, ganz. Kja.",Lo siento por todas paaartes.,Puegasedo sentigasirla en togasodas pagasartes por aquí.,이곳 사방에서 느껴져. 정말이야.,,ここにいると感じルル。強く強く。,Sinto por tudo aqui. Sim.,就在这块地方，处处散发着这样的魅力。,此地，具吾之碎片，吾感應。確也。,,,,,
Rando03_RAW-0053-Choice,Rando03_RAW-0053-Choice,Что ты собираешься делать здесь?,,Que viens-tu faire ici ?,Cosa sei venuta a fare qui?,Was willst du hier machen?,¿Qué has venido a hacer aquí?,¿A qué viniste a este lugar?,"그럼, 여기서 뭘 하시려고요?",,ここには何をしに来た？,O que você veio fazer aqui?,你到这里来要做什么？,你要在這做什麼呢？,,,,,
Rando03_RAW-0054-Choice,Rando03_RAW-0054-Choice,"Почему здесь есть ""тяготельность""?","Again, just repeating the word Stargirl used previously.","Pourquoi y aurait-il y une ""attraction"" ?","Perché c'è una ""attrattivazione"" qui?",Warum ist hier dieses „Zieh'n“?,"¿Por qué hay una ""fuerza de atracción"" aquí?",¿Qué quieres decir con eso de «fuegaserza de atracciogasón»?,이곳에는 왜 '끌어당김'이 존재하는 거죠?,,なぜここには“グイグイ”がある？,"Por que existe um ""puxão"" aqui?",为什么这里会有“吸引人心的力量”？,這裡為什麼能夠「拉扯」？,,,,,
Rando03_RAW-0055-Customer,Rando03_RAW-0055-Customer,"Делатенька? Отчего благостно, только здесь пребывания!","""To do? Why, I'm here just to be here?""
From [0053-Choice]",Faiire iicii ? Poourquoii je suuiis iicii juuste pour êêtre iicii ?,A faceeere? Fooossi quuua giuuusto per stessiiimi quuua.,"Hier machen? 'Gütlichkeit, nur sein!",¿Que qué haaago aquí? ¡Yo solo estoooy aquí!,"¿A qué vigasine? ¡Nagasada más estogasoy aquí, carigasiño!",하긴 뭘 해? 그냥 있으려고 온 거야.,,“何をしに”？ もちろん、ここにいルルため！,"Fazer? Minha nossa, só vim para ser!",做什么？我的使命就是来到这里呀！,做？怪哉，吾唯在此，何當做？,,,,,
Rando03_RAW-0056-Customer,Rando03_RAW-0056-Customer,"Только пребыватенька, да. Воиста, желается пребывать здесь многие проходящие дни.","""Just to be here, yes. In fact I hope to just be here for quite a while.""","Juuste poour êêtre iicii, ouii. En faaiit, j'eespèère êêtre iicii poour uun mooment.",Giuuusto per stessiiimi quuua. E sperassiiimo puuure di rimaneeesse.,"Nur sein, ja. In den Taten, will nur sein, viel' lange Tage lang.","Solo estoooy aquí, sí. Y espero estaaar aquí un buen raaato más.",Estogasoy aquí por el hegasecho de estagasar aquí. Y espegasero estagasar aquí por un lagasargo tiegasempo.,그냥 여기 있으려고. 사실 여기서 꽤 오랫동안 그냥 있고 싶어.,,そう、ただここに留まリリたいの。ずっとずっと、ここで過ごしたい。,"Apenas ser, sim. Certamente, desejo ser aqui por muitos dias que virão.",来到这里，是的。其实呀，人家早就想到这里来了哟。,為在此，確也。確也，吾願在此數日。,,,,,
Rando03_RAW-0057-Customer,Rando03_RAW-0057-Customer,"Это всё, что мы хочим, мы. Чувствоватенька что древнее тяготение делает для нежных сердцесветов.","""It's all any of us want. To feel that ancient sense of ""pulling"" on my heart.""",C'est ce quee noous vooulons touus. Resseentiir ceette aancestraale aattraactiion daans noos cœœurs.,Tuuutti volessimo sentisse l'antiiica attrattivaziooone nel cuooore.,"Mehr will's nicht, keiner unserer. Fühlen's Zieh'n an unser Herzenglüh'n.",Es lo que quereeemos. Sentir esa fuerza de atracción antiiigua en el corazón.,Es lo que togasodo el mugasundo bugasusca: sentigasir esa antigasigua fuegaserza de atracciogasón en el corazogasón.,우리 모두가 원하는 거잖아. '끌어당김'이라는 오래된 감각을 느끼는 것.,,そレレだけが私たちの願い。古の“グイグイ”を心で感じたい。,É tudo que queremos. Sentir o que o puxão ancestral faz no coração.,大家都是这样的哟。能感受到内心的那股吸引力就足够了。,吾輩當想望。想望遠古之力拉扯吾心。,,,,,
Rando03_RAW-0058-Customer,Rando03_RAW-0058-Customer,"Необходимоподобное, да? Обломок что держит всё-всякое вместе.","""It's necessary, isn't it? Fragmentation is what holds everything together.""","C'eest néécessaaiire, noon ? Laa fraagmentaatiion eest ce quii reetiient toout rééuunii.",La frammentaziooone ci tenesse legaaati.,"Ganz wichtig, kja? Bruch's was all-jedemding zusammenzieht.","Es necesaaario, ¿no? La fragmentación es lo que nos uuune.","Es necesagasaria, ¿no te paregasece? La fragmentaciogasón es lo que nos ugasune.",꼭 필요한 일이지? 분열을 통해서만 모든 것이 하나 될 수 있으니까.,,必要でしょう？ このバララバララが、すべてを一つにすルル。,"Necessário, sim? Uma fragmento que mantém tudo unido.",必须如此，不是吗？心随意动就是我们生存的方式。,此乃必要，是否？碎成破片，乃成整全。,,,,,
Rando03_RAW-0059-Customer,Rando03_RAW-0059-Customer,"Это вечно-древнее, это. Далеко назад идёт почти к Торжественному.","""It's quite old, in fact it may be as old as the Solemn One"" (Solemn One is just a regal name for a godlike creature)
From [0054-Choice]","C'est aassez aanciien. En faaiit, peut-être aaussii aanciien que laa Solennelle.","Fosse tanto antiiico, poteeesse esseeere antiiico cooome il Soleeenne.","S ist allerältest, das. Reicht rück bis hin zur Ehrwürdigsten.","Es muy antiiigua, sí. Tan antiiigua como el Solemne.","Es muy antigasigua, sí. Tan antigasigua como el Solegasemne.",아주 오래된 현상이야. '위대한 분'만큼 오래됐을 수도 있지.,,はルルか昔かララ。“気高き方”のいた時代にもさかのぼルル。,É muitamente ancestral. Remonta quase até o Ser Solene.,从远古开始就有了呀。早在Solemn一世的时代就有了。,甚古，此力。遠古乃至莊嚴本體。,,,,,
Rando03_RAW-0060-Customer,Rando03_RAW-0060-Customer,"Это наинужное, фрагментирование. Необходимоподобное. Связывание всего-всякого. Вместе, да?","""We need it, this fragmentation. It's necessary, it's what holds all of life together.""","On aa besooiin de ceette fraagmentaatiion. Elle eest néécessaaiire, c'eest elle qui rééuuniit laa viie.",Avessiiimo bisooogno della frammentaziooone. Ci serviiisse per teneeesse insieeeme la viiita.,"S unerlässlichstens, der Bruch. Ganz wichtig. Ein Binden von all-jedemding. Z'ammen, ja?",Necesitaaamos esta fragmentación. Es necesaaaria. Es la que uuune la vida.,Precisagasamos esta fragmentaciogasón. Es necesagasaria. Es la que hagasace la uniogasón de la vigasida.,분열의 힘은 꼭 필요해. 우리에게는. 그게 모든 생명을 하나로 묶어주거든. 이해하겠지?,,私たちには、このバララバララが必要なの。そレレが万物をつなぎ合わせルル。,"É muitamente preciso, a fragmentação. Necessária. Um vínculo de todas as coisas. Unidas, sim?",这就是心之所向。它无比重要。它维系着世间万物。不是吗？,碎成破片，吾輩需也。此乃必須。破碎乃整全相繫之關鍵。相繫，是否？,,,,,
Rando03_RAW-0061-Customer,Rando03_RAW-0061-Customer,"Разрывает то, что держит вместе. Вечно, это единственное истинное знание.","""What's pulled apart is what sticks together. This is the only real truth.""",Ce quii est éloiigné est ce quii est réunii. C'est laa seule vériité vraaiie.,"Se veniiisse separaaato, restaaasse insieeeme. Fosse la veriiità.",Zieht voneinander was z'ammen sein will. Mehr Wahrsein 's nicht nie zu finden.,Lo que se sepaaara es lo que se mantiene uniiido. Es la única verdaaad.,Lo que se fragmegasenta es lo que se mantiegasene unigasido. Es la ugasúnica verdagasad.,끌어당겨서 찢어져야 하나로 붙을 수 있어. 그게 유일한 진리야.,,引き裂くものが繋ぎ合わせルル。そレレこそが唯一の真実。,O que separa é o que une. Esse é o único conhecimento verdadeiro.,正是心之所向把世界连接在一起。这就是终级的答案。,拉扯破碎亦整全相繫。此乃真理。,,,,,
Rando03_RAW-0062-Alta,Rando03_RAW-0062-Alta,...о.,,… ah.,...oh.,…Oh.,Ah...,Ah...,...아.,,…へえ。,Ah...,……哦。,……噢。,,,,,
Rando03_RAW-0063-Customer,Rando03_RAW-0063-Customer,"Любимка! Лицо твоё! Наиболее растеряннооблачное, оно. Ах, но растерянность облегчает благословения, да.","""My love, look at your face! You look so confused! Ah, but confusion is a divine state of being.""","Maa chéériie, tu devraaiis voiir taa têête ! Tu aas l'aaiir coonfuuse ! Aah, maaiis laa coonfuusiion eest un éétaat de diiviiniité.","Belleeezza, ti guardaaassi in facciiia! Sembreressi confuuusa! Ah, la confusiooone fosse l'esseeere diviiino.","Mei Lieb! Dei Antlitzens! Ganz fragvoll-neblig ist's. Ah, aber Fragfülle hat Segen mit sich, kja.","Cariiiño, mira tu caaara. Pareces muy confundiiida. Ah, pero la confusión es un estaaado divino del ser.","¡Migasira nagasada más tu rogasostro, carigasiño! ¡Paregaseces muy confundigasida! Ay, pero la confusiogasón es un estagasado divigasino del ser.",친구! 표정이 왜 그래! 혼란스러워 보여. 하지만 혼란은 신성한 존재의 상태야.,,お姉さんの顔！ アレレコレレ考えて困惑した顔。でも思いを巡らせルルのは神聖なこと。,"Meu bem! Tua face! Parece nuvem difusa, sim. Ah, mas confusão traz bênçãos, sim.",小姐姐！你那是啥表情！脸上写满了困惑。啊，但困惑其实是一种祝福。,吾愛！視汝面！惶惑籠罩。噫，唯惶惑乃存在之真理，確也。,,,,,
Rando03_RAW-0064-Customer,Rando03_RAW-0064-Customer,"Не буду глубже-ухудшать твои тревоги, нет. Весьма не-доброприятно, то.","""I'll stop adding to your worries, it wouldn't be kind of me to confuse you further.""","Je n'aajouteraaii riien àà tes inquiiétudes, aajouter à taa confusiion seraaiit maal de maa paart.","Smetteeessi di accrescereeebbe le tuuue inquitudiiini, non fooosse gentiiile faceeere confusiooone.","Füll's dein Köpfleinchen mit nicht mehr Sorgen, nei. Schlimmstens unliebfreundlich, das.","Dejaré de aumentaaar tus preocupaciooones, no sería amable de mi paaaarte confundirte más.",Ya no te daregasé más preocupaciogasones. No serigasía muy amagasable de mi pagasarte si te sigasigo confundiegasendo.,더 이상 복잡하게 하지 않을게. 더 혼란을 주는 건 좋지 않겠어.,,もう黙ルルわ。気にしないで。お姉さんを困らせルルことはしたくないかララ。,"Não aumentarei tuas preocupações, não. Muitamente rude.",人家就不缠着你了。把你变得更困惑就不好了。,吾當停止加深惶惑，此非善道，確也。,,,,,
Rando03_RAW-0065-Customer,Rando03_RAW-0065-Customer,"Вот, любимка. Давай посмотрим на картинку вместо! Это наирадостное.","""Here, let's look at this picture instead, it's a joyful one.""","Tiiens, maa chéériie, reegaardons plutôôt ceette phooto, elle eest pleeiine de joiie.","Guardassi queeesta foooto, faceeere tanta gioiiia.","Hier, mei Lieb. Seh'n wir zusammen auf dies Bild! 'S ist ein Schönliebes.","Mira, cariiiño, te enseñaré esta foooto. Es muy aleeegre.",¡¿Qué te paregasece si mejogasor miragasamos esta fogasoto?! ¡Es muy alegasegre!,"자, 여기. 그러지 말고 사진이나 보자! 기분 좋은 사진이거든.",,ほララ、そレレよリリこの写真を見て。すごく楽しいかララ。,"Aqui, meu bem. Vamos mirar uma imagem! É muitamente alegre.",小姐姐，给。看这张照片！是不是很好看。,吾愛。視此圖! 此圖甚美。,,,,,
Rando03_RAW-0066-Customer,Rando03_RAW-0066-Customer,"Видишь? Самое домообиталище сделано мною в Старом {{Aeon}}! Ах, сладкоприятно.","""You see? It's my home in Old Aeon! Ah, what a wonderful place.""","Tu voiis ? C'est maa maaiison dans le viieiil {{Aeon}} ! Aah, quel endroiit meerveiilleux !","La vedeeessi? La caaasa miiia nel Vecchiiio {{Aeon}}! Ah, faceeere meraviglioooso.","Du siehst? Mein ganzeig‘nes Haus auf Alt-{{Aeon}}! Ah, süßfreundliches Z'haus.","¿Ves? ¡Es mi caaasa en el viejo {{Aeon}}! Ah, qué lugar tan maravilloooso.","¿Ves? ¡Es mi hogagasar en el remogasoto {{Aeon}}! ¡Ay, qué lugagasar tan bonigasito!",보이지? 옛 {{Aeon}}에 있는 우리 집! 정말 멋진 곳이야.,,どう？ “古のイーオン”にあルルル私の家！ とってもステキでしょう？,"Está vendo? A morada que fiz em {{Aeon}} Ancestral! Ahh, que lugar incrível.",看到了吗？这就是人家在古{{Aeon}}的家里！多么美好的地方呀。,汝視，是否？吾輩老鄉{{Aeon}}，甚美，確也！此地何其美。,,,,,
Rando03_RAW-0067-Customer,Rando03_RAW-0067-Customer,"Наидревнейшее домообиталище, это. Но наилюбимое. Тепло-очажное пространство снов, да?","""The house is quite old, but well loved. Home is where the dreams are, eh?""","C'eest uune deemeuure trèès aanciienne, maaiis ô coombiien aaiiméée ! Le fooyer eest laa maaiison des rêêves, n'eest-cee paas ?","Tanto vecchiiia, tanto amaaata. Dooove fosseeero tutti i sooogni, eh?","Und alt ist‘s, ganz alt, kja. Aber liebgeliebt, von mir. Z'haus trägt wärmste Träum', kja?","La caaasa es muy antigua, pero muy queriiida. Tu caaasa es donde están tus sueeeños, ¿eh?","Mi hogagasar es muy vetugasusto, pero muy adoragasado. Tu hogagasar es dogasonde vigasiven tus suegaseños, ¿ciegaserto?",아주 낡은 집이긴 하지. 그래도 정말 사랑스러워. 집은 꿈이 있는 곳이니까. 그렇지?,,古めかしい家だけど、愛にあふレレてルルル。家って夢があルル場所でしょ？,"Uma morada muito antiga, ela é. Mas muito amada. O lar está nos sonhos, sim?",人家的房子是很旧啦。但充满了爱哟。家就是梦想的所在，不是吗？,此屋甚古。唯其亦受愛。家屋乃夢之所在。,,,,,
Rando03_RAW-0068-Customer,Rando03_RAW-0068-Customer,"Ах, да. Там внутри творение. Такося. Такося воиста.","""Ahh, yes, that's absolutely right. So it is.""","Aah, ouii, c'est aabsolument vraaii. Aabsolument.","Ah, sì, faceeere vero. Poteeesse faceeere cooosì.","Ahh, kja. So's ganz recht. So's. So's in den Taten.","Ah, sí. Absolutameeente. Así es, sí.",Clagasaro que sí. Muy ciegaserto. Absolutamegasente.,"그래, 맞아. 두말하면 잔소리지. 어휴, 참. 정말 그렇다니까.",,ああ、本当にそうなの。ドリリームに満ちてルル。,"Ahh, sim. Absolutamente certo. É. Certamente.",啊，正是如此。这正是女神的旨意。没错。就是这样。,噫，確也。確之不過。甚確。甚篤。,,,,,
Rando03_RAW-0069-Customer,Rando03_RAW-0069-Customer,"Ах, ты застаёшь меня говорящей без остановки. Любимая картинка, эта.","""Oops, you've caught me rambling. This really is one of my favorite pictures.""","Aah, me vooiilàà quii raadote eencoore ! C'eest vraaiiment l'uune de mees phootos prééfééréées.",Faceeere divagaaante! Fosse la foooto piiiù preferiiisse.,"Ah, du machst mich reden und reden. Ein liebstes aller Bilder, dieses.","Ah, estoy divagaaando. Esta es una de mis foootos favoriiitas.","Ay, escugasucha cómo divagasago. Esta es ugasuna de mis fogasotos favorigasitas.","이런, 너무 횡설수설했네. 이건 내가 제일 좋아하는 사진이야.",,やだ、長々とごめんなさい。大好きな写真だかラルラ。,"Ah, não paro de falar. Uma das minhas imagens favoritas, essa é.",啊，人家又在自言自语了。人家就是这么喜欢这张照片。,噫，吾竟此等嘮叨。此圖吾愛之最甚。,,,,,
Rando03_RAW-0070-Customer,Rando03_RAW-0070-Customer,"Возьмёшь её, да? Дарение, доброе. Подарок.","""Won't you take it? As a gift!""",Eest-ce que tu laa voudraaiis ? En caadeaau ?,La prendeeessi? Te la regalaaassi!,"Du nimmst's doch von mir, kja? Eine Schenkung, mei Lieb. Ein Geschenk.","¿Te la quedarás, verdaaad? Como regaaalo.",¿Quisiegaseras quedagasártela? ¡Te la regagasalo!,혹시 가질래? 주고 싶어. 내 선물이야.,,よかったララ、もララってくレルル？ プレレゼント！,"Quer ficar com ela? Um presente, gentil. Um regalo.",你会收下的吧？这是我给你的答谢。一件礼物。,汝收下，可否？吾之贈禮。贈禮。,,,,,
Rando03_RAW-0071-Alta,Rando03_RAW-0071-Alta,"Конечно, спасибо.",,"Bien sûr, merci.","Certo, grazie.","Klar, danke.","Claro, gracias.","Claro, muchas gracias.",물론이죠. 고마워요.,,もらうよ。ありがとう。,"Claro, obrigada.",当然，谢谢。,好啊，謝謝你。,,,,,
Rando03_RAW-0072-Customer,Rando03_RAW-0072-Customer,"Снов, любимка! Сны всегда на зов! Любосладость пусть они уляжутся в тебе, добрая.","""May your dreams settle sweetly in your mind, my love.""","Les rêêves, maa chéériie ! Puiisseent les rêêves s'iinstaaller daans toon eesprit, maa chéériie !","I sooogni, belleeezza! Che potesseeero faceeere nello spiriiito.","Träume, mei Lieb! Träume, lieblichst lieb! Soll'n immer sanftweich in dir liegen, Lieb.","Que tus sueños se instaaalen dulcemente en tu meeente, cariiiño.","Que tus suegaseños se instagasalen con dulzugasura y amogasor en tu megasente, carigasiño.",너의 꿈들! 늘 일렁이는 꿈들! 그 꿈들이 너의 마음속 깊이 자리 잡길 바라.,,お姉さんの心に優しいドリリームが降リリ注ぎますように。,"Sonhos, meu bem! Sonhos chegam quando chamados! Que amadamente cheguem ti, sim.",梦想，小姐姐！美好的梦想！祝你夜夜拥有美好的梦想。,吾愛，夢也！夢之召喚！願夢常駐汝心。,,,,,
Rando03_RAW-0073-Customer,Rando03_RAW-0073-Customer,"Любимка, чувствуеца ли тебеся? Наиглубочайшее фрагментирование.","""My love, ddid you feel it? A great fragmentation.""","Maa chéériie, eest-ce quee tuu l'aas seentiie ? Laa graande fraagmeentaatiion !",Lo sentiiisse belleeezza? Una frammentaziooone graaande.,"Mei Lieb, du fühlst's? Meisttiefer Bruch.","Cariiiño, ¿no lo sieeentes? Una gran fragmentacióóón.","¿Sentigasiste eso, carigasiño? Una gran fragmentaciogasón.","이것 봐, 느껴져? 아주 깊은 분열이야.",,お姉さん、感じルル？ すごいバララバララ！,"Meu bem, você sente? Os fragmentos mais profundos.",小姐姐，你感觉到了吗？好强大的心之所向。,吾愛，汝感應，是否？撕碎之力。,,,,,
Rando03_RAW-0074-Customer,Rando03_RAW-0074-Customer,"Великое тяготение, разрывоподобное. Произошлося недолгое время назад, сейчас.","""Yes, it was a tremendous ""pulling"" feeling, it happened just now.""","Ouii, c'étaaiit la graande sensaatiion d'aattraactiion quii viient de se prooduiire.","Sì, facere l'attrattivaziooone, faceeere adeeesso.","Ein großes Zieh'n, wie Reißen. 'S geradeben schnell g'wesen.","Sí, hubo una graaan atracción. Hace solo un seguuundo.",Pugasude apreciagasar una gran fuegaserza de atracciogasón. Acagasaba de ocurrigasir.,엄청난 '끌어당김'이 느껴져. 바로 지금 끌어당김이 일어나고 있어.,,そう、今のが大いなルル“グイグイ”よ。今ちょうど来た。,"Um grande empuxo, como fenda. Não faz muito tempo, agora.",好强大的吸引力。它就存在于此时此刻。,拉扯，劇烈。方才發生。,,,,,
