,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Zenith_RAW-0059-Alta,Zenith_RAW-0059-Alta,"Это, эм... это просто горячая вода с некоторыми ингредиентами в ней.",,"C'est, hum… c'est juste de l'eau chaude avec des ingrédients dedans.",È... è solo acqua calda con degli ingredienti dentro.,"Es ist, ähm …einfach heißes Wasser mit ein paar Zutaten drin.",Es... es solo agua caliente con algunos ingredientes.,Es... Es agua caliente con algunos ingredientes nomás.,"그건, 어... 재료를 넣어서 우린 뜨거운 물이에요.",,お茶というのは、ただ… お湯にいろんな材料を入れたものだ。,"É, ahm... é só água quente com alguns ingredientes.",茶就是……就是用热水冲泡原料制成的饮品。,就是，呃……熱水中加入一些材料。,,,,,
Zenith_RAW-0060-Zenith,Zenith_RAW-0060-Zenith,"О! Да, мы слышали об этом! Это называется КОФЕ! \n <Zenith>Кофе!</>",,"Oh ! Oui, nous en avons entendu parler ! Ça s'appelle du CAFÉ ! \n <Zenith>Café !</>","OH! Sì, ne abbiamo sentito parlare! Si chiama CAFFÈ! \n <Zenith>Caffè!</>","Oh! Ja, davon haben wir gehört! Es heißt KAFFEE! \n <Zenith>Kaffee!</>","¡Oh! ¡Sí, hemos oído hablar de eso! ¡Se llama café! \n <Zenith>¡Café!</>","¡Ah! ¡Sí, escuchamos hablar de eso! ¡Se llama CAFÉ! \n <Zenith>¡Café!</>","아! 그래, 우리도 들어봤어! 커피라는 거잖니! \n <Zenith>커피!</>",,ああ！ 聞いたことがアリマス！ コーヒーというものデスネ！ \n <Zenith>コーヒー！</>,"Ah! Sim, ouvimos falar disso! Se chama CAFÉ! \n <Zenith>Café!</>",哦！原来如此，我等曾听说过！茶就是“咖啡”！ \n <Zenith>咖啡！</>,噢！對，我們聽過！那叫作咖啡！\n<Zenith>咖啡！</>,,,,,
Zenith_RAW-0061-Zenith,Zenith_RAW-0061-Zenith,Деловые Люди говорили о нём. С любовью! Много раз! \n <Zenith>Великая любовь!</>,,Les hommes des affaires en ont parlé. Affectueusement ! De nombreuses fois ! \n <Zenith>Un grand amour !</>,Ne hanno parlato gli Uomini degli Affari. Con affetto! Molte volte! \n <Zenith>Un grande amore!</>,Die Männer des Geschäfts haben davon. Liebevoll gesprochen! Sehr oft! \n <Zenith>Eine große Liebe!</>,Los hombres de negocios han hablado de ello. ¡Afectuosamente! ¡Muchas veces! \n <Zenith>¡Un gran amor!</>,Los hombres de negocios han hablado de ello. ¡Con entusiasmo! ¡Muchas veces! \n <Zenith>¡Un gran amor!</>,회사원들이 얘기하더구나. 아주 호의적으로! 여러 번이나! \n <Zenith>무척 좋아했지!</>,,カイシャの方々が話してイマシタ。嬉しそうに！ 何度も！ \n <Zenith>ダイスキ！</>,Os Homens de Negócios falaram dele. Com ternura! Muitas vezes! \n <Zenith>Um grande amor!</>,那群商界人士经常提起咖啡。说它很好喝！不厌其烦！ \n <Zenith>钟爱之物！</>,做生意的人有提過。開心地提過！很多次！\n<Zenith>超級喜愛！</>,,,,,
Zenith_RAW-0062-Alta,Zenith_RAW-0062-Alta,"Нет, нет, нет, кофе это другое. У нас нет кофе. Только чай.",,"Non, non, non, le café c'est autre chose. On n'a pas de café. Seulement du thé.","No, no, il caffè è un'altra cosa. Non abbiamo il caffè. Abbiamo solo il tè.","Nein, nein, nein. Kaffee ist etwas anderes. Wir haben keinen Kaffee. Nur Tee.","No, no, no, el café es otra cosa. No tenemos café. Solo té.","No, no, no. El café es otra cosa. No tenemos café. Solo té.","아뇨, 커피는 다른 거예요. 커피는 안 돼요. 여긴 차밖에 없어요.",,いやいや、それは別物だよ。うちにはコーヒーはない。お茶だけだ。,"Não, não, não, café é outra coisa. Não temos café. Só chá.",不不不，咖啡是别的东西。本店没有咖啡。只有茶。,不不不，咖啡是另一種東西。我們沒有咖啡。只有茶。,,,,,
Zenith_RAW-0063-Zenith,Zenith_RAW-0063-Zenith,Интригующе. \n <Zenith>Интригующе!</>,,Intriguant. \n <Zenith>Intriguant !</>,Intrigante. \n <Zenith>Intrigante!</>,Faszinierend. \n <Zenith>Faszinierend!</>,Intrigante. \n <Zenith>¡Intrigante!</>,Intrigante. \n <Zenith>¡Intrigante!</>,호기심이 생기는구나. \n <Zenith>궁금해!</>,,不思議デスネ。 \n <Zenith>フッシギー！</>,Intrigante. \n <Zenith>Intrigante!</>,有趣。 \n <Zenith>实在有趣！</>,真有趣。\n<Zenith>有趣！</>,,,,,
Zenith_RAW-0064-Zenith,Zenith_RAW-0064-Zenith,"Мы должны узнать больше. Пожалуйста, принеси нам ""чай"". \n <Zenith>Пожалуйста!</>",,"Nous devons en savoir plus. S'il te plaît, apporte-nous du ""thé"". \n <Zenith>S'il te plaît !</>","Dobbiamo saperne di più. Per favore, portaci il ""tè"". \n <Zenith>Per favore!</>","Mir müssen mehr erfahren. Bitte, bring uns „Tee“. \n <Zenith>Bitte!</>","Debemos saber más. Por favor, tráenos ""té"". \n <Zenith>¡Por favor!</>","Debemos saber más. Por favor, tráenos «té». \n <Zenith>¡Por favor!</>",더 알아봐야겠다. '차'라는 걸 갖다주렴. \n <Zenith>부탁할게!</>,,もっと知らなくては。では、“お茶”をお願いシマス。 \n <Zenith>オネガイ！</>,"Precisamos saber mais. Por favor, nos traga ""chá"". \n <Zenith>Por favor!</>",我等必须更深入地了解。请给我们“茶”。 \n <Zenith>有劳！</>,我們必須深入瞭解。請給我們「茶」。\n<Zenith>麻煩了！</>,,,,,
Zenith_RAW-0065-Alta,Zenith_RAW-0065-Alta,"Хорошо, какой вкус ты хочешь? Я могу добавить любой ингредиент сюда в чай.",,"OK, quelle saveur tu désires ? Je peux mettre n'importe quel ingrédient dans le thé.","D'accordo, che gusto vuoi? Posso mettere qualsiasi ingrediente nel tè.",Okay! Welchen Geschmack möchtet ihr? Ich kann alle Zutaten in den Tee machen.,"Vale, ¿qué tipo de sabor quieres? Puedo poner cualquier ingrediente en el té.","Bien, ¿qué tipo de sabor quieres? Puedo poner cualquier ingrediente en el té.","좋아요, 어떤 맛으로 하실래요? 차에는 어떤 재료라도 넣을 수 있어요.",,了解。お望みのフレーバーは？ うちではどんな材料でも、お茶に入れられるよ。 ,"Tá bem, que tipo de sabor você quer? Posso colocar qualquer ingrediente no chá.",好的，你想喝哪种味道的茶？想往茶里加什么都行。,好，你想要什麼口味的茶？泡茶的時候可以放入任何材料。,,,,,
Zenith_RAW-0066-Zenith,Zenith_RAW-0066-Zenith,Любой ингредиент?,,N'importe quel ingrédient ?,Qualsiasi ingrediente?,Tatsächlich alle Zutaten?,¿Cualquier ingrediente?,¿Cualquier ingrediente?,넣고 싶은 재료 있어요?,,どんな材料デモ？,Qual ingrediente mesmo?,任何东西都可以？,任何材料都可以？,,,,,
Zenith_RAW-0067-Zenith,Zenith_RAW-0067-Zenith,Как увлекательно. Какой вкус. Мы желаем? \n <Zenith>Желаем?</>,,Comme c'est fascinant. Quelle saveur. Nous désirons ? \n <Zenith>Désirons ?</>,Affascinante. Che gusto. Desideriamo? \n <Zenith>Desideriamo?</>,Wie faszinierend. Welchen Geschmack. Wünschen wir uns? \n <Zenith>Begehren?</>,Qué fascinante. ¿Qué sabor? ¿Deseamos? \n <Zenith>¿Deseo?</>,Fascinante. ¿Qué sabor? ¿Deseamos? \n <Zenith>¿Deseo?</>,무척 흥미롭구나. 무슨 맛을. 원하냐고? \n <Zenith>바라냐고?</>,,スバラシイ。何デショウ。ワタシタチの望みは？ \n <Zenith>ナニホシイ？</>,Que fascinante. Que sabor. Nós queremos? \n <Zenith>Desejo?</>,真是令人着迷。我等要喝。何种味道的茶呢？ \n <Zenith>所欲为何？</>,多妙啊。我們想要喝。什麼口味？\n<Zenith>渴望？</>,,,,,
Zenith_RAW-0068-Zenith,Zenith_RAW-0068-Zenith,Мы хотим. Вкус чего-то. Что имеет ценность. \n <Zenith>Ценное.</>,"""valuable"" in this sense could mean financial value, but also potentially emotional value. Leaving it vague is preferred.",Nous désirons. La saveur de quelque chose. De valeur. \n <Zenith>De valeur.</>,Desideriamo. Il sapore di qualcosa. Di valore. \n <Zenith>Di valore.</>,Wir wünschen uns. Den Geschmack von etwas. Das wertvoll ist. \n <Zenith>Wertvoll.</>,Deseamos. El sabor de algo. De valor. \n <Zenith>Valioso.</>,Deseamos. El sabor de algo. De valor. \n <Zenith>Valioso.</>,우리가 원하는 건. 가치 있는 무언가의. 맛이란다. \n <Zenith>가치 있는 것.</>,,ワタシタチの望み。何かのフレーバー。価値のあるモノ。 \n <Zenith>ダイジ。</>,Queremos. O sabor de algo. Que seja de valor. \n <Zenith>Valioso.</>,我等。想要品尝。高价值之物的味道。 \n <Zenith>高价值之物。</>,我們想要。珍貴的。口味。\n<Zenith>珍貴。</>,,,,,
Zenith_RAW-0069-Alta,Zenith_RAW-0069-Alta,"""Ценное""??",,"""De valeur"" ?","""Di valore""?",„Wertvoll“?,¿De valor?,¿«De valor»?,'가치 있는' 것??,,“価値のあるもの”？？,"""De valor""??",“高价值之物”？？,「珍貴」？？,,,,,
Zenith_RAW-0070-Zenith,Zenith_RAW-0070-Zenith,"Да. Мы хотим знать, что ценно. В этом мире. \n <Zenith>Для тебя.</>",,Oui. Nous désirons savoir ce qui est de valeur. Dans ce monde. \n <Zenith>Pour toi.</>,SÌ. Desideriamo sapere una cosa di valore. In questo mondo. \n <Zenith>Per te.</>,"Ja. Wir wollen wissen, was wertvoll ist. Auf dieser Welt. \n <Zenith>Für dich.</>",Sí. Deseamos saber qué es de valor. En este mundo. \n <Zenith>Para ti.</>,Sí. Deseamos saber qué es de valor. En este mundo. \n <Zenith>Para ti.</>,그래. 이 차원에서 가치 있는 것이. 무엇인지 알고 싶구나. \n <Zenith>특히 너에게.</>,,ソウ。何に価値があるか知りたいデス。この世界で。 \n <Zenith>アナタタチニトッテ。</>,Sim. Queremos saber o que é de valor. Neste mundo. \n <Zenith>Para você.</>,是的。我等想知道在此方世界。何为贵重之物。 \n <Zenith>对你而言。</>,對。我想知道。在這世界。珍貴的事物。\n<Zenith>對你們來說是什麼。</>,,,,,
Zenith_RAW-0071-Alta,Zenith_RAW-0071-Alta,"Ты имеешь в виду, типа... ценный фрукт?",,Tu veux dire comme… un fruit de valeur ?,"Vuoi dire, tipo... un frutto di valore?","Meint ihr, wie …eine wertvolle Frucht?",¿Quieres decir como... una fruta valiosa?,¿Quieres decir como... una fruta valiosa?,그러니까... 가치 있는 열매 말이에요?,,つまり、例えば… 価値のある果実とか？,"Quer dizer, tipo... uma fruta valiosa?",比如说……高价值的水果？,你是指……珍貴的果實？,,,,,
Zenith_RAW-0072-Zenith,Zenith_RAW-0072-Zenith,Это не обязательно должен быть. Фрукт. Это может быть что угодно. \n <Zenith>Что угодно.</>,,Pas obligatoirement. Un fruit. Ça pourrait être n'importe quoi. \n <Zenith>N'importe quoi.</>,Non per forza. Un frutto. Può essere qualsiasi cosa. \n <Zenith>Qualsiasi cosa.</>,Es muss keine. Frucht sein. Es kann alles sein. \n <Zenith>Alles.</>,No tiene por qué ser. Una fruta. Puede ser cualquier cosa. \n <Zenith>Cualquier cosa.</>,No tiene por qué ser. Una fruta. Puede ser cualquier cosa. \n <Zenith>Cualquier cosa.</>,꼭 열매일 필요는. 없단다. 무엇이든 상관없어. \n <Zenith>무엇이든.</>,,いいえ、果実には限りマセン。何でもいいノデス。 \n <Zenith>ナンデモ。</>,Não precisa ser. Uma fruta. Pode ser qualquer coisa. \n <Zenith>Qualquer coisa.</>,并不一定。非得是水果。它可以是任何东西。 \n <Zenith>任何东西。</>,不一定要是。果實。任何東西都可以。\n<Zenith>任何東西。</>,,,,,
Zenith_RAW-0073-Alta,Zenith_RAW-0073-Alta,Хм. Ладно. Я положу что-нибудь ценное в чай.,,Euh… OK. Je vais ajouter quelque chose de valeur dans le thé.,Eh. Va bene. Metterò qualcosa di valore nel tè.,Hm. Okay. Ich tue etwas Wertvolles in den Tee.,Eh. Vale. Pondré algo valioso en el té.,Mmm... Bueno. Pondré algo valioso en el té.,아. 알았어요. 가치 있는 것을 넣어서 만들게요.,,ふうん、わかった。価値のあるものをお茶に入れよう。,Hã. Tá. Vou colocar algo valioso no chá.,哈。好吧。我会用贵重的物品泡茶。,真想不到。好噢。我會在茶中加入珍貴的東西。,,,,,
Zenith_RAW-0074-Zenith,Zenith_RAW-0074-Zenith,Очень хорошо! Мы ждём его. С нетерпением!!,,Très bien ! Nous attendons ! Impatiemment !,Molto bene! Lo aspettiamo. Con impazienza!,Sehr gut! Wir erwarten ihn. Neugierig!,¡Muy bien! Lo esperamos. ¡Con muchas ganas!,¡Muy bien! ¡Lo esperamos! ¡Con muchas ganas!,좋아! 기다릴게. 간절히!!,,嬉しいデス！ 待ってイマス！ ワクワクして！,Muito bem! Esperaremos. Ansiosamente!,非常好！我等万分期待。翘首以盼！！,太棒了！我們熱切。期盼！！,,,,,
Zenith_RAW-0075-Zenith,Zenith_RAW-0075-Zenith,"А, это. Чай?",,"Ah, c'est cela. Le thé ?","Ah, è questo. Il tè?","Ah, ist das. Tee?","Ah, es esto. ¿Té?",Ah... ¿Esto es? ¿Té?,"아, 이게 혹시. 차?",,あー、これが、お茶デスカ？,"Ah, isso é. Chá?",啊，茶来了。是这杯吗？,啊，這是。茶？,,,,,
Zenith_RAW-0076-Alta,Zenith_RAW-0076-Alta,"Нет, это пустая чашка. Я вернусь с чаем.",,"Non, ça c'est une tasse vide. Je vais revenir avec du thé.","No, questa è una tazza vuota. Tornerò con il tè.","Nein, das ist eine leere Tasse. Ich komme bald mit dem Kaffee zurück.","No, esto es una taza vacía. Volveré con el té.","No, es una taza vacía. Enseguida vuelvo con el té.","아니요, 이건 빈 잔이에요. 차 만들어서 다시 올게요.",,いや、これは空っぽのカップだ。お茶を持ってくるよ。,"Não, essa é uma xícara vazia. Já volto com chá.",不是，这就是个空杯子。我马上给你上茶。,不是，這是空杯。我泡好茶再回來。,,,,,
Zenith_RAW-0077-Zenith,Zenith_RAW-0077-Zenith,"Пожалуйста, мы хотим. Чай из. Растения ""Большой Гибрид"".",,"S'il te plaît, nous désirons. Du thé fait avec. Une plante ""grand hybride"".","Per favore, desideriamo. Un tè fatto con. Una pianta ""Grande Ibrido"".","Bitte, wir wünschen uns. Tee aus. Einem „Großen Hybriden“.","Por favor, deseamos. Té hecho con. Una planta ""híbrida grande"".","Por favor, deseamos. Té hecho con. Una planta «híbrida grande».",우리가 원하는 차는. 간단하단다. '대형 교배종' 식물과.,,お願いシマス。欲しいデス。“大型のハイブリッド”のお茶。,"Por favor, queremos. Chá feito de. Uma planta ""híbrida grande"".",请为我等。来一杯。用“大型混种植物”泡的茶。,我們想喝。用「大型混種」植物製作的茶。,,,,,
Zenith_RAW-0078-Zenith,Zenith_RAW-0078-Zenith,И его плода. И его семени. Всё вместе.,,Et ses fruits. Et ses graines. Toutes.,E il suo frutto. E il suo seme. Tutto.,Und seiner Frucht. Und seinem Samen. Allem.,Y su fruta. Y su semilla. Todo ello.,Y su fruta. Y su semilla. Todo ello.,그 열매와. 그 씨앗을. 모두 넣어주렴.,,その果実、その種子、全部入れたお茶デス。,E seus frutos. E suas sementes. Tudo.,外加它的果实。以及它的种子。三样都泡进茶里。,還有它的果實。還有它的種子。全部。,,,,,
Zenith_RAW-0079-Zenith,Zenith_RAW-0079-Zenith,"Пожалуйста, мы хотим. Чай, который расскажет нам. Что ценно. \n <Zenith>Ценно.</>",,"S'il te plaît, nous désirons. Du thé pour apprendre. Ce qui est de valeur. \n <Zenith>De valeur.</>","Per favore, desideriamo. Un tè che ci fa capire. Ciò che ha valore. \n <Zenith>Di valore.</>","Bitte, wir wünschen uns. Tee, der uns sagt. Was wertvoll ist. \n <Zenith>Wertvoll.</>","Por favor, deseamos. Té que nos dice. Lo que es de valor. \n <Zenith>Valioso.</>","Por favor, deseamos. Té que nos diga. Lo que es de valor. \n <Zenith>Valioso.</>",우리가 원하는 차는. 가치 있는 것이 무엇인지. 말해주는 차란다. \n <Zenith>가치 있는 것.</>,,お願いシマス。欲しいノデス。教えてくれるお茶。価値のあるものは何か。 \n <Zenith>ダイジ。</>,"Por favor, queremos. Chá que nos diga. O que é de valor. \n <Zenith>Valioso.</>",请为我等。来一杯。阐释何为高价值之物的茶。 \n <Zenith>高价值之物。</>,我們想喝的茶。會讓我們知道。何謂價值。。\n<Zenith>珍貴的。</>,,,,,
Zenith_RAW-0080-Zenith,Zenith_RAW-0080-Zenith,"А, это. Чай?",,"Ah, c'est cela. Le thé ?","Ah, è questo. Il tè?","Ah, ist das. Tee?","Ah, es esto. ¿Té?",Ah... ¿Esto es? ¿Té?,"아, 이게 혹시. 차?",,あー、これが、お茶デスカ？,"Ah, isso é. Chá?",啊，我等的茶。就是这杯吗？,啊，這是。茶？,,,,,
Zenith_RAW-0081-Alta,Zenith_RAW-0081-Alta,"О, нет, эта чашка грязная. Позволь мне её помыть.",,"Oh, non, cette tasse est sale. Je vais aller la laver.","Oh, no, questa tazza è sporca. Vado a lavarla.","Oh nein, diese Tasse ist dreckig. Lass sie mich abwaschen gehen.","Oh, no, esta taza está sucia. Iré a lavarla.","Ah, no, esta taza está sucia. Voy a lavarla.","이런, 아니에요. 이 잔은 더럽네요. 가서 씻어야겠어요.",,おっと、ダメだ。このカップは汚れてる。洗ってくるよ。,"Ah, não, essa xícara está suja. Deixa eu lavar.",哦，不行啊，这个杯子很脏。等我把它洗干净。,噢，不，這杯子好髒。我去洗一下。,,,,,
Zenith_RAW-0082-Zenith,Zenith_RAW-0082-Zenith,"Пожалуйста, мы хотим. Чай из. Растения ""Большой Гибрид"".",,"S'il te plaît, nous désirons. Du thé fait avec. Une plante ""grand hybride"".","Per favore, desideriamo. Un tè fatto con. Una pianta ""Grande Ibrido"".","Bitte, wir wünschen uns. Tee aus. Einem „Großen Hybriden“.","Por favor, deseamos. Té hecho con. Una planta ""híbrida grande"".","Por favor, deseamos. Té hecho con. Una planta «híbrida grande».",우리가 원하는 차는. 간단하단다. '대형 교배종' 식물과.,,お願いシマス。欲しいデス。“大型のハイブリッド”のお茶。,"Por favor, queremos. Chá feito de. Uma planta ""híbrida grande"".",请为我等。来一杯。用“大型混种植物”泡的茶。,我們想喝的茶。用「大型混種」植物製作的茶。,,,,,
Zenith_RAW-0083-Zenith,Zenith_RAW-0083-Zenith,И его плода. И его семени. Всё вместе.,,Et ses fruits. Et ses graines. Toutes.,E il suo frutto. E il suo seme. Tutto.,Und seiner Frucht. Und seinem Samen. Allem.,Y su fruta. Y su semilla. Todo ello.,Y su fruta. Y su semilla. Todo ello.,그 열매와. 그 씨앗을. 모두 넣어주렴.,,その果実、その種子、全部入れたお茶デス。,E seus frutos. E suas sementes. Tudo.,外加它的果实。以及它的种子。三样都泡进茶里。,還有它的果實。還有它的種子。全部。,,,,,
Zenith_RAW-0084-Zenith,Zenith_RAW-0084-Zenith,"Пожалуйста, мы хотим. Чай, который расскажет нам. Что ценно. \n <Zenith>Ценно.</>",,"S'il te plaît, nous désirons. Du thé pour apprendre. Ce qui est de valeur. \n <Zenith>De valeur.</>","Per favore, desideriamo. Un tè che ci fa capire. Ciò che ha valore. \n <Zenith>Di valore.</>","Bitte, wir wünschen uns. Tee, der uns sagt. Was wertvoll ist. \n <Zenith>Wertvoll.</>","Por favor, deseamos. Té que nos dice. Lo que es de valor. \n <Zenith>Valioso.</>","Por favor, deseamos. Té que nos diga. Lo que es de valor. \n <Zenith>Valioso.</>",우리가 원하는 차는. 가치 있는 것이 무엇인지. 말해주는 차란다. \n <Zenith>가치 있는 것.</>,,お願いシマス。欲しいノデス。教えてくれるお茶。価値のあるものは何か。 \n <Zenith>ダイジ。</>,"Por favor, queremos. Chá que nos diga. O que é de valor. \n <Zenith>Valioso.</>",请为我等。来一杯。阐释何为高价值之物的茶。 \n <Zenith>高价值之物。</>,我們想喝的茶。會讓我們知道。何謂價值。\n<Zenith>珍貴的。</>,,,,,
Zenith_RAW-0085-Alta,Zenith_RAW-0085-Alta,Ты всё ещё хочешь чай?,,Tu veux toujours du thé ?,Vuoi ancora un tè?,Wollt ihr noch Tee?,¿Todavía quieres té?,¿Todavía quieres té?,차 기다리는 것 맞죠?,,まだお茶を飲みたい？,Você ainda quer chá?,你还想喝茶吗？,你們還想喝茶嗎？,,,,,
Zenith_RAW-0086-Zenith,Zenith_RAW-0086-Zenith,Мы были бы в восторге!,,Nous trouverions cela délicieux !,Ne saremmo deliziate!,Das wäre wonnig!,¡Estaríamos encantadas!,¡Estaríamos encantadas!,물론이란다!,,ええ、ぜひトモ！,Nos encantaria!,我等很乐意再来一杯！,我們想喝！,,,,,
Zenith_RAW-0087-Zenith,Zenith_RAW-0087-Zenith,"Пожалуйста, мы хотим. Чай из. Растения ""Большой Гибрид"".",,"S'il te plaît, nous désirons. Du thé fait avec. Une plante ""grand hybride"".","Per favore, desideriamo. Un tè fatto con. Una pianta ""Grande Ibrido"".","Bitte, wir wünschen uns. Tee aus. Einem „Großen Hybriden“.","Por favor, deseamos. Té hecho con. Una planta ""híbrida grande"".","Por favor, deseamos. Té hecho con. Una planta «híbrida grande».",우리가 원하는 차는. 간단하단다. '대형 교배종' 식물과.,,お願いシマス。欲しいデス。“大型のハイブリッド”のお茶。,"Por favor, queremos. Chá feito de. Uma planta ""híbrida grande"".",请为我等。来一杯。用“大型混种植物”泡的茶。,我們想喝的茶。用「大型混種」植物製作的茶。,,,,,
Zenith_RAW-0088-Zenith,Zenith_RAW-0088-Zenith,И его плода. И его семени. Всё вместе.,,Et ses fruits. Et ses graines. Toutes.,E il suo frutto. E il suo seme. Tutto.,Und seiner Frucht. Und seinem Samen. Allem.,Y su fruta. Y su semilla. Todo ello.,Y su fruta. Y su semilla. Todo ello.,그 열매와. 그 씨앗을. 모두 넣어주렴.,,その果実、その種子、全部入れたお茶デス。,E seus frutos. E suas sementes. Tudo.,外加它的果实。以及它的种子。三样都泡进茶里。,還有它的果實。還有它的種子。全部。,,,,,
Zenith_RAW-0089-Zenith,Zenith_RAW-0089-Zenith,"Пожалуйста, мы хотим. Чай, который расскажет нам. Что ценно. \n <Zenith>Ценно.</>",,"S'il te plaît, nous désirons. Du thé pour apprendre. Ce qui est de valeur. \n <Zenith>De valeur.</>","Per favore, desideriamo. Un tè che ci fa capire. Ciò che ha valore. \n <Zenith>Di valore.</>","Bitte, wir wünschen uns. Tee, der uns sagt. Was wertvoll ist. \n <Zenith>Wertvoll.</>","Por favor, deseamos. Té que nos dice. Lo que es de valor. \n <Zenith>Valioso.</>","Por favor, deseamos. Té que nos diga. Lo que es de valor. \n <Zenith>Valioso.</>",우리가 원하는 차는. 가치 있는 것이 무엇인지. 말해주는 차란다. \n <Zenith>가치 있는 것.</>,,お願いシマス。欲しいノデス。教えてくれるお茶。価値のあるものは何か。 \n <Zenith>ダイジ。</>,"Por favor, queremos. Chá que nos diga. O que é de valor. \n <Zenith>Valioso.</>",请为我等。来一杯。阐释何为高价值之物的茶。 \n <Zenith>高价值之物。</>,我們想喝的茶。會讓我們知道。何謂價值。\n<Zenith>珍貴的。</>,,,,,
Zenith_RAW-0090-Alta,Zenith_RAW-0090-Alta,"Вот, держи.",,Et voilà.,Ecco qui.,Bitte sehr.,Aquí tienes.,Aquí tienes.,차 나왔습니다.,,どうぞ。,Aqui está.,请用。,給你。,,,,,
Zenith_RAW-0091-Zenith,Zenith_RAW-0091-Zenith,Теперь мы будем. Пить чай. \n <Zenith>Да.</>,,Nous allons maintenant consommer. Le thé. \n <Zenith>Oui.</>,Adesso consumeremo. Il tè. \n <Zenith>Sì.</>,Wir werden jetzt den. Tee verzehren. \n <Zenith>Ja.</>,Ahora consumiremos. El té. \n <Zenith>Sí.</>,Ahora consumiremos. El té. \n <Zenith>Sí.</>,"그래, 차를 한번. 마셔봐야겠구나. \n <Zenith>그래.</>",,では、いただきマス。お茶を。 \n <Zenith>ハイ。</>,Agora consumiremos. Chá. \n <Zenith>Sim.</>,让我等。尝尝这杯茶。 \n <Zenith>不错。</>,我們現在要喝。這杯茶。\n<Zenith>對。</>,,,,,
Zenith_RAW-0092-Zenith,Zenith_RAW-0092-Zenith,ИНТЕРЕСНО! \n <Zenith>ИНТЕРЕСНО!</>,,INTÉRESSANT ! \n <Zenith>INTÉRESSANT !</>,INTERESSANTE! \n <Zenith>INTERESSANTE!</>,INTERESSANT! \n <Zenith>INTERESSANT!</>,¡¡¡Interesante!!! \n <Zenith>¡¡¡Interesante!!!</>,¡INTERESANTE! \n <Zenith>¡INTERESANTE!</>,재미있다! \n <Zenith>정말 재밌어!</>,,オモシロイ！ \n <Zenith>オモシロイ！</>,INTERESSANTE! \n <Zenith>INTERESSANTE!</>,真是有趣！ \n <Zenith>有趣！</>,真有趣！\n<Zenith>真有趣！</>,,,,,
Zenith_RAW-0093-Zenith,Zenith_RAW-0093-Zenith,Вкус. Этого чая. Как увлекательно.,,Le goût. De ce thé. Très fascinant.,Il sapore. Di questo tè. Affascinante.,Der Geschmack. Dieses Tees. Wie faszinierend.,El sabor. De este té. Qué fascinante.,El sabor. De este té. Qué fascinante.,이 차는. 맛이. 무척 흥미롭구나.,,このお茶の味とキタラ。なんてスバラシイ。,O gosto. Desse chá. Que fascinante.,这杯茶。它的味道。真是令人着迷。,茶的。滋味。多妙啊。,,,,,
Zenith_RAW-0094-Zenith,Zenith_RAW-0094-Zenith,Как будто. Нас поглотило. Пламя. \n <Zenith>Горение.</>,,C'est comme si. Nous étions consumés. Par des flammes. \n <Zenith>Brûlant.</>,È come se. Fossimo consumate. Dalle fiamme. \n <Zenith>Bruciore.</>,"Es ist, als würden wir. verzehrt. Von Flammen. \n <Zenith>Brennen.</>",Es como si. Nos consumiéramos. En llamas. \n <Zenith>Ardiendo.</>,Es como si. Nos consumiéramos. En llamas. \n <Zenith>Ardiendo.</>,우리가 마치. 화염에 휩싸인. 기분이구나. \n <Zenith>타는 것 같아.</>,,まるで、のみ込まれたようデス。炎の中に！ \n <Zenith>アチチチ。</>,Parece que. Consumimos. Em chamas. \n <Zenith>Queimando.</>,我等。感觉就好像。被火焰吞噬。 \n <Zenith>烈焰焚身。</>,好似。我們在喝。火焰。\n<Zenith>燃燒。</>,,,,,
Zenith_RAW-0095-Zenith,Zenith_RAW-0095-Zenith,"Да, есть энергия, которая пробуждается. Этим напитком.",,"Oui, il y a une énergie qui est invoquée. Par cette boisson.","Sì, un'energia viene evocata. Con questa bevanda.","Ja, dieses Getränk ruft eine. Energie hervor.","Sí, hay una energía que se convoca. Por esta bebida.","Sí, hay una energía que se convoca. Por esta bebida.",이 차는 에너지를. 불러오는구나.,,ソウ！ パワーが押し寄せマス。この飲み物にヨッテ。,"Sim, há uma energia que é invocada. Por essa bebida.",这杯茶。蕴含着一股能量。,對，這杯飲品。召喚出。,,,,,
Zenith_RAW-0096-Zenith,Zenith_RAW-0096-Zenith,Энергия. Из невыразимого места. \n <Zenith>Далеко.</>,,Une énergie. D'un lieu épouvantable. \n <Zenith>Très lointain.</>,Un'energia. Da un luogo indescrivibile. \n <Zenith>Molto lontano.</>,Eine Energie. Von einem unaussprechlichen Ort. \n <Zenith>Weit weg.</>,Una energía. De un lugar indescriptible. \n <Zenith>Lejos.</>,Una energía. De un lugar indescriptible. \n <Zenith>Lejano.</>,차마 입에 담지 못할. 어느 곳에서 온 에너지. \n <Zenith>머나먼 곳</>,,すごいパワーを感じマス。言葉にデキナイところから。 \n <Zenith>トオイトコロ。</>,Uma energia. De um lugar indescritível. \n <Zenith>Muito longe.</>,而这股能量。来自不可言说之地。 \n <Zenith>遥远的地方。</>,一股能量。能量來自無法言說的地點。\n<Zenith>遙遠的地點。</>,,,,,
