key,source,Translation
Russian,"T'is brew most m'lovely, a call 'pon Her dreams. Light b'gotten light, rest?",
Japanese,女神さまを思い出すわ。女神さまのドリリームの中で過ごした時を。,
Portuguese_Brazil,"Essa infusão está deliciosa, invoca os sonhos Dela. Luz gera luz, sim?",
Chinese_Simplified,这杯茶让人家想到了女神大人。还有人家在女神大人梦中的时光。,
Chinese_Traditional,此茶令吾憶及女神。憶及吾處其夢中,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0029-Customer,
English_US,"Преблагостная за это, любимка.",
Description,"""I'm very grateful for this drink, my love.""",
French,"Je te diis meercii poour ce breuuvaage, maa chéériie.",
Italian,Ti fooossi mooolto graaata belleeezza.,
German,"Vielmeisten Dank für, mei Lieb!",
Spanish_Spain,"Te lo agradeeezco mucho, cariiiño.",
Spanish_LATAM,"Te lo agradegasezco mugasucho, carigasiño.",
Korean,"정말 고마워, 친구.",
Russian,"Verymost grateful for it, love.",
Japanese,本当にあリリがとう。,
Portuguese_Brazil,"Agradeço incrivelmente por isso, meu bem.",
Chinese_Simplified,太感谢小姐姐你的茶了。,
Chinese_Traditional,吾愛，為此，我甚感激。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0030-Choice,
English_US,Что привело тебя в этот лес?,
Description,,
French,Qu'est-ce qui t'amène dans cette forêt ?,
Italian,Cosa ci fai in questa foresta?,
German,Was führt dich in den Wald?,
Spanish_Spain,¿Qué te trae a este bosque?,
Spanish_LATAM,¿Qué te trae a este bosque?,
Korean,이 숲에는 어떻게 왔나요?,
Russian,What brings you to this forest?,
Japanese,なぜこの森に来たの？,
Portuguese_Brazil,O que te traz a essa floresta?,
Chinese_Simplified,是什么让你来到这片森林的？,
Chinese_Traditional,你為什麼會來到這座森林呢？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0031-Choice,
English_US,Пока.,
Description,,
French,Au revoir.,
Italian,Arrivederci.,
German,Tschüss.,
Spanish_Spain,Adiós.,
Spanish_LATAM,Adiós.,
Korean,그럼 잘 가요.,
Russian,Bye.,
Japanese,じゃあね。,
Portuguese_Brazil,Tchau.,
Chinese_Simplified,再见。,
Chinese_Traditional,再見。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0032-Customer,
English_US,"Снынья на снынья, любимка.",
Description,"""Goodbye to you as well, my love.""<lf>From [0031-Choice]",
French,"Aau revooiir àà toi aaussii, maa chéériie.",
Italian,Arrivedeeerti a te belleeezza.,
German,"Träume über Träume, mei Lieb.",
Spanish_Spain,"Adiós a ti también, cariiiño.",
Spanish_LATAM,"Adiogasós a ti tambiegasén, carigasiño.",
Korean,"꿈결 같은 시간이 되길, 친구",
Russian,"Dreams 'pon dreams, m'love.",
Japanese,良いドリリームを、お姉さん。,
Portuguese_Brazil,"Sonhos y sonhos, meu bem.",
Chinese_Simplified,小姐姐你也再见哟。,
Chinese_Traditional,吾愛，再見。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0033-Customer,
English_US,"Утомленье, любимка. Это {{Aeon}} Варево?",
Description,"""Hmm, is this Aeon Brew?""",
French,Huum… c'est de l'iinfuusiion d'{{Aeon}} ?,
Italian,"Uuummhmm, fooosse queeesto l'infuuuso di {{Aeon}}?",
German,"Müd', mei Lieb. 'S ist {Aeon}}-Sud?",
Spanish_Spain,"Mmm, cariiiño... ¿Es esto infusión de {{Aeon}}?",
Spanish_LATAM,"Digasime, carigasiño... ¿Esto es una infusiogasón de {{Aeon}}?",
Korean,있잖아... 이게 {{Aeon}} 브루가 맞아?,
Russian,"Weary, m'love. T'is {{Aeon}} Brew?",
Japanese,何だか変ね。こレレが{{イーオン}}ティー？,
Portuguese_Brazil,"Cansaço, meu bem. É infusão de {{Aeon}}?",
Chinese_Simplified,嗨嗨，小姐姐你好呀。这是人家的{{Aeon}}调味茶吗？,
Chinese_Traditional,吾愛，怪也。此乃{{Aeon}}茶？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0034-Customer,
English_US,"Хмм... нет, думаеца что нетути. Что-тося отсутствует.",
Description,"""No, I don't think it is. Something's missing.""",
French,"Huum… noon, je ne croois paas. Il maanque queelque choose.",
Italian,"Pensereeebbi propriiio di no, ci mancaaasse una cooosa.",
German,"Mmmh …nein, ich deucht vielleicht 's nicht. Fehlt fei was Klein's.",
Spanish_Spain,"Mmm... no, creeeo que nooo. Le falta aaalgo.",
Spanish_LATAM,"Mmm... No, me paregasece que no. Le fagasalta agasalgo.",
Korean,흠... 아닌 것 같아. 뭔가가 빠져 있어.,
Russian,"Hmmm... no, it thinks perhapsn't. Somesuch missing.",
Japanese,フーン…違う気がすルル。何かが足リリない。,
Portuguese_Brazil,"Hmmm... não, acho que não. Falta algo.",
Chinese_Simplified,唔……好像不对吧。茶里少了些什么。,
Chinese_Traditional,嗯……好像不是。少了某樣東西。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0035-Customer,
English_US,Будет ли в силах твоих попробовать снова разочек?,
Description,"""Could you please remake it?""",
French,Tu poourraaiis le refaaiire ?,
Italian,Lo poteeessi rifaceeere?,
German,"In deiner Macht, 's fei noch neu zu proben?",
Spanish_Spain,¿Puedes volver a haceeerlo?,
Spanish_LATAM,¿Puegasedes preparagasarme ogasotra?,
Korean,혹시 다시 만들어줄 수 있어?,
Russian,Is it ch'yer power to be tryin' s'once more?,
Japanese,お姉さん、淹れ直してくレルルル？,
Portuguese_Brazil,Você poderia tentar outra vez?,
Chinese_Simplified,小姐姐你还能再做一杯吗？,
Chinese_Traditional,汝再次泡製，能否？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0036-Choice,
English_US,"Конечно, я попробую ещё раз.",
Description,,
French,"Bien sûr, je vais essayer.",
Italian,"Certo, ci riproverò.",
German,"Klar, ich versuch‘s noch mal.",
Spanish_Spain,"Claro, lo intentaré de nuevo.",
Spanish_LATAM,"Claro, ya te hago otra.",
Korean,물론이죠. 다시 해볼게요.,
Russian,"Sure, I'll try again.",
Japanese,わかった。やり直してみる。,
Portuguese_Brazil,"Claro, vou tentar de novo.",
Chinese_Simplified,当然，我再去试试。,
Chinese_Traditional,好，我會再試一次。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0037-Choice,
English_US,У нас его нет.,
Description,,
French,On n'en a pas.,
Italian,Non l'abbiamo.,
German,Damit kann ich nicht dienen.,
Spanish_Spain,No tenemos.,
Spanish_LATAM,No tenemos {{Aeon}}.,
Korean,재료가 없어요.,
Russian,We don't have it.,
Japanese,そのお茶はない。,
Portuguese_Brazil,Não temos.,
Chinese_Simplified,我们家没有这种茶。,
Chinese_Traditional,我們沒有。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0038-Customer,
English_US,Благодареньица на благодареньицах!,
Description,"""Thank you!""<lf>From [0036-Choice]",
French,Miille meerciis !,
Italian,Ringraziaaassi tanto.,
German,Dank über Dank!,
Spanish_Spain,¡Graaacias!,
Spanish_LATAM,¡Muchigasísimas gragasacias!,
Korean,정말 고마워!,
Russian,Thanks upon thanks!,
Japanese,あリリリがとう！,
Portuguese_Brazil,Graças y graças!,
Chinese_Simplified,太谢谢了！,
Chinese_Traditional,多謝！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0039-Customer,
English_US,"Не тревожься, любимка. Всё понимаеца! Благодареньица на благодареньицах!",
Description,"""That's fine, I understand. Thank you anyway!""<lf>From [0037-Choice]",
French,"Ne t'iinquiiète paas, maa chéériie. Et meercii quaand mêême !",
Italian,"Sta beeene, ringraziaaassi tanto.",
German,"Sorgenfrei, mei Lieb. All's is' verstanden! Dank über Dank!",
Spanish_Spain,"Vale, cariiiño. Entieeendo. ¡Graaacias de todos mooodos!",
Spanish_LATAM,"No hay problegasema, carigasiño. Entiegasendo. ¡Gragasacias de togasodos mogasodos!",
Korean,"걱정하지 마, 친구. 다 이해해! 어쨌든 고마워!",
Russian,"Need'nt worry, m'love. All's understanding! Thanks upon thanks!",
Japanese,それなララいいの。あリリがとう！,
Portuguese_Brazil,"Não se preocupe, meu bem. Está tudo certo! Graças y graças!",
Chinese_Simplified,没事的哟。人家完全理解！还是谢谢你哟！,
Chinese_Traditional,吾愛，毋需多慮。吾解之甚！多謝！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0040-Customer,
English_US,"Эйа, любимка. {{Aeon}} Варево, получится?",
Description,"""Hello, are you still able to make Aeon Brew?""",
French,"Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?",
Italian,"Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?",
German,"Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?",
Spanish_Spain,"Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?",
Spanish_LATAM,"Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",
Korean,저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,
Russian,"E'er, m'love. {{Aeon}} Brew, it does?",
Japanese,あの、お姉さん、{{イーオン}}ティーは？,
Portuguese_Brazil,"Olá, meu bem. Infusão de {{Aeon}}, farás?",
Chinese_Simplified,嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,
Chinese_Traditional,噫，吾愛。{{Aeon}}茶，汝泡製否？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0041-Alta,
English_US,"Хорошо, я скоро вернусь с твоим {{Aeon}} Варевом.",
Description,,
French,"Oui, je t'apporte de l'infusion d'{{Aeon}} dans un instant.",
Italian,"Certamente, tornerò con l'infuso di {{Aeon}} tra un attimo.",
German,Ich bin gleich wieder zurück – mit deinem{{Aeon}}-Sud.,
Spanish_Spain,"Está bien, volveré con tu infusión de {{Aeon}} dentro de un momento.",
Spanish_LATAM,Ya casi. Enseguida vuelvo con tu «infusiogasón de {{Aeon}}».,
Korean,"그럼요, {{Aeon}} 브루 금방 만들어올게요.",
Russian,"Right, I'll be back with your {{Aeon}} Brew in a moment.",
Japanese,そうだった。すぐに{{イーオン}}ティーを淹れてくるよ。,
Portuguese_Brazil,"Certo, já volto com a sua infusão de {{aeon}}.",
Chinese_Simplified,是的，您的{{Aeon}}调味茶马上就好。,
Chinese_Traditional,好，我很快就會泡好{{Aeon}}茶並端來給你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0042-Customer,
English_US,"Эйа, любимка. {{Aeon}} Варево, получится?",
Description,"""Hello, are you still able to make Aeon Brew?""",
French,"Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?",
Italian,"Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?",
German,"Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?",
Spanish_Spain,"Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?",
Spanish_LATAM,"Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",
Korean,저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,
Russian,"E'er, m'love. {{Aeon}} Brew, it does?",
Japanese,あの、お姉さん、{{イーオン}}ティーは？,
Portuguese_Brazil,"Olá, meu bem. Infusão de {{Aeon}}, farás?",
Chinese_Simplified,嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,
Chinese_Traditional,噫，吾愛。{{Aeon}}茶，汝泡製否？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0043-Alta,
English_US,"Хорошо, я скоро вернусь с твоим {{Aeon}} Варевом.",
Description,,
French,"Oui, je t'apporte de l'infusion d'{{Aeon}} dans un instant.",
Italian,"Certamente, tornerò con l'infuso di {{Aeon}} tra un attimo.",
German,Ich bin gleich wieder zurück – mit deinem{{Aeon}}-Sud.,
Spanish_Spain,"Está bien, volveré con tu infusión de {{Aeon}} dentro de un momento.",
Spanish_LATAM,Ya casi. Enseguida vuelvo con tu «infusiogasón de {{Aeon}}».,
Korean,"그럼요, {{Aeon}} 브루 금방 만들어올게요.",
Russian,"Right, I'll be back with your {{Aeon}} Brew in a moment.",
Japanese,そうだった。すぐに{{イーオン}}ティーを淹れてくるよ。,
Portuguese_Brazil,"Certo, já volto com a sua infusão de {{aeon}}.",
Chinese_Simplified,是的，您的{{Aeon}}调味茶马上就好。,
Chinese_Traditional,好，我很快就會泡好{{Aeon}}茶並端來給你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0044-Customer,
English_US,"Эйа, любимка. {{Aeon}} Варево, получится?",
Description,"""Hello, are you still able to make Aeon Brew?""",
French,"Saalut, maa chéériie ! Tu saaiis tooujours faaiire de l'iinfuusiion d'{{Aeon}} ?",
Italian,"Salutaaassi, poteeessi faceeere l'infuuuso di {{Aeon}}?",
German,"Alle', mei Lieb. {{Aeon}}-Sud, wenn'st kannst?",
Spanish_Spain,"Cariiiño, ¿de verdad puedes haceeerme una infusión de {{Aeon}}?",
Spanish_LATAM,"Carigasiño, ¿ya me preparagasaste la infusiogasón de {{Aeon}}?",
Korean,저기... {{Aeon}} 브루 아직 만들어줄 수 있어?,
Russian,"E'er, m'love. {{Aeon}} Brew, it does?",
Japanese,あの、お姉さん、{{イーオン}}ティーは？,
Portuguese_Brazil,"Olá, meu bem. Infusão de {{Aeon}}, farás?",
Chinese_Simplified,嗨嗨，小姐姐。人家的{{Aeon}}调味茶还在做吗？,
Chinese_Traditional,噫，吾愛。{{Aeon}}茶，汝泡製否？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0045-Alta,
English_US,"О, эта чашка грязная. Позволь мне её помыть.",
Description,,
French,"Oh, cette tasse est sale. Je vais la laver.",
Italian,"Uh, questa tazza è sporca. Vado a pulirla.",
German,"Oh, diese Tasse ist dreckig. Lass sie mich schnell abwaschen gehen.",
Spanish_Spain,"Ah, esta taza está sucia. Iré a lavarla.",
Spanish_LATAM,"Uy, la taza está sucia. Ahora la lavo.",
Korean,"이런, 잔이 너무 더럽군요. 가서 닦아야겠어요.",
Russian,"Oh, this cup is dirty. Let me go clean it.",
Japanese,おっと、このカップは汚れてるね。洗ってくるよ。,
Portuguese_Brazil,"Ah, essa xícara está suja. Deixa eu ir lavar.",
Chinese_Simplified,哦，这个杯子是脏的。我去洗干净。,
Chinese_Traditional,噢，這杯子好髒。我去清洗一下。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0046-Customer,
English_US,"Ах, зовеньица к прелестным древо-рощам. Такося мы из Старого {{Aeon}} приходим впередь-сюда, довольно частенько.",
Description,"""Ah, I am called here by the forest. We of Old Aeon often come here.""<lf>From [0030-Choice]",
French,"Aah, c'est laa foorêt qui m'aappeelle. Noous aautres du viieiil {{Aeon}} venoons iicii soouveent.",
Italian,"Ah, la foreeesta mi chamaaasse. La geeente del Vecchiiio {{Aeon}} vienisseeero sempre quuua.",
German,"Aah, gerufen aus 's alten Baumes Wald. 'S so, er ruft uns fei vielfach, uns von Alt-{{Aeon}}.",
Spanish_Spain,"Ah, el booosque me llama. Los habitaaantes de {{Aeon}} solemos venir por estos laaares.",
Spanish_LATAM,El bogasosque me llagasama. Quiegasenes venigasimos del remogasoto {{Aeon}} solegasemos visitagasar este lugagasar.,
Korean,"아, 숲이 불러서 온 거야. 옛 {{Aeon}} 백성인 우리는 이곳에 자주 와.",
Russian,"Ahh, callings 'pon lovely tree-woods. So's us of Old {{Aeon}} comes forth-toward, quite oftenlike.",
Japanese,ああ、森の木々に呼ばレレたの。私たち“古のイーオン”の民はよくここへ来ルル。,
Portuguese_Brazil,"Ah, chamamentos amados da mata. Assim, nós, {{Aeon}} Ancestral surgimos, com muita frequência.",
Chinese_Simplified,啊，当然是因为森林的召唤。我们古{{Aeon}}人可是经常到森林里来的。,
Chinese_Traditional,嗟夫，此林召吾來此。吾輩老{{Aeon}}頻繁來此。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0047-Customer,
English_US,"Не можеца помочь, нет! Не остановиться даже если желательно! Эти древо-рощи наивожделеннейшие, воиста.",
Description,"""We can't help it! Couldn't stop coming here even if we tried! The forest draws us in.""",
French,On ne peeut paas s'en empêêcher ! On viiendraaiit iicii mêême sii on noous en empêêchaaîît. Laa foorêt noous aattiire.,
Italian,Non ci potessiiimo faceeere niente! Fossiiimo attiraaati dalla foreeesta.,
German,"S hilft nichts 'gegen, nein! Ruft Baumes Wald, 's muss kommen! 'S zieht an uns, der Baumes Wald, ganz wahr, ganz wahr.",
Spanish_Spain,¡No podemos evitaaarlo! ¡No podemos evitaaarlo aunque lo intenteeemos! El bosque nos atraaae.,
Spanish_LATAM,¡No podegasemos evitagasarlo! ¡Ni siquiegasera si lo intentagasamos! El bogasosque nos atragasae.,
Korean,어쩔 수 없는걸! 발이 저절로 움직여! 숲이 우리를 끌어당기니까.,
Russian,"Can't helps it, no! Couldn't stops if trulywanted! Tis tree-woods most coveted, indeed.",
Japanese,イヤとは言えないの！ 心の底から呼ばレルルから！ 森に引き寄せラレルル。,
Portuguese_Brazil,"Impossível evitar! Não poderia evitar mesmo que quisesse! A mata nos chama, verdade.",
Chinese_Simplified,我们情不自禁哟！想忍也忍不住呢！森林是大家的心之向往。,
Chinese_Traditional,控制無法！停止，亦無法！此林召吾輩，確也。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0048-Customer,
English_US,"Чувствуеца ли это, да? ""Тяготельность"" любимка, она волнует мое сердце.",
Description,"""You feel it too, don't you? A sense of being ""pulled"" to this place?""",
French,"Tu le sens aaussii, n'est-ce paas ? Comme une aattraactiion jusqu'iicii.",
Italian,La sentiiissi puuure tu? L'attrattivaziooone della foreeesta?,
German,"Mei Lieb greift's auch, kja? Das Zieh'n, mei Lieb, 's bringt Herzbeben.",
Spanish_Spain,¿Tú también lo sieeentes? ¿Como una fuerza de atracción a este lugaaar?,
Spanish_LATAM,¿Tambiegasén la siegasentes? ¿Como una fuegaserza de atracciogasón a este sigasitio?,
Korean,너도 느끼지 않아? 마음을 흔드는 뭔가의 '끌어당김'.,
Russian,"Ch'yer feelings it, yes? The ""pulling-ness"" m'love, it stirs m'heart.",
Japanese,感じない？ “グイグイ”の感覚。心がザワつくの。,
Portuguese_Brazil,"Você sente, não? O ""puxão"", meu bem, move meu coração.",
Chinese_Simplified,小姐姐你也感受到了吧？你也感受到了森林里那股吸引人心的力量。,
Chinese_Traditional,汝亦有此感應，是否？吾愛，「拉扯」之感應，攪亂吾心。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0049-Alta,
English_US,"""Тяготельность""??",
Description,This is just Alta repeating whatever word Stargirl used in the previous line,
French,"Une ""attraction"" ?",
Italian,"""Attrattivaziooone""?",
German,„Das Zieh'n“?,
Spanish_Spain,"¿""Una fuerza de atracción""?",
Spanish_LATAM,¿«Fuegaserza de atracciogasón»?,
Korean,끌어당김'이라고요??,
Russian,"""Pulling-ness""??",
Japanese,“グイグイ”だって？,
Portuguese_Brazil,"""Puxão""??",
Chinese_Simplified,“吸引人心的力量”？？,
Chinese_Traditional,「拉扯」？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0050-Customer,
English_US,Чувствуеца ли тебея тоже? Тяготение? Разрывание?,
Description,"""Do you feel it as well? A force that tears things apart?""",
French,Tu laa seens aaussii ? Ceette foorce quii dééchiire toout ?,
Italian,"La sentiiissi, l'attrattivaziooone, la forza distruttivaaante?",
German,"Greift's auch, bei dir? Das Ziehen? Das Reißen?",
Spanish_Spain,¿Tú también lo sieeentes? ¿Una fueeerza que atrae las cooosas?,
Spanish_LATAM,¿Tambiegasén la siegasentes? ¿Una energigasía que atragasae las cogasosas?,
Korean,너도 느껴져? 끌어당기는 힘. 그리고 찢어내는 힘.,
Russian,Ch'ya feels it too? The pulling? The ripping?,
Japanese,お姉さんも感じルル？ グイグイ？ ビリリビリリ？ ,
Portuguese_Brazil,Você também sente? O repuxo? O arrebatamento?,
Chinese_Simplified,你果然也感觉到了？那股吸引力？那股摄人心魄的力量？,
Chinese_Traditional,汝亦感應，是否？拉扯？撕裂？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0051-Customer,
English_US,"Тамось части меня, отторгнуты. Сделаны обломками.",
Description,"""Pieces of myself have been torn from me.""",
French,Elle m'aa aarraaché des moorceaaux de mooii-mêême.,
Italian,Mi prendeeesse dei peeezzi di me.,
German,"S zieht Teilchenlein ab, reißt sehr. Macht Brüche.",
Spanish_Spain,Me ha arrancaaado trozos de mííí.,
Spanish_LATAM,Arrancogasó trogasozos de mí. Me fragmentogasó.,
Korean,내 일부도 찢겨나갔어. 분열된 거야.,
Russian,"Tw'ere pieces of m'self, removed from. Made fragment.",
Japanese,自分の一部が引き裂かレルル。バララバララに。,
Portuguese_Brazil,"Partes minhas, removidas. Viraram fragmentos.",
Chinese_Simplified,人家觉得自己的灵魂都被勾走了。那股力量就是心之所向。,
Chinese_Traditional,吾之碎片已遭撕去。破碎成片。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0052-Customer,
English_US,"Чувствуеца всюдуся здесь, так я. Да-с.",
Description,"""I can feel it everywhere out here.""",
French,Je laa seens paartoout paar iicii.,
Italian,La sentiiissi da tuuutte le paaarti.,
German,"S merken alle hier, ja, ganz. Kja.",
Spanish_Spain,Lo siento por todas paaartes.,
Spanish_LATAM,Puegasedo sentigasirla en togasodas pagasartes por aquí.,
Korean,이곳 사방에서 느껴져. 정말이야.,
Russian,"Feels it all 'bout here, I does. Yes'm.",
Japanese,ここにいると感じルル。強く強く。,
Portuguese_Brazil,Sinto por tudo aqui. Sim.,
Chinese_Simplified,就在这块地方，处处散发着这样的魅力。,
Chinese_Traditional,此地，具吾之碎片，吾感應。確也。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0053-Choice,
English_US,Что ты собираешься делать здесь?,
Description,,
French,Que viens-tu faire ici ?,
Italian,Cosa sei venuta a fare qui?,
German,Was willst du hier machen?,
Spanish_Spain,¿Qué has venido a hacer aquí?,
Spanish_LATAM,¿A qué viniste a este lugar?,
Korean,"그럼, 여기서 뭘 하시려고요?",
Russian,What are you here to do?,
Japanese,ここには何をしに来た？,
Portuguese_Brazil,O que você veio fazer aqui?,
Chinese_Simplified,你到这里来要做什么？,
Chinese_Traditional,你要在這做什麼呢？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0054-Choice,
English_US,"Почему здесь есть ""тяготельность""?",
Description,"Again, just repeating the word Stargirl used previously.",
French,"Pourquoi y aurait-il y une ""attraction"" ?",
Italian,"Perché c'è una ""attrattivazione"" qui?",
German,Warum ist hier dieses „Zieh'n“?,
Spanish_Spain,"¿Por qué hay una ""fuerza de atracción"" aquí?",
Spanish_LATAM,¿Qué quieres decir con eso de «fuegaserza de atracciogasón»?,
Korean,이곳에는 왜 '끌어당김'이 존재하는 거죠?,
Russian,"Why is there a ""pulling-ness"" here?",
Japanese,なぜここには“グイグイ”がある？,
Portuguese_Brazil,"Por que existe um ""puxão"" aqui?",
Chinese_Simplified,为什么这里会有“吸引人心的力量”？,
Chinese_Traditional,這裡為什麼能夠「拉扯」？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0055-Customer,
English_US,"Делатенька? Отчего благостно, только здесь пребывания!",
Description,"""To do? Why, I'm here just to be here?""<lf>From [0053-Choice]",
French,Faiire iicii ? Poourquoii je suuiis iicii juuste pour êêtre iicii ?,
Italian,A faceeere? Fooossi quuua giuuusto per stessiiimi quuua.,
German,"Hier machen? 'Gütlichkeit, nur sein!",
Spanish_Spain,¿Que qué haaago aquí? ¡Yo solo estoooy aquí!,
Spanish_LATAM,"¿A qué vigasine? ¡Nagasada más estogasoy aquí, carigasiño!",
Korean,하긴 뭘 해? 그냥 있으려고 온 거야.,
Russian,"T' do? Why goodnessly, only's here t' be!",
Japanese,“何をしに”？ もちろん、ここにいルルため！,
Portuguese_Brazil,"Fazer? Minha nossa, só vim para ser!",
Chinese_Simplified,做什么？我的使命就是来到这里呀！,
Chinese_Traditional,做？怪哉，吾唯在此，何當做？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0056-Customer,
English_US,"Только пребыватенька, да. Воиста, желается пребывать здесь многие проходящие дни.",
Description,"""Just to be here, yes. In fact I hope to just be here for quite a while.""",
French,"Juuste poour êêtre iicii, ouii. En faaiit, j'eespèère êêtre iicii poour uun mooment.",
Italian,Giuuusto per stessiiimi quuua. E sperassiiimo puuure di rimaneeesse.,
German,"Nur sein, ja. In den Taten, will nur sein, viel' lange Tage lang.",
Spanish_Spain,"Solo estoooy aquí, sí. Y espero estaaar aquí un buen raaato más.",
Spanish_LATAM,Estogasoy aquí por el hegasecho de estagasar aquí. Y espegasero estagasar aquí por un lagasargo tiegasempo.,
Korean,그냥 여기 있으려고. 사실 여기서 꽤 오랫동안 그냥 있고 싶어.,
Russian,"Just t' be, yes. Indeedwell, wishes t' be here for's many passing days.",
Japanese,そう、ただここに留まリリたいの。ずっとずっと、ここで過ごしたい。,
Portuguese_Brazil,"Apenas ser, sim. Certamente, desejo ser aqui por muitos dias que virão.",
Chinese_Simplified,来到这里，是的。其实呀，人家早就想到这里来了哟。,
Chinese_Traditional,為在此，確也。確也，吾願在此數日。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0057-Customer,
English_US,"Это всё, что мы хочим, мы. Чувствоватенька что древнее тяготение делает для нежных сердцесветов.",
Description,"""It's all any of us want. To feel that ancient sense of ""pulling"" on my heart.""",
French,C'est ce quee noous vooulons touus. Resseentiir ceette aancestraale aattraactiion daans noos cœœurs.,
Italian,Tuuutti volessimo sentisse l'antiiica attrattivaziooone nel cuooore.,
German,"Mehr will's nicht, keiner unserer. Fühlen's Zieh'n an unser Herzenglüh'n.",
Spanish_Spain,Es lo que quereeemos. Sentir esa fuerza de atracción antiiigua en el corazón.,
Spanish_LATAM,Es lo que togasodo el mugasundo bugasusca: sentigasir esa antigasigua fuegaserza de atracciogasón en el corazogasón.,
Korean,우리 모두가 원하는 거잖아. '끌어당김'이라는 오래된 감각을 느끼는 것.,
Russian,"Is all's we everwanting, us. T' feels what ancient pulling does'fer tender heartsglow.",
Japanese,そレレだけが私たちの願い。古の“グイグイ”を心で感じたい。,
Portuguese_Brazil,É tudo que queremos. Sentir o que o puxão ancestral faz no coração.,
Chinese_Simplified,大家都是这样的哟。能感受到内心的那股吸引力就足够了。,
Chinese_Traditional,吾輩當想望。想望遠古之力拉扯吾心。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando03_RAW-0058-Customer,
English_US,"Необходимоподобное, да? Обломок что держит всё-всякое вместе.",
Description,"""It's necessary, isn't it? Fragmentation is what holds everything together.""",
French,"C'eest néécessaaiire, noon ? Laa fraagmentaatiion eest ce quii reetiient toout rééuunii.",
Italian,La frammentaziooone ci tenesse legaaati.,
German,"Ganz wichtig, kja? Bruch's was all-jedemding zusammenzieht.",
