key,source,Translation
French,C'est ce qu'ils cherchent. Ils y sont attirés. Ils la cherchent depuis longtemps. \n <Zenith>Depuis très longtemps.</>,
Italian,La cercano. Sono attratti. Cercano da molto tempo. \n <Zenith>Molto tempo.</>,
German,Sie suchen es. Es ruft sie. Sie suchen es schon seit langer Zeit. \n <Zenith>Einer sehr langen Zeit.</>,
Spanish_Spain,Buscan esto. Están llamados a ello. Han estado buscando durante mucho tiempo. \n <Zenith>Mucho tiempo.</>,
Spanish_LATAM,Buscan esto. Están llamados a ello. Han estado buscando durante mucho tiempo. \n <Zenith>Mucho tiempo.</>,
Korean,그들은 이것을 추구했고. 이것은 그들을 불렀지. 그들은 오랫동안 이것을 찾아다녔어. \n <Zenith>아주 오랫동안.</>,
Russian,They seek this. They are called to it. They have been searching for a long time. \n <Zenith>A very long time.</>,
Japanese,彼らは、それを追い求めてイマス。呼ばれているように。長いこと探し続けてイル。 \n <Zenith>ズットズット。</>,
Portuguese_Brazil,Eles procuram isso. São chamados até lá. Eles estão procurando há muito tempo. \n <Zenith>Há muito tempo.</>,
Chinese_Simplified,他们寻找那个地方。视之为天命。他们的追寻已经持续了许久。 \n <Zenith>天长地久。</>,
Chinese_Traditional,這是他們找尋的對象。他們被它召喚。他們找了好長一段時間。\n<Zenith>好長一段時間。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0055-Zenith,
English_US,"Мы в восторге от. Этого квеста. Мы очень надеемся, что они преуспеют. \n <Zenith>В восторге!</>",
Description,,
French,Nous trouvons cela délicieux. Cette quête. Nous espérons vraiment qu'ils vont réussir. \n <Zenith>Délicieux !</>,
Italian,Ci sembra deliziosa. Questa ricerca. Ci auguriamo vivamente che ci riescano. \n <Zenith>Deliziosa!</>,
German,"Uns erfüllt diese Aufgabe. Mit Wonne. Wir hoffen sehr, dass sie Erfolg haben. \n <Zenith>Wonne!</>",
Spanish_Spain,Estamos encantadas. Por esta búsqueda. Deseamos mucho que lo consigan. \n <Zenith>¡Encantadas!</>,
Spanish_LATAM,Estamos encantadas. Por esta búsqueda. Esperamos que lo consigan. \n <Zenith>¡Encantadas!</>,
Korean,이런 탐색의 여정이. 정말 근사하더구나. 그들이 꼭 성공하길 바라고 있단다. \n <Zenith>근사해!</>,
Russian,We are delighted by. This quest. We hope very much that they succeed. \n <Zenith>Delighted!</>,
Japanese,ワタシタチは楽しイ。この冒険。彼らの成功を心から望んでイマス。 \n <Zenith>タノシイ！</>,
Portuguese_Brazil,Essa missão. Nos encanta. Esperamos que eles consigam. \n <Zenith>Encanta!</>,
Chinese_Simplified,他们的追寻。让我等感到妙不可言。我等衷心希望他们能得愿所偿。 \n <Zenith>妙不可言！</>,
Chinese_Traditional,這樁任務。令我們喜悅。我們非常希望他們能成功。\n<Zenith>喜悅！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0056-Alta,
English_US,"Ну, эм, хочешь чаю?",
Description,,
French,"Bon, euh… tu veux du thé ?",
Italian,"Bene, ecco… vuoi un tè?",
German,"Nun, ähm, wollt ihr etwas Tee?",
Spanish_Spain,"Bueno, eh, ¿quieres té?",
Spanish_LATAM,"Sí, bueno, eh... ¿Quieres té?",
Korean,그렇구나. 그나저나 차 드실래요?,
Russian,"Well, um, would you like tea?",
Japanese,そうか、ええと、お茶はどう？,
Portuguese_Brazil,"Bem, ahm, gostaria de chá?",
Chinese_Simplified,好吧，你们想喝茶吗？,
Chinese_Traditional,呃，你們想喝茶嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0057-Zenith,
English_US,"""Чай""?? \n <Zenith>""Чай""??!?!</>",
Description,,
French,"Du ""thé"" ?? \n <Zenith>Du ""thé"" ??!?!</>",
Italian,"Un ""tè""? \n <Zenith>Un ""tè""?!?!</>",
German,„Tee“? \n <Zenith>„Tee“?</>,
Spanish_Spain,"¿""Té""? \n <Zenith>¿¡¿¡""Té""!?!?</>",
Spanish_LATAM,¿«Té»? \n <Zenith>¡¿«Té»?!</>,
Korean,'차'?? \n <Zenith>'차'라고??!?!</>,
Russian,"""Tea""?? \n <Zenith>""Tea""??!?!</>",
Japanese,“お茶”？ \n <Zenith>“オチャ”？！？！</>,
Portuguese_Brazil,"""Chá""?? \n <Zenith>""Chá""??!?!</>",
Chinese_Simplified,“茶”？？ \n <Zenith>“茶”？？！？！</>,
Chinese_Traditional,「茶」？？\n<Zenith>「茶」？？！？！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0058-Zenith,
English_US,"Мы ещё не встречали ""чай"". В этой реальности. Что это? \n <Zenith>Опиши его.</>",
Description,,
French,"Nous n'avons pas encore rencontré le ""thé"". Dans cette réalité. Qu'est-ce que c'est ? \n <Zenith>Décris-le.</>",
Italian,"Non abbiamo ancora incontrato il ""tè"". In questa realtà. Che cos'è? \n <Zenith>Descrivilo.</>",
German,„Tee“ sind wir noch nicht begegnet. In dieser Realität. Was ist es? \n <Zenith>Beschreibe es.</>,
Spanish_Spain,"Todavía no nos hemos encontrado con el ""té"". En esta realidad. ¿Qué es? \n <Zenith>Descríbelo.</>",
Spanish_LATAM,Todavía no nos hemos encontrado con el «té». En esta realidad. ¿Qué es? \n <Zenith>Descríbelo.</>,
Korean,아직 이 차원에서 '차'라는 건. 만나보지 못했는데. 그게 뭐니? \n <Zenith>설명해 주렴.</>,
Russian,"We have not yet encountered ""tea."" In this reality. What is it? \n <Zenith>Describe it.</>",
Japanese,“お茶”というものは見たことがアリマセン。この現実では。何デスカ？ \n <Zenith>オシエテ。</>,
Portuguese_Brazil,"Ainda não encontramos ""chá"". Nesta realidade. O que é? \n <Zenith>Descreva.</>",
Chinese_Simplified,在此位面。我等尚未品鉴过“茶”。那是什么？ \n <Zenith>请解释。</>,
Chinese_Traditional,在這個時空。我們還沒遇過「茶」。那是什麼？\n<Zenith>請說明。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0059-Alta,
English_US,"Это, эм... это просто горячая вода с некоторыми ингредиентами в ней.",
Description,,
French,"C'est, hum… c'est juste de l'eau chaude avec des ingrédients dedans.",
Italian,È... è solo acqua calda con degli ingredienti dentro.,
German,"Es ist, ähm …einfach heißes Wasser mit ein paar Zutaten drin.",
Spanish_Spain,Es... es solo agua caliente con algunos ingredientes.,
Spanish_LATAM,Es... Es agua caliente con algunos ingredientes nomás.,
Korean,"그건, 어... 재료를 넣어서 우린 뜨거운 물이에요.",
Russian,"It's, um... it's just hot water with some ingredients in it.",
Japanese,お茶というのは、ただ… お湯にいろんな材料を入れたものだ。,
Portuguese_Brazil,"É, ahm... é só água quente com alguns ingredientes.",
Chinese_Simplified,茶就是……就是用热水冲泡原料制成的饮品。,
Chinese_Traditional,就是，呃……熱水中加入一些材料。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0060-Zenith,
English_US,"О! Да, мы слышали об этом! Это называется КОФЕ! \n <Zenith>Кофе!</>",
Description,,
French,"Oh ! Oui, nous en avons entendu parler ! Ça s'appelle du CAFÉ ! \n <Zenith>Café !</>",
Italian,"OH! Sì, ne abbiamo sentito parlare! Si chiama CAFFÈ! \n <Zenith>Caffè!</>",
German,"Oh! Ja, davon haben wir gehört! Es heißt KAFFEE! \n <Zenith>Kaffee!</>",
Spanish_Spain,"¡Oh! ¡Sí, hemos oído hablar de eso! ¡Se llama café! \n <Zenith>¡Café!</>",
Spanish_LATAM,"¡Ah! ¡Sí, escuchamos hablar de eso! ¡Se llama CAFÉ! \n <Zenith>¡Café!</>",
Korean,"아! 그래, 우리도 들어봤어! 커피라는 거잖니! \n <Zenith>커피!</>",
Russian,"Oh! Yes, we have heard of this! It is called COFFEE! \n <Zenith>Coffee!</>",
Japanese,ああ！ 聞いたことがアリマス！ コーヒーというものデスネ！ \n <Zenith>コーヒー！</>,
Portuguese_Brazil,"Ah! Sim, ouvimos falar disso! Se chama CAFÉ! \n <Zenith>Café!</>",
Chinese_Simplified,哦！原来如此，我等曾听说过！茶就是“咖啡”！ \n <Zenith>咖啡！</>,
Chinese_Traditional,噢！對，我們聽過！那叫作咖啡！\n<Zenith>咖啡！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0061-Zenith,
English_US,Деловые Люди говорили о нём. С любовью! Много раз! \n <Zenith>Великая любовь!</>,
Description,,
French,Les hommes des affaires en ont parlé. Affectueusement ! De nombreuses fois ! \n <Zenith>Un grand amour !</>,
Italian,Ne hanno parlato gli Uomini degli Affari. Con affetto! Molte volte! \n <Zenith>Un grande amore!</>,
German,Die Männer des Geschäfts haben davon. Liebevoll gesprochen! Sehr oft! \n <Zenith>Eine große Liebe!</>,
Spanish_Spain,Los hombres de negocios han hablado de ello. ¡Afectuosamente! ¡Muchas veces! \n <Zenith>¡Un gran amor!</>,
Spanish_LATAM,Los hombres de negocios han hablado de ello. ¡Con entusiasmo! ¡Muchas veces! \n <Zenith>¡Un gran amor!</>,
Korean,회사원들이 얘기하더구나. 아주 호의적으로! 여러 번이나! \n <Zenith>무척 좋아했지!</>,
Russian,The Men of Business have spoken of it. Fondly! Many times! \n <Zenith>A great love!</>,
Japanese,カイシャの方々が話してイマシタ。嬉しそうに！ 何度も！ \n <Zenith>ダイスキ！</>,
Portuguese_Brazil,Os Homens de Negócios falaram dele. Com ternura! Muitas vezes! \n <Zenith>Um grande amor!</>,
Chinese_Simplified,那群商界人士经常提起咖啡。说它很好喝！不厌其烦！ \n <Zenith>钟爱之物！</>,
Chinese_Traditional,做生意的人有提過。開心地提過！很多次！\n<Zenith>超級喜愛！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0062-Alta,
English_US,"Нет, нет, нет, кофе это другое. У нас нет кофе. Только чай.",
Description,,
French,"Non, non, non, le café c'est autre chose. On n'a pas de café. Seulement du thé.",
Italian,"No, no, il caffè è un'altra cosa. Non abbiamo il caffè. Abbiamo solo il tè.",
German,"Nein, nein, nein. Kaffee ist etwas anderes. Wir haben keinen Kaffee. Nur Tee.",
Spanish_Spain,"No, no, no, el café es otra cosa. No tenemos café. Solo té.",
Spanish_LATAM,"No, no, no. El café es otra cosa. No tenemos café. Solo té.",
Korean,"아뇨, 커피는 다른 거예요. 커피는 안 돼요. 여긴 차밖에 없어요.",
Russian,"No no no, coffee is a different thing. We don't have coffee. Only tea.",
Japanese,いやいや、それは別物だよ。うちにはコーヒーはない。お茶だけだ。,
Portuguese_Brazil,"Não, não, não, café é outra coisa. Não temos café. Só chá.",
Chinese_Simplified,不不不，咖啡是别的东西。本店没有咖啡。只有茶。,
Chinese_Traditional,不不不，咖啡是另一種東西。我們沒有咖啡。只有茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0063-Zenith,
English_US,Интригующе. \n <Zenith>Интригующе!</>,
Description,,
French,Intriguant. \n <Zenith>Intriguant !</>,
Italian,Intrigante. \n <Zenith>Intrigante!</>,
German,Faszinierend. \n <Zenith>Faszinierend!</>,
Spanish_Spain,Intrigante. \n <Zenith>¡Intrigante!</>,
Spanish_LATAM,Intrigante. \n <Zenith>¡Intrigante!</>,
Korean,호기심이 생기는구나. \n <Zenith>궁금해!</>,
Russian,Intriguing. \n <Zenith>Intriguing!</>,
Japanese,不思議デスネ。 \n <Zenith>フッシギー！</>,
Portuguese_Brazil,Intrigante. \n <Zenith>Intrigante!</>,
Chinese_Simplified,有趣。 \n <Zenith>实在有趣！</>,
Chinese_Traditional,真有趣。\n<Zenith>有趣！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0064-Zenith,
English_US,"Мы должны узнать больше. Пожалуйста, принеси нам ""чай"". \n <Zenith>Пожалуйста!</>",
Description,,
French,"Nous devons en savoir plus. S'il te plaît, apporte-nous du ""thé"". \n <Zenith>S'il te plaît !</>",
Italian,"Dobbiamo saperne di più. Per favore, portaci il ""tè"". \n <Zenith>Per favore!</>",
German,"Mir müssen mehr erfahren. Bitte, bring uns „Tee“. \n <Zenith>Bitte!</>",
Spanish_Spain,"Debemos saber más. Por favor, tráenos ""té"". \n <Zenith>¡Por favor!</>",
Spanish_LATAM,"Debemos saber más. Por favor, tráenos «té». \n <Zenith>¡Por favor!</>",
Korean,더 알아봐야겠다. '차'라는 걸 갖다주렴. \n <Zenith>부탁할게!</>,
Russian,"We must know more. Please, bring us ""tea"". \n <Zenith>Please!</>",
Japanese,もっと知らなくては。では、“お茶”をお願いシマス。 \n <Zenith>オネガイ！</>,
Portuguese_Brazil,"Precisamos saber mais. Por favor, nos traga ""chá"". \n <Zenith>Por favor!</>",
Chinese_Simplified,我等必须更深入地了解。请给我们“茶”。 \n <Zenith>有劳！</>,
Chinese_Traditional,我們必須深入瞭解。請給我們「茶」。\n<Zenith>麻煩了！</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0065-Alta,
English_US,"Хорошо, какой вкус ты хочешь? Я могу добавить любой ингредиент сюда в чай.",
Description,,
French,"OK, quelle saveur tu désires ? Je peux mettre n'importe quel ingrédient dans le thé.",
Italian,"D'accordo, che gusto vuoi? Posso mettere qualsiasi ingrediente nel tè.",
German,Okay! Welchen Geschmack möchtet ihr? Ich kann alle Zutaten in den Tee machen.,
Spanish_Spain,"Vale, ¿qué tipo de sabor quieres? Puedo poner cualquier ingrediente en el té.",
Spanish_LATAM,"Bien, ¿qué tipo de sabor quieres? Puedo poner cualquier ingrediente en el té.",
Korean,"좋아요, 어떤 맛으로 하실래요? 차에는 어떤 재료라도 넣을 수 있어요.",
Russian,"Okay, what kind of flavor do you want? I can put any ingredient here into the tea.",
Japanese,了解。お望みのフレーバーは？ うちではどんな材料でも、お茶に入れられるよ。 ,
Portuguese_Brazil,"Tá bem, que tipo de sabor você quer? Posso colocar qualquer ingrediente no chá.",
Chinese_Simplified,好的，你想喝哪种味道的茶？想往茶里加什么都行。,
Chinese_Traditional,好，你想要什麼口味的茶？泡茶的時候可以放入任何材料。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0066-Zenith,
English_US,Любой ингредиент?,
Description,,
French,N'importe quel ingrédient ?,
Italian,Qualsiasi ingrediente?,
German,Tatsächlich alle Zutaten?,
Spanish_Spain,¿Cualquier ingrediente?,
Spanish_LATAM,¿Cualquier ingrediente?,
Korean,넣고 싶은 재료 있어요?,
Russian,Any ingredient at all?,
Japanese,どんな材料デモ？,
Portuguese_Brazil,Qual ingrediente mesmo?,
Chinese_Simplified,任何东西都可以？,
Chinese_Traditional,任何材料都可以？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0067-Zenith,
English_US,Как увлекательно. Какой вкус. Мы желаем? \n <Zenith>Желаем?</>,
Description,,
French,Comme c'est fascinant. Quelle saveur. Nous désirons ? \n <Zenith>Désirons ?</>,
Italian,Affascinante. Che gusto. Desideriamo? \n <Zenith>Desideriamo?</>,
German,Wie faszinierend. Welchen Geschmack. Wünschen wir uns? \n <Zenith>Begehren?</>,
Spanish_Spain,Qué fascinante. ¿Qué sabor? ¿Deseamos? \n <Zenith>¿Deseo?</>,
Spanish_LATAM,Fascinante. ¿Qué sabor? ¿Deseamos? \n <Zenith>¿Deseo?</>,
Korean,무척 흥미롭구나. 무슨 맛을. 원하냐고? \n <Zenith>바라냐고?</>,
Russian,How fascinating. What flavor. Do we wish for? \n <Zenith>Desire?</>,
Japanese,スバラシイ。何デショウ。ワタシタチの望みは？ \n <Zenith>ナニホシイ？</>,
Portuguese_Brazil,Que fascinante. Que sabor. Nós queremos? \n <Zenith>Desejo?</>,
Chinese_Simplified,真是令人着迷。我等要喝。何种味道的茶呢？ \n <Zenith>所欲为何？</>,
Chinese_Traditional,多妙啊。我們想要喝。什麼口味？\n<Zenith>渴望？</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0068-Zenith,
English_US,Мы хотим. Вкус чего-то. Что имеет ценность. \n <Zenith>Ценное.</>,
Description,"""valuable"" in this sense could mean financial value, but also potentially emotional value. Leaving it vague is preferred.",
French,Nous désirons. La saveur de quelque chose. De valeur. \n <Zenith>De valeur.</>,
Italian,Desideriamo. Il sapore di qualcosa. Di valore. \n <Zenith>Di valore.</>,
German,Wir wünschen uns. Den Geschmack von etwas. Das wertvoll ist. \n <Zenith>Wertvoll.</>,
Spanish_Spain,Deseamos. El sabor de algo. De valor. \n <Zenith>Valioso.</>,
Spanish_LATAM,Deseamos. El sabor de algo. De valor. \n <Zenith>Valioso.</>,
Korean,우리가 원하는 건. 가치 있는 무언가의. 맛이란다. \n <Zenith>가치 있는 것.</>,
Russian,We wish for. The flavor of something. That is of value. \n <Zenith>Valuable.</>,
Japanese,ワタシタチの望み。何かのフレーバー。価値のあるモノ。 \n <Zenith>ダイジ。</>,
Portuguese_Brazil,Queremos. O sabor de algo. Que seja de valor. \n <Zenith>Valioso.</>,
Chinese_Simplified,我等。想要品尝。高价值之物的味道。 \n <Zenith>高价值之物。</>,
Chinese_Traditional,我們想要。珍貴的。口味。\n<Zenith>珍貴。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0069-Alta,
English_US,"""Ценное""??",
Description,,
French,"""De valeur"" ?",
Italian,"""Di valore""?",
German,„Wertvoll“?,
Spanish_Spain,¿De valor?,
Spanish_LATAM,¿«De valor»?,
Korean,'가치 있는' 것??,
Russian,"""Of value""??",
Japanese,“価値のあるもの”？？,
Portuguese_Brazil,"""De valor""??",
Chinese_Simplified,“高价值之物”？？,
Chinese_Traditional,「珍貴」？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0070-Zenith,
English_US,"Да. Мы хотим знать, что ценно. В этом мире. \n <Zenith>Для тебя.</>",
Description,,
French,Oui. Nous désirons savoir ce qui est de valeur. Dans ce monde. \n <Zenith>Pour toi.</>,
Italian,SÌ. Desideriamo sapere una cosa di valore. In questo mondo. \n <Zenith>Per te.</>,
German,"Ja. Wir wollen wissen, was wertvoll ist. Auf dieser Welt. \n <Zenith>Für dich.</>",
Spanish_Spain,Sí. Deseamos saber qué es de valor. En este mundo. \n <Zenith>Para ti.</>,
Spanish_LATAM,Sí. Deseamos saber qué es de valor. En este mundo. \n <Zenith>Para ti.</>,
Korean,그래. 이 차원에서 가치 있는 것이. 무엇인지 알고 싶구나. \n <Zenith>특히 너에게.</>,
Russian,Yes. We wish to know what is of value. In this world. \n <Zenith>For you.</>,
Japanese,ソウ。何に価値があるか知りたいデス。この世界で。 \n <Zenith>アナタタチニトッテ。</>,
Portuguese_Brazil,Sim. Queremos saber o que é de valor. Neste mundo. \n <Zenith>Para você.</>,
Chinese_Simplified,是的。我等想知道在此方世界。何为贵重之物。 \n <Zenith>对你而言。</>,
Chinese_Traditional,對。我想知道。在這世界。珍貴的事物。\n<Zenith>對你們來說是什麼。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0071-Alta,
English_US,"Ты имеешь в виду, типа... ценный фрукт?",
Description,,
French,Tu veux dire comme… un fruit de valeur ?,
Italian,"Vuoi dire, tipo... un frutto di valore?",
German,"Meint ihr, wie …eine wertvolle Frucht?",
Spanish_Spain,¿Quieres decir como... una fruta valiosa?,
Spanish_LATAM,¿Quieres decir como... una fruta valiosa?,
Korean,그러니까... 가치 있는 열매 말이에요?,
Russian,"You mean, like... a valuable fruit?",
Japanese,つまり、例えば… 価値のある果実とか？,
Portuguese_Brazil,"Quer dizer, tipo... uma fruta valiosa?",
Chinese_Simplified,比如说……高价值的水果？,
Chinese_Traditional,你是指……珍貴的果實？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0072-Zenith,
English_US,Это не обязательно должен быть. Фрукт. Это может быть что угодно. \n <Zenith>Что угодно.</>,
Description,,
French,Pas obligatoirement. Un fruit. Ça pourrait être n'importe quoi. \n <Zenith>N'importe quoi.</>,
Italian,Non per forza. Un frutto. Può essere qualsiasi cosa. \n <Zenith>Qualsiasi cosa.</>,
German,Es muss keine. Frucht sein. Es kann alles sein. \n <Zenith>Alles.</>,
Spanish_Spain,No tiene por qué ser. Una fruta. Puede ser cualquier cosa. \n <Zenith>Cualquier cosa.</>,
Spanish_LATAM,No tiene por qué ser. Una fruta. Puede ser cualquier cosa. \n <Zenith>Cualquier cosa.</>,
Korean,꼭 열매일 필요는. 없단다. 무엇이든 상관없어. \n <Zenith>무엇이든.</>,
Russian,It does not have to be. A fruit. It can be anything at all. \n <Zenith>Anything.</>,
Japanese,いいえ、果実には限りマセン。何でもいいノデス。 \n <Zenith>ナンデモ。</>,
Portuguese_Brazil,Não precisa ser. Uma fruta. Pode ser qualquer coisa. \n <Zenith>Qualquer coisa.</>,
Chinese_Simplified,并不一定。非得是水果。它可以是任何东西。 \n <Zenith>任何东西。</>,
Chinese_Traditional,不一定要是。果實。任何東西都可以。\n<Zenith>任何東西。</>,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0073-Alta,
English_US,Хм. Ладно. Я положу что-нибудь ценное в чай.,
Description,,
French,Euh… OK. Je vais ajouter quelque chose de valeur dans le thé.,
Italian,Eh. Va bene. Metterò qualcosa di valore nel tè.,
German,Hm. Okay. Ich tue etwas Wertvolles in den Tee.,
Spanish_Spain,Eh. Vale. Pondré algo valioso en el té.,
Spanish_LATAM,Mmm... Bueno. Pondré algo valioso en el té.,
Korean,아. 알았어요. 가치 있는 것을 넣어서 만들게요.,
Russian,Huh. Okay. I'll put something valuable into the tea.,
Japanese,ふうん、わかった。価値のあるものをお茶に入れよう。,
Portuguese_Brazil,Hã. Tá. Vou colocar algo valioso no chá.,
Chinese_Simplified,哈。好吧。我会用贵重的物品泡茶。,
Chinese_Traditional,真想不到。好噢。我會在茶中加入珍貴的東西。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0074-Zenith,
English_US,Очень хорошо! Мы ждём его. С нетерпением!!,
Description,,
French,Très bien ! Nous attendons ! Impatiemment !,
Italian,Molto bene! Lo aspettiamo. Con impazienza!,
German,Sehr gut! Wir erwarten ihn. Neugierig!,
Spanish_Spain,¡Muy bien! Lo esperamos. ¡Con muchas ganas!,
Spanish_LATAM,¡Muy bien! ¡Lo esperamos! ¡Con muchas ganas!,
Korean,좋아! 기다릴게. 간절히!!,
Russian,Very good! We await it. Eagerly!!,
Japanese,嬉しいデス！ 待ってイマス！ ワクワクして！,
Portuguese_Brazil,Muito bem! Esperaremos. Ansiosamente!,
Chinese_Simplified,非常好！我等万分期待。翘首以盼！！,
Chinese_Traditional,太棒了！我們熱切。期盼！！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0075-Zenith,
English_US,"А, это. Чай?",
Description,,
French,"Ah, c'est cela. Le thé ?",
Italian,"Ah, è questo. Il tè?",
German,"Ah, ist das. Tee?",
Spanish_Spain,"Ah, es esto. ¿Té?",
Spanish_LATAM,Ah... ¿Esto es? ¿Té?,
Korean,"아, 이게 혹시. 차?",
Russian,"Ah, is this. Tea?",
Japanese,あー、これが、お茶デスカ？,
Portuguese_Brazil,"Ah, isso é. Chá?",
Chinese_Simplified,啊，茶来了。是这杯吗？,
Chinese_Traditional,啊，這是。茶？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0076-Alta,
English_US,"Нет, это пустая чашка. Я вернусь с чаем.",
Description,,
French,"Non, ça c'est une tasse vide. Je vais revenir avec du thé.",
Italian,"No, questa è una tazza vuota. Tornerò con il tè.",
German,"Nein, das ist eine leere Tasse. Ich komme bald mit dem Kaffee zurück.",
Spanish_Spain,"No, esto es una taza vacía. Volveré con el té.",
Spanish_LATAM,"No, es una taza vacía. Enseguida vuelvo con el té.",
Korean,"아니요, 이건 빈 잔이에요. 차 만들어서 다시 올게요.",
Russian,"No, this is an empty cup. I'll be back with tea.",
Japanese,いや、これは空っぽのカップだ。お茶を持ってくるよ。,
Portuguese_Brazil,"Não, essa é uma xícara vazia. Já volto com chá.",
Chinese_Simplified,不是，这就是个空杯子。我马上给你上茶。,
Chinese_Traditional,不是，這是空杯。我泡好茶再回來。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0077-Zenith,
English_US,"Пожалуйста, мы хотим. Чай из. Растения ""Большой Гибрид"".",
Description,,
French,"S'il te plaît, nous désirons. Du thé fait avec. Une plante ""grand hybride"".",
Italian,"Per favore, desideriamo. Un tè fatto con. Una pianta ""Grande Ibrido"".",
German,"Bitte, wir wünschen uns. Tee aus. Einem „Großen Hybriden“.",
Spanish_Spain,"Por favor, deseamos. Té hecho con. Una planta ""híbrida grande"".",
Spanish_LATAM,"Por favor, deseamos. Té hecho con. Una planta «híbrida grande».",
Korean,우리가 원하는 차는. 간단하단다. '대형 교배종' 식물과.,
Russian,"Please, we wish for. Tea made out of. A ""Large Hybrid"" plant.",
Japanese,お願いシマス。欲しいデス。“大型のハイブリッド”のお茶。,
Portuguese_Brazil,"Por favor, queremos. Chá feito de. Uma planta ""híbrida grande"".",
Chinese_Simplified,请为我等。来一杯。用“大型混种植物”泡的茶。,
Chinese_Traditional,我們想喝。用「大型混種」植物製作的茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0078-Zenith,
English_US,И его плода. И его семени. Всё вместе.,
Description,,
French,Et ses fruits. Et ses graines. Toutes.,
Italian,E il suo frutto. E il suo seme. Tutto.,
German,Und seiner Frucht. Und seinem Samen. Allem.,
Spanish_Spain,Y su fruta. Y su semilla. Todo ello.,
Spanish_LATAM,Y su fruta. Y su semilla. Todo ello.,
Korean,그 열매와. 그 씨앗을. 모두 넣어주렴.,
Russian,And its fruit. And its seed. All of them.,
Japanese,その果実、その種子、全部入れたお茶デス。,
Portuguese_Brazil,E seus frutos. E suas sementes. Tudo.,
Chinese_Simplified,外加它的果实。以及它的种子。三样都泡进茶里。,
Chinese_Traditional,還有它的果實。還有它的種子。全部。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith_RAW-0079-Zenith,
English_US,"Пожалуйста, мы хотим. Чай, который расскажет нам. Что ценно. \n <Zenith>Ценно.</>",
Description,,
French,"S'il te plaît, nous désirons. Du thé pour apprendre. Ce qui est de valeur. \n <Zenith>De valeur.</>",
Italian,"Per favore, desideriamo. Un tè che ci fa capire. Ciò che ha valore. \n <Zenith>Di valore.</>",
German,"Bitte, wir wünschen uns. Tee, der uns sagt. Was wertvoll ist. \n <Zenith>Wertvoll.</>",
Spanish_Spain,"Por favor, deseamos. Té que nos dice. Lo que es de valor. \n <Zenith>Valioso.</>",
Spanish_LATAM,"Por favor, deseamos. Té que nos diga. Lo que es de valor. \n <Zenith>Valioso.</>",
Korean,우리가 원하는 차는. 가치 있는 것이 무엇인지. 말해주는 차란다. \n <Zenith>가치 있는 것.</>,
Russian,"Please, we wish for. Tea which tells us. What is of value. \n <Zenith>Valuable.</>",
Japanese,お願いシマス。欲しいノデス。教えてくれるお茶。価値のあるものは何か。 \n <Zenith>ダイジ。</>,
Portuguese_Brazil,"Por favor, queremos. Chá que nos diga. O que é de valor. \n <Zenith>Valioso.</>",
Chinese_Simplified,请为我等。来一杯。阐释何为高价值之物的茶。 \n <Zenith>高价值之物。</>,
