Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0045-Gerald,
English_US,Э-э... или он обожает теннис? Я забыл. Что-то одно из двух.,
Description,,
French,Euh… ou alors il adore le tennis ? J'ai oublié. C'est l'un ou l'autre.,
Italian,"Uhh... oppure adora il tennis? Mi confondo sempre. Comunque, è l'uno o l'altro.",
German,Äh… Oder liebt er Tennis? Ich hab es vergessen. Eins von beidem.,
Spanish_Spain,Eh… ¿o lo que le encanta es el tenis? Se me ha olvidado. Es uno de los dos.,
Spanish_LATAM,"Eh… ¿O es el tenis lo que le encanta? Ya se me olvidó. Bueno, es uno de esos dos.",
Korean,아... 그게 아니라 테니스를 좋아했었나? 잊어버렸네요. 둘 중 하나를 좋아해요.,
Russian,Uhh... or is it that he loves tennis? I forget. It's one of the two.,
Japanese,いや…好きなのはテニスだったか？ 忘れちゃったな。そのどっちかだ。,
Portuguese_Brazil,Ahm... ou ele ama tênis? Esqueci. É um dos dois.,
Chinese_Simplified,呃……还是说他喜欢的其实是网球？我忘了。反正他总得喜欢一个。,
Chinese_Traditional,呃……還是喜歡網球啊？我忘了。反正是其中一項。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0046-Choice,
English_US,"Думаю, хватит уже о {{Тимоти}}.",
Description,,
French,"Assez parlé de {{Timothy}}, je crois.",
Italian,"Abbiamo parlato abbastanza di {{Timothy}}, credo.",
German,"Ich glaube, das reicht von {{Timothy}}.",
Spanish_Spain,Creo que ya está bien de {{Timothy}}.,
Spanish_LATAM,Creo que ya me cansé de tanto {{Timothy}}.,
Korean,{{Timothy}} 얘기는 그만 됐어요.,
Russian,"That's enough {{Timothy}}, I think.",
Japanese,{{ティモシー}}の話は、もういいかな。,
Portuguese_Brazil,"Chega de {{Timothy}}, eu acho.",
Chinese_Simplified,我已经听够{{Timothy}}的事了。,
Chinese_Traditional,我不想再聊{{Timothy}}了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0047-Choice,
English_US,Давайте посмотрим другое фото {{Тимоти}}.,
Description,,
French,Regardons une autre photo de {{Timothy}}.,
Italian,Guardiamo un'altra foto di {{Timothy}}.,
German,Zeig mir doch noch ein Foto von {{Timothy}}.,
Spanish_Spain,Enséñame otra foto de {{Timothy}}.,
Spanish_LATAM,Muéstrame otra foto de {{Timothy}}.,
Korean,{{Timothy}} 사진 좀 더 보여주세요.,
Russian,Let's see another {{Timothy}} photo.,
Japanese,{{ティモシー}}の他の写真を見せて。,
Portuguese_Brazil,Vamos ver outra foto do {{Timothy}}.,
Chinese_Simplified,再看一张{{Timothy}}的相片吧。,
Chinese_Traditional,再看一張{{Timothy}}的照片吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0048-Gerald,
English_US,"Мы ездили кататься на лошадях! Я так горжусь {{Тимоти}}, его вырвало всего три раза.",
Description,From [0047-Choice],
French,"On est allés faire du cheval ! Je suis si fier de {{Timothy}}, il n'a vomi que trois fois.",
Italian,"Qui eravamo andati a cavallo! Sono così fiero di {{Timothy}}, pensa che ha vomitato solo tre volte.",
German,"Hier waren wir reiten! Ich bin so stolz auf {{Timothy}}, er hat sich nur dreimal übergeben.",
Spanish_Spain,"¡Aquí salimos a montar a caballo! Estoy muy orgulloso de {{Timothy}}, solo vomitó tres veces.",
Spanish_LATAM,¡Aquí salimos a montar a caballo! Me enorgullece decir que {{Timothy}} apenas vomitó tres veces.,
Korean,이건 승마하러 갔을 때죠! 이때 {{Timothy}} 녀석 참 대견했어요. 토를 겨우 세 번만 하더군요.,
Russian,"We went horseback riding! I'm so proud of {{Timothy}}, he only vomited three times.",
Japanese,2人で乗馬に行っときだ！ {{ティモシー}}は本当に立派だよ。たった3回しか吐かなかった。,
Portuguese_Brazil,"A gente montou em um cavalo! Tenho muito orgulho do {{Timothy}}, ele só vomitou três vezes.",
Chinese_Simplified,这张是我们在骑马！{{Timothy}}可太让我骄傲了，他只吐了三次。,
Chinese_Traditional,我們去騎馬！{{Timothy}}才嘔吐三次，我相當以他為榮。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0049-Alta,
English_US,А почему его вообще рвало?,
Description,,
French,Pourquoi il a vomi ?,
Italian,Perché ha vomitato?,
German,Warum hat er sich überhaupt übergeben?,
Spanish_Spain,¿Por qué vomitó?,
Spanish_LATAM,¿Por qué vomitó?,
Korean,토를 왜 해요?,
Russian,Why did he vomit at all?,
Japanese,そもそも、なんで吐いたんだ？,
Portuguese_Brazil,"Por que ele vomitou, afinal?",
Chinese_Simplified,他为什么会吐呢？,
Chinese_Traditional,他為什麼會嘔吐？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0050-Gerald,
English_US,Разве от верховой езды не всех тошнит? Меня самого вырвало раз десять.,
Description,,
French,"Faire du cheval, ça fait vomir, non ? Moi, j'ai vomi au moins dix fois.",
Italian,Andare a cavallo non fa vomitare tutti? Io ho vomitato dieci volte.,
German,Muss sich beim Reiten nicht jeder übergeben? Ich hab selbst zehn Mal gebrochen.,
Spanish_Spain,¿Acaso montar a caballo no hace que todo el mundo vomite? Yo vomité como diez veces.,
Spanish_LATAM,¿Acaso montar a caballo no hace que todo el mundo vomite? Yo vomité como diez veces.,
Korean,말 타면 다들 토하지 않나요? 나도 열 번 정도 토했는데요.,
Russian,Doesn't horseback riding make everyone vomit? I vomited like ten times myself.,
Japanese,馬に乗ったら誰でも吐くものじゃないか？ 僕は10回くらい吐いたよ。,
Portuguese_Brazil,Montar em cavalos não faz todo mundo vomitar? Eu mesmo vomitei dez vezes.,
Chinese_Simplified,大家骑马不都会吐吗？我自己吐了差不多十次。,
Chinese_Traditional,每個人騎馬不都會嘔吐嗎？我自己就吐了十次。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0051-Alta,
English_US,"{{Джеральд}}, это звучит ужасно.",
Description,,
French,"{{Gerald}}, c'est affreux.",
Italian,"{{Gerald}}, è terribile.",
German,"{{Gerald}}, das klingt furchtbar.",
Spanish_Spain,"Pues vaya, {{Gerald}}, qué mal.",
Spanish_LATAM,"Gerald, eso suena horrible.",
Korean,"{{Gerald}} 씨, 너무 끔찍해요.",
Russian,"{{Gerald}}, that sounds awful.",
Japanese,{{ジェラルド}}、ひどい話だな。,
Portuguese_Brazil,"{{Gerald}}, isso parece horrível.",
Chinese_Simplified,Gerald，那听起来糟透了。,
Chinese_Traditional,Gerald，這聽起來很糟。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0052-Gerald,
English_US,"Да ладно вам, мы же катались на лошадях! Кто может расстраиваться, когда едет верхом?",
Description,,
French,"Allez, on faisait du cheval ! Qui pourrait se plaindre de faire du cheval ?",
Italian,"Dai, stavamo andando a cavallo! Chi può lamentarsi di andare a cavallo?",
German,"Ach komm, wir waren reiten! Wer kann wütend sein, wenn er auf einem Pferd reitet?",
Spanish_Spain,"¡Venga, estábamos montando a caballo! ¿Quién se enfada cuando estás montando a caballo?",
Spanish_LATAM,"¡Pero vamos, estábamos montando a caballo! ¿Quién se enfada cuando estás montando a caballo?",
Korean,"에이, 말을 탔다니까요! 말을 타고 신나게 달리는데 기분 나쁠 일이 뭐 있어요?",
Russian,"C'mon, we were riding horses! Who can be upset when you're riding a horse?",
Japanese,いやいや、乗馬は最高さ！ 馬の背中でイヤな気分になる人なんているかい？,
Portuguese_Brazil,"Qual é, a gente estava montando num cavalo! Quem fica bravo montando a cavalo?",
Chinese_Simplified,拜托，我们可是在骑马呀！哪有人骑着马还会不高兴的呢？,
Chinese_Traditional,拜託，我們在騎馬耶！誰會在騎馬的時候生氣？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0053-Choice,
English_US,"Думаю, хватит уже о {{Тимоти}}.",
Description,,
French,"Assez parlé de {{Timothy}}, je crois.",
Italian,"Abbiamo parlato abbastanza di {{Timothy}}, credo.",
German,"Ich glaube, das reicht von {{Timothy}}.",
Spanish_Spain,Creo que ya está bien de {{Timothy}}.,
Spanish_LATAM,Creo que ya me cansé de tanto {{Timothy}}.,
Korean,{{Timothy}} 얘기는 그만 됐어요.,
Russian,"That's enough {{Timothy}}, I think.",
Japanese,{{ティモシー}}の話は、もういいかな。,
Portuguese_Brazil,"Chega de {{Timothy}}, eu acho.",
Chinese_Simplified,我已经听够{{Timothy}}的事了。,
Chinese_Traditional,我不想再聊{{Timothy}}了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0054-Choice,
English_US,Давайте посмотрим другое фото {{Тимоти}}.,
Description,,
French,Regardons une autre photo de {{Timothy}}.,
Italian,Guardiamo un'altra foto di {{Timothy}}.,
German,Zeig mir doch noch ein Foto von {{Timothy}}.,
Spanish_Spain,Enséñame otra foto de {{Timothy}}.,
Spanish_LATAM,Muéstrame otra foto de {{Timothy}}.,
Korean,{{Timothy}} 사진 좀 더 보여주세요.,
Russian,Let's see another {{Timothy}} photo.,
Japanese,{{ティモシー}}の他の写真を見せて。,
Portuguese_Brazil,Vamos ver outra foto do {{Timothy}}.,
Chinese_Simplified,再看一张{{Timothy}}的相片吧。,
Chinese_Traditional,再看一張{{Timothy}}的照片吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0055-Gerald,
English_US,"Вот {{Тимоти}} заканчивает восьмой класс, меня попросили произнести речь!",
Description,"""8th grade"" is the year of school when you're 14 years old<lf>From [0054-Choice]",
French,"Ça, c'est {{Timothy}} quand il est passé en quatrième. On m'avait demandé de faire un discours !",
Italian,"Qui {{Timothy}} aveva passato gli esami di terza media, mi era stato chiesto di fare un discorso!",
German,"Hier ist {{Timothy}}s Abschluss der 8. Klasse. Ich wurde gebeten, eine Rede zu halten!",
Spanish_Spain,"Aquí {{Timothy}} se está graduando de octavo, ¡me pidieron que diera un discurso!",
Spanish_LATAM,Aquí {{Timothy}} se está graduando de octavo año. ¡Me pidieron que diera un discurso!,
Korean,"이건 {{Timothy}}의 중학교 졸업식 때인데, 내가 축사를 부탁받았죠!",
Russian,"Here's {{Timothy}} graduating from 8th grade, I was asked to give a speech!",
Japanese,これは{{ティモシー}}の中学校の卒業式で、スピーチを頼まれたときだ！,
Portuguese_Brazil,"Aqui é o {{Timothy}} na formatura do 8º ano, pediram pra eu fazer um discurso!",
Chinese_Simplified,这张是{{Timothy}}的 8 年级毕业照，我当时受邀发表演讲！,
Chinese_Traditional,這是{{Timothy}}八年級的畢業典禮，他們讓我上台演講！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0056-Gerald,
English_US,"Или, может, я сам выбежал на сцену и всё равно произнёс речь? Кто знает.",
Description,,
French,"Ou alors je m'étais rué sur scène pour faire un discours, passage en quatrième ou pas ? Je ne sais plus...",
Italian,O forse sono corso io sul palco e ho improvvisato un discorso? Chi può dirlo.,
German,Oder vielleicht bin ich einfach auf die Bühne gerannt und habe eine Rede gehalten? Wer kann das schon sagen?,
Spanish_Spain,¿O tal vez subí corriendo al escenario y di un discurso de todos modos? A saber.,
Spanish_LATAM,¿O fue que me subí corriendo al escenario y di un discurso de todos modos? Vaya uno a saber.,
Korean,"아, 내가 그냥 무대로 뛰어나가서 축사했던 건가? 기억이 안 나요.",
Russian,Or maybe I ran onto the stage and gave a speech anyway? Who can say.,
Japanese,いや、僕が壇上に駆け上がって勝手にスピーチしたんだったかな？ わからないね。,
Portuguese_Brazil,Ou talvez eu tenha subido no palco e fiz um discurso? Vai saber.,
Chinese_Simplified,当时也可能是我自己要跑上去演讲的吧？谁说得准呢。,
Chinese_Traditional,還是我自己跑到台上發表演說啊？沒人知道。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0057-Gerald,
English_US,Хм... а я вообще говорил или просто рыдал за трибуной? Поди разбери.,
Description,,
French,Hum… j'ai vraiment parlé ou juste sangloté sur le podium ? Qui sait…,
Italian,Hmm... non ricordo se ho fatto un discorso oppure ho semplicemente singhiozzato. Chi lo sa.,
German,Mmh …Hab ich überhaupt geredet oder nur am Podium geschluchzt? Wer weiß.,
Spanish_Spain,Mmm... ¿de verdad hablé o solo lloré en el podio? Quién sabe.,
Spanish_LATAM,Mmm... ¿Di el discurso o solo me puse a llorar en el podio? Quién sabe.,
Korean,가만있자... 내가 실제로 축사를 했었나? 연단에서 울먹이다가 끝났나? 그것도 모르겠네요.,
Russian,"Hmm... did I actually talk, or did I just sob at the podium? Who knows.",
Japanese,うーん、本当にしゃべったのか…それとも演壇で泣いただけかな？ どうだろう。,
Portuguese_Brazil,Hmm... eu falei mesmo ou eu só chorei no púlpito? Vai saber.,
Chinese_Simplified,唔……我真的有演讲吗，还是站在台上傻哭？谁知道呢。,
Chinese_Traditional,嗯……我到底是發表了演說，還是跑去台上哭了？天知道。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0058-Choice,
English_US,"Думаю, хватит уже о {{Тимоти}}.",
Description,,
French,"Assez parlé de {{Timothy}}, je crois.",
Italian,"Abbiamo parlato abbastanza di {{Timothy}}, credo.",
German,"Ich glaube, das reicht von {{Timothy}}.",
Spanish_Spain,Creo que ya está bien de {{Timothy}}.,
Spanish_LATAM,Creo que ya me cansé de tanto {{Timothy}}.,
Korean,{{Timothy}} 얘기는 그만 됐어요.,
Russian,"That's enough {{Timothy}}, I think.",
Japanese,{{ティモシー}}の話は、もういいかな。,
Portuguese_Brazil,"Chega de {{Timothy}}, eu acho.",
Chinese_Simplified,我已经听够{{Timothy}}的事了。,
Chinese_Traditional,我不想再聊{{Timothy}}了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0059-Choice,
English_US,Давайте посмотрим другое фото {{Тимоти}}.,
Description,,
French,Regardons une autre photo de {{Timothy}}.,
Italian,Guardiamo un'altra foto di {{Timothy}}.,
German,Zeig mir doch noch ein Foto von {{Timothy}}.,
Spanish_Spain,Enséñame otra foto de {{Timothy}}.,
Spanish_LATAM,Muéstrame otra foto de {{Timothy}}.,
Korean,{{Timothy}} 사진 좀 더 보여주세요.,
Russian,Let's see another {{Timothy}} photo.,
Japanese,{{ティモシー}}の他の写真を見せて。,
Portuguese_Brazil,Vamos ver outra foto do {{Timothy}}.,
Chinese_Simplified,再看一张{{Timothy}}的相片吧。,
Chinese_Traditional,再看一張{{Timothy}}的照片吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0060-Gerald,
English_US,А вот мы покупаем четырнадцать килограммов кукурузной муки!,
Description,From [0059-Choice],
French,"Et là, on est en train d'acheter trente livres de farine de maïs !",
Italian,Qui compriamo 10 quintali di farina di mais!,
German,Hier kaufen wir gerade 15 Kilo Maismehl!,
Spanish_Spain,¡Aquí estamos comprando catorce kilos de harina de maíz!,
Spanish_LATAM,¡Aquí estamos comprando catorce kilos de harina de maíz!,
Korean,이건 옥수숫가루 15킬로그램을 사는 우리 모습이에요.,
Russian,Here we are buying thirty pounds of corn flour!,
Japanese,これはコーンフラワーを15キロ買ったときだ！,
Portuguese_Brazil,Aqui somos nós comprando 10 quilos de farinha de milho!,
Chinese_Simplified,这张拍的是我们买了三十磅的玉米面粉！,
Chinese_Traditional,這是我們買了三十磅玉米粉的時候拍的！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0061-Gerald,
English_US,Это у нас с {{Тимоти}} такая шутка: каждый понедельник я покупаю четырнадцать килограммов кукурузной муки.,
Description,,
French,"C'est une sorte de blague qu'on a avec {{Timothy}}, quand j'achète trente livres de farine de maïs tous les lundis.",
Italian,"È una specie di scherzo che faccio con {{Timothy}}, quello di comprare 10 quintali di farina di mais ogni lunedì.",
German,"Das ist so ein Witz zwischen uns, für den ich jeden Montag 15 Kilo Maismehl kaufe.",
Spanish_Spain,"Es una especie de broma que {{Timothy}} y yo tenemos, en la que yo compro catorce kilos de harina de maíz todos los lunes.",
Spanish_LATAM,"Es una especie de chiste interno que tenemos con {{Timothy}}: todos los lunes, voy y compro catorce kilos de harina de maíz.",
Korean,{{Timothy}}랑 매주 월요일마다 재미로 옥수숫가루 15킬로그램을 사거든요.,
Russian,"This is kind of a joke {{Timothy}} and I have, where I buy thirty pounds of corn flour every Monday.",
Japanese,{{ティモシー}}と一緒にふざけてるところさ。この店では毎週月曜日にコーンフラワーを15キロ買うんだ。,
Portuguese_Brazil,"Essa é uma piada que eu e o {{Timothy}} fazemos, em que a gente compra 10 quilos de farinha de milho toda segunda.",
Chinese_Simplified,我和{{Timothy}}把这事当成玩笑，每周一我都要买三十磅的玉米面粉。,
Chinese_Traditional,這是{{Timothy}}跟我開的玩笑，我每週一都會買三十磅的玉米粉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0062-Alta,
English_US,...зачем?,
Description,,
French,… pourquoi ?,
Italian,… Perché?,
German,…Warum?,
Spanish_Spain,¿Por qué?...,
Spanish_LATAM,¿Por qué?...,
Korean,...왜요?,
Russian,...why?,
Japanese,…なんで？,
Portuguese_Brazil,Por quê?,
Chinese_Simplified,……为什么？,
Chinese_Traditional,……為什麼啊？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0063-Gerald,
English_US,"Именно! Так {{Тимоти}} говорит каждый раз, когда мы это делаем, это всё часть шутки.",
Description,,
French,"Exactement ! C'est ce que me demande {{Timothy}} chaque fois que je le fais, ça fait partie de la blague.",
Italian,"Esattamente! Questo è quello che dice {{Timothy}} ogni volta che lo facciamo, fa tutto parte dello scherzo.",
German,"Genau! Das sagt {{Timothy}} auch immer, wenn wir das machen. Gehört alles zum Witz.",
Spanish_Spain,"¡Exacto! Eso es lo que dice {{Timothy}} cada vez que hacemos esto, es parte de la broma.",
Spanish_LATAM,¡Exacto! Eso es lo que dice {{Timothy}} cada vez que lo hacemos. Es parte del chiste.,
Korean,"맞아요! 우리 {{Timothy}}도 매번 그 소리를 하는데, 그것도 재미로 하는 말이죠.",
Russian,"Exactly! That's what {{Timothy}} says every time we do this, it's all a part of the joke.",
Japanese,そのとおり！ {{ティモシー}}も毎回そう言うよ。全部おふざけのためさ。,
Portuguese_Brazil,"Exatamente! É isso que o {{Timothy}} sempre diz quando a gente faz essa piada, é parte da piada.",
Chinese_Simplified,没错！每次{{Timothy}}都是这么和我说的，这也是玩笑的一部分。,
Chinese_Traditional,他也會這樣說！每次我們這麼做的時候{{Timothy}}都會這麼問，這是玩笑的一部分。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0064-Alta,
English_US,В чём шутка-то??,
Description,,
French,Quelle blague ?,
Italian,Qual è lo scherzo?,
German,Was ist der Witz daran?,
Spanish_Spain,¿Cuál es la broma?,
Spanish_LATAM,¿Cuál es el chiste?,
Korean,뭐가 재밌는데요??,
Russian,What's the joke??,
Japanese,どこがおふざけ？,
Portuguese_Brazil,Qual é a piada??,
Chinese_Simplified,这有什么好笑的？？,
Chinese_Traditional,笑點在哪？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0065-Gerald,
English_US,"Хех, вы звучите ТОЧЬ-В-ТОЧЬ как {{Тимоти}}!",
Description,,
French,Ah ! C'est exactement ce que me dit {{Timothy}} !,
Italian,"Eh, parli PROPRIO come {{Timothy}}!",
German,"Ha, du klingst GENAU wie {{Timothy}}.",
Spanish_Spain,"¡Je, te pareces a {{Timothy}}!",
Spanish_LATAM,¡Ja! ¡Te pareces a {{Timothy}}!,
Korean,"하하, 우리 {{Timothy}}랑 똑같은 말씀을 하시네!",
Russian,"Heh, you sound JUST like {{Timothy}}!",
Japanese,ハハ、君は言うことが{{ティモシー}}そっくりだ！,
Portuguese_Brazil,"Heh, você está falando IGUAL ao {{Timothy}}!",
Chinese_Simplified,嘿，你听起来就和{{Timothy}}一模一样！,
Chinese_Traditional,呵，你說話跟{{Timothy}}一模一樣耶！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0066-Choice,
English_US,"Думаю, хватит уже о {{Тимоти}}.",
Description,,
French,"Assez parlé de {{Timothy}}, je crois.",
Italian,"Abbiamo parlato abbastanza di {{Timothy}}, credo.",
German,"Ich glaube, das reicht von {{Timothy}}.",
Spanish_Spain,Creo que ya está bien de {{Timothy}}.,
Spanish_LATAM,Creo que ya me cansé de tanto {{Timothy}}.,
Korean,{{Timothy}} 얘기는 그만 됐어요.,
Russian,"That's enough {{Timothy}}, I think.",
Japanese,{{ティモシー}}の話は、もういいかな。,
Portuguese_Brazil,"Chega de {{Timothy}}, eu acho.",
Chinese_Simplified,我已经听够{{Timothy}}的事了。,
Chinese_Traditional,我不想再聊{{Timothy}}了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0067-Choice,
English_US,Давайте посмотрим другое фото {{Тимоти}}.,
Description,,
French,Regardons une autre photo de {{Timothy}}.,
Italian,Guardiamo un'altra foto di {{Timothy}}.,
German,Zeig mir doch noch ein Foto von {{Timothy}}.,
Spanish_Spain,Enséñame otra foto de {{Timothy}}.,
Spanish_LATAM,Muéstrame otra foto de {{Timothy}}.,
Korean,{{Timothy}} 사진 좀 더 보여주세요.,
Russian,Let's see another {{Timothy}} photo.,
Japanese,{{ティモシー}}の他の写真を見せて。,
Portuguese_Brazil,Vamos ver outra foto do {{Timothy}}.,
Chinese_Simplified,再看一张{{Timothy}}的相片吧。,
Chinese_Traditional,再看一張{{Timothy}}的照片吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0068-Gerald,
English_US,А это когда мы записывали совместный альбом в разговорном жанре!,
Description,From [0067-Choice],
French,"Ça, c'est quand on a enregistré un album de poésie parlée ensemble !",
Italian,Qui è quando abbiamo registrato un intero libro di poesie recitate da noi!,
German,Hier haben wir zusammen ein Gedichtalbum aufgenommen!,
Spanish_Spain,"¡Esto es de cuando grabamos juntos un álbum de ""spoken word""!",
Spanish_LATAM,¡Esto es de cuando grabamos un disco hablado juntos!,
Korean,이건 함께 '말로 쓰는 시' 앨범을 녹음했을 때예요!,
Russian,This is from when we recorded a spoken word album together!,
Japanese,これは親子2人で音声作品を録音したときだ！,
Portuguese_Brazil,Essa aqui é de quando a gente gravou um álbum de recitação juntos!,
Chinese_Simplified,这张是我们一起录制有声读物时拍的！,
Chinese_Traditional,這是我們錄製口說專輯時拍的！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0069-Gerald,
English_US,"Там нет {{Тимоти}}, он наотрез отказался говорить, но альбом всё равно пропитан духом «единения».",
Description,,
French,"On n'y entend jamais {{Timothy}}, il a refusé de prononcer le moindre mot, mais c'est dans l'esprit du côté ""ensemble"".",
Italian,"Non si sente la voce di {{Timothy}}, si è rifiutato di parlare, ma l'importante era la sua presenza.",
German,"{{Timothy}} ist nicht zu hören, weil er die ganze Zeit nichts sagen wollte, aber es ist im Geist des „Zusammenseins“ passiert.",
Spanish_Spain,"{{Timothy}} no sale en él, se negó a hablar todo el tiempo, pero lo hicimos para fomentar la ""unión"".",
Spanish_LATAM,"{{Timothy}} no sale en él. Se negó a hablar todo el tiempo, pero lo hicimos para fomentar la «unión».",
Korean,"{{Timothy}}는 말하기 싫다고 해서 목소리가 전혀 담기지 않았지만, 그래도 '함께'했다는 게 중요한 거죠.",
Russian,"Doesn't have any {{Timothy}}, he refused to speak once the entire time, but it's in the spirit of ""togetherness"".",
Japanese,{{ティモシー}}が写ってないのは、あの子が一度だけ参加を嫌がったからさ。でも“親子団結”の精神は宿ってる。,
Portuguese_Brazil,"Não tem o {{Timothy}}, ele se recusou a falar, mas faz parte do espírito da ""união"".",
Chinese_Simplified,不过{{Timothy}}没出声，他自始至终拒绝说话，但他贡献了“携手同心”的精神。,
Chinese_Traditional,{{Timothy}}沒有參與，整個過程他都不想說話，但重要的是「親密感」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0070-Gerald,
English_US,"Честно говоря, во время записи на меня напал творческий ужас, так что я тоже ничего не сказал.",
Description,,
French,"Je vais être honnête, j'ai été victime d'un énorme trac pendant l'enregistrement et je n'ai rien pu dire non plus.",
Italian,"Ad essere sinceri, mi è venuto il terrore da palcoscenico durante la registrazione, per cui non ho detto niente neanche io.",
German,"Ehrlich gesagt hatte ich während der Aufzeichnung eine Schaffenskrise, also hab ich auch nichts gesagt.",
Spanish_Spain,"La verdad es que yo sentí un poco de terror creativo durante la grabación, así que tampoco dije nada.",
Spanish_LATAM,"La verdad es que sentí un poco de terror creativo durante la grabación, así que tampoco dije nada.",
Korean,솔직히 말하자면 나도 갑자기 말문이 막혀서 녹음할 때 아무 말도 못 했어요.,
Russian,"I'll be honest, I got a bit of creative terror during recording, so I didn't say anything either.",
Japanese,正直に言うと、録音の途中で創作に付き物のプレッシャーに襲われてね。僕も黙り込んでた。,
Portuguese_Brazil,"Mas vou ser sincero, eu fiquei com um pouco de terror criativo durante a gravação, por isso, não falei nada também.",
Chinese_Simplified,说实话，录音的时候我有点犯创作恐惧症，所以我也没说出一个字。,
Chinese_Traditional,老實說，錄製專輯的時候我的靈感枯竭，所以也是一句話都沒說。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0071-Gerald,
English_US,Зато эти два часа тишины действительно говорят о связи между отцом и сыном!,
Description,,
French,Mais ce sont deux heures de silence qui traduisent bien le lien père-fils !,
Italian,"Ma sono due ore di silenzio che ""parlano"" da sole del forte legame che c'è tra padre e figlio!",
German,"Aber es sind zwei Stunden Stille, die viel über die Vater-Sohn-Bindung erzählen.",
Spanish_Spain,¡Pero son dos horas de silencio que realmente expresan el vínculo entre padre e hijo!,
Spanish_LATAM,¡Pero son dos horas de silencio que realmente expresan el vínculo entre padre e hijo!,
Korean,하지만 두 시간의 침묵이 우리 부자지간의 돈독함을 잘 보여줬죠!,
Russian,But it's two hours of silence that really speaks to the bond between father and son!,
Japanese,でも2時間の沈黙から、父と息子の絆がしっかりと伝わってくるよ！,
Portuguese_Brazil,Mas são duas horas de silêncios que falam muito sobre o laço entre pai e filho!,
Chinese_Simplified,但正是这两个小时的沉默道出了父子之间的亲情！,
Chinese_Traditional,不過這兩個小時的沉默對我們父子的感情來說意義深遠！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0072-Choice,
English_US,"Думаю, хватит уже о {{Тимоти}}.",
Description,,
French,"Assez parlé de {{Timothy}}, je crois.",
Italian,"Abbiamo parlato abbastanza di {{Timothy}}, credo.",
German,"Ich glaube, das reicht von {{Timothy}}.",
Spanish_Spain,Creo que ya está bien de {{Timothy}}.,
Spanish_LATAM,Creo que ya me cansé de tanto {{Timothy}}.,
Korean,{{Timothy}} 얘기는 그만 됐어요.,
Russian,"That's enough {{Timothy}}, I think.",
Japanese,{{ティモシー}}の話は、もういいかな。,
Portuguese_Brazil,"Chega de {{Timothy}}, eu acho.",
Chinese_Simplified,我已经听够{{Timothy}}的事了。,
Chinese_Traditional,我不想再聊{{Timothy}}了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0073-Choice,
English_US,Давайте посмотрим другое фото {{Тимоти}}.,
Description,,
French,Regardons une autre photo de {{Timothy}}.,
Italian,Guardiamo un'altra foto di {{Timothy}}.,
