key,source,Translation
Spanish_LATAM,Hola. Estoy esperando mi {{Mintiatto}}.,
Korean,안녕하세요. {{Mintiatto}}를 기다리고 있는데요.,
Russian,,
Japanese,どーも。僕の{{ミンティアット}}はまだですか？,
Portuguese_Brazil,Oi. Estou esperando meu {{Mintiatto}}.,
Chinese_Simplified,哈啰。我的{{Mintiatto}}做好了吗？,
Chinese_Traditional,哈囉。我在等候我的{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0029-Harry,
English_US,I am scared. But I am remaining open minded.,
Description,,
French,"J'ai peur, mais je reste ouvert d'esprit.",
Italian,"Sono spaventato, ma voglio mostrarmi aperto al cambiamento.",
German,Ich habe Angst. Aber ich bleibe aufgeschlossen.,
Spanish_Spain,Tengo miedo. Pero tengo la mente abierta.,
Spanish_LATAM,"Tengo miedo, pero tengo la mente abierta.",
Korean,난 두려워요. 그래도 마음을 열어두고 있어요.,
Russian,,
Japanese,恐ろしい。でも受け入れ体制は万全です。,
Portuguese_Brazil,"Estou com medo, mas permaneço com a mente aberta.",
Chinese_Simplified,我很害怕。但我依然愿意尝试。,
Chinese_Traditional,我很害怕。但我還是願意嘗試。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0030-Harry,
English_US,You have brought an empty cup. This is not a {{Mintiatto}}.,
Description,,
French,"Tu m'as apporté une tasse vide. Ce n'est pas un {{mintiatto}}.",
Italian,Mi hai portato una tazza vuota. Questo non è un {{Mintiatto}}.,
German,Du hast eine leere Tasse gebracht. Das ist kein {{Mintiatto}}.,
Spanish_Spain,Has traído una taza vacía. Esto no es un {{Mintiatto}}.,
Spanish_LATAM,Me trajiste una taza vacía. Esto no es {{Mintiatto}}.,
Korean,이건 빈 잔이네요. {{Mintiatto}}가 아니잖아요.,
Russian,,
Japanese,空っぽのカップですね。これは{{ミンティアット}}じゃない。,
Portuguese_Brazil,Você me trouxe uma xícara vazia. Isso não é café {{Mintiatto}}.,
Chinese_Simplified,你给我的杯子是空的。这不是{{Mintiatto}}。,
Chinese_Traditional,你端來一只空杯。這不是{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0031-Harry,
English_US,This cup you have brought appears to be dirty. I do not wish to drink a {{Mintiatto}} from it.,
Description,,
French,"Tu viens de m'apporter une tasse sale. Je ne boirai pas un {{mintiatto}} là-dedans.",
Italian,La tazza che hai portato è sporca. Non voglio usarla per bere il mio {{Mintiatto}}.,
German,"Die Tasse, in der du serviert hast, ist sichtbar schmutzig. Ich möchte keinen {{Mintiatto}} daraus trinken.",
Spanish_Spain,Esta taza que has traído parece que está sucia. No quiero tomar un {{Mintiatto}} en ella.,
Spanish_LATAM,Esta taza que me trajiste parece que está sucia. No quiero tomar {{Mintiatto}} en ella.,
Korean,이 잔은 더러운 것 같아요. 여기에 {{Mintiatto}}를 마시고 싶진 않군요.,
Russian,,
Japanese,このカップは汚れているようだ。こんなカップで{{ミンティアット}}を飲みたくないな。,
Portuguese_Brazil,Essa xícara que você trouxe parece estar suja. Não quero tomar {{Mintiatto}} nela.,
Chinese_Simplified,你给我的杯子看起来很脏。我不想用这个杯子喝{{Mintiatto}}。,
Chinese_Traditional,你端來的杯子看起來好髒。我不想喝裝在裡面的{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0032-Alta,
English_US,Here you go.,
Description,,
French,Et voilà !,
Italian,Ecco qui.,
German,Bitte sehr.,
Spanish_Spain,Aquí tienes.,
Spanish_LATAM,Aquí tienes.,
Korean,나왔습니다.,
Russian,,
Japanese,どうぞ。,
Portuguese_Brazil,Aqui está.,
Chinese_Simplified,请用。,
Chinese_Traditional,給你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0033-Harry,
English_US,Hmm...,
Description,,
French,Hum…,
Italian,Hmm...,
German,Mmh …,
Spanish_Spain,Mmm...,
Spanish_LATAM,Mmm...,
Korean,흐음...,
Russian,,
Japanese,うーん…,
Portuguese_Brazil,Hmm...,
Chinese_Simplified,唔……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0034-Harry,
English_US,Hmm.,
Description,,
French,Hum…,
Italian,Hmm.,
German,Mmh.,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,흐음.,
Russian,,
Japanese,ふむふむ。,
Portuguese_Brazil,Hmm.,
Chinese_Simplified,唔。,
Chinese_Traditional,嗯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0035-Harry,
English_US,This drink is cold. It is not good to drink cold.,
Description,,
French,"Cette boisson est froide. Ce n'est pas bon froid.",
Italian,Questa bevanda è fredda. E non è buona così.,
German,Dieses Getränk ist kalt. Kalt kann man es nicht trinken.,
Spanish_Spain,Esta bebida está fría. No es bueno beber las cosas frías.,
Spanish_LATAM,Esta bebida está fría. No es bueno beber las cosas frías.,
Korean,이 음료는 차갑군요. 차게 마시면 안 좋아요.,
Russian,,
Japanese,このコーヒーは冷たいですね。冷たい飲み物は体に良くない。,
Portuguese_Brazil,Essa bebida está gelada. Não é bom beber gelada.,
Chinese_Simplified,饮料是冷的。喝冷的可不好。,
Chinese_Traditional,這飲料是冷的。喝冷飲不好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0036-Alta,
English_US,"Okay, I'll remake it using more heat.",
Description,,
French,"OK, je vais la refaire en plus chaude.",
Italian,"Va bene, la rifarò, e questa volta sarà calda.",
German,"Gut, ich mache es noch mal mit mehr Hitze.",
Spanish_Spain,"Vale, lo volveré a preparar calentándolo más.",
Spanish_LATAM,"Bien, te preparo otra y la caliento más esta vez.",
Korean,"네, 따뜻하게 다시 만들어올게요.",
Russian,,
Japanese,わかった。もっと熱くして淹れ直すよ。,
Portuguese_Brazil,"Certo, vou refazer ele usando mais calor.",
Chinese_Simplified,好的，那我再做杯热的。,
Chinese_Traditional,好，我會重做一杯熱的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0037-Harry,
English_US,There is an odd taste in this coffee. It tastes like dirt.,
Description,,
French,Il y a un drôle de goût dans ce café. On dirait de la terre.,
Italian,"C'è un sapore strano in questo caffè. Sa di terriccio.",
German,Dieser Kaffee schmeckt seltsam. Er schmeckt nach Dreck.,
Spanish_Spain,Este café sabe raro. Sabe a tierra.,
Spanish_LATAM,Este café tiene un gusto raro. Sabe a tierra.,
Korean,이 커피에서는 이상한 맛이 나요. 흙먼지 맛 같아요.,
Russian,,
Japanese,このコーヒーは妙な味がしますね。泥のような味だ。,
Portuguese_Brazil,Esse café tem um sabor estranho. Tem gosto de terra.,
Chinese_Simplified,这杯咖啡味道怪怪的。尝起来像在吃土。,
Chinese_Traditional,這杯咖啡有怪味。喝起來像泥土。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0038-Alta,
English_US,"Oh, I must have forgotten to wash the coffee bean first. I'll make it again.",
Description,,
French,"Oh, j'ai dû oublier de laver le grain de café. Je vais le refaire.",
Italian,"Oh, devo aver dimenticato di lavare il chicco di caffè. Lo andrò a rifare.",
German,"Oh, ich muss vergessen haben, die Kaffeebohnen vorher zu waschen. Ich mache ihn nochmal.",
Spanish_Spain,"Ah, debo haberme olvidado de lavar el grano de café primero. Lo volveré a hacer.",
Spanish_LATAM,Creo que me olvidé de lavar el grano de café primero. Lo volveré a hacer.,
Korean,"이런, 커피콩을 먼저 씻었어야 했는데. 다시 만들어올게요.",
Russian,,
Japanese,おっと、最初にコーヒー豆を洗うのを忘れたみたいだ。淹れ直すよ。,
Portuguese_Brazil,"Ah, devo ter esquecido de lavar o grão de café primeiro. Vou refazer.",
Chinese_Simplified,哦，肯定是我忘记洗咖啡豆了。我重新做一杯。,
Chinese_Traditional,噢我一定是忘記先清洗咖啡豆了。我會再做一杯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0039-Harry,
English_US,This must be it. The {{Mintiatto}}.,
Description,,
French,Ça doit être ça. Le {{mintiatto}}.,
Italian,Deve essere questo. Il {{Mintiatto}}.,
German,Das muss er sein. Der {{Mintiatto}}.,
Spanish_Spain,Debe ser esto. El {{Mintiatto}}.,
Spanish_LATAM,Debe ser esto. El {{Mintiatto}}.,
Korean,이거네요. {{Mintiatto}}가 틀림없어요.,
Russian,,
Japanese,これだ。{{ミンティアット}}ですね。,
Portuguese_Brazil,Deve ser isso. O {{Mintiatto}}.,
Chinese_Simplified,这杯肯定就是了。所谓的{{Mintiatto}}。,
Chinese_Traditional,這就是了。{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0040-Harry,
English_US,"There is the usual taste of coffee, yes. Familiar and comfortable.",
Description,,
French,"Oui, c'est le goût habituel du café. Familier et réconfortant.",
Italian,Ha il consueto gusto del caffè. Familiare e confortevole.,
German,"Er schmeckt wie gewohnt nach Kaffee, ja. Vertraut und tröstlich.",
Spanish_Spain,"Hay el sabor habitual del café, sí. Familiar y reconfortante.",
Spanish_LATAM,"Siento el sabor habitual del café, sí. Familiar y reconfortante.",
Korean,분명 평범한 커피 맛이 납니다. 익숙하고 편안한 맛.,
Russian,,
Japanese,いつものコーヒーの味だ。うん、なじみがあってホッとします。,
Portuguese_Brazil,Tem o gosto de sempre de café. Familiar e confortável.,
Chinese_Simplified,我尝到了普通的咖啡味，没错。这味道熟悉又可口。,
Chinese_Traditional,沒錯，喝得出一般咖啡的味道。令人感到熟悉又安心。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0041-Harry,
English_US,"It satisfies the three necessary attributes of coffee: Beans, Water, Heat.",
Description,,
French,"Ça répond aux trois attributs nécessaires au café : grains, eau, chaleur.",
Italian,"Soddisfa i tre attributi necessari del caffè: chicchi, acqua, calore.",
German,"Es hat die drei notwendigen Eigenschaften von Kaffee: Bohnen, Wasser, Hitze.",
Spanish_Spain,"Satisface los tres atributos necesarios del café: granos, agua, calor.",
Spanish_LATAM,"Satisface los tres atributos necesarios del café: granos, agua, calor.",
Korean,"커피의 필수 3요소를 다 갖췄네요. 커피콩, 물, 열 말이에요.",
Russian,,
Japanese,これならコーヒーに必要な特性を3つとも満たしている。豆、水、熱さです。,
Portuguese_Brazil,"Ele satisfaz os três atributos necessários do café: grãos, água e calor.",
Chinese_Simplified,这杯满足咖啡的三点要素：咖啡豆、水、热量。,
Chinese_Traditional,它滿足了咖啡的三項要素：咖啡豆、水、溫度。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0042-Harry,
English_US,"Collectively, these are known as the Triangle of Satisfactory Coffee Production.",
Description,,
French,"De façon collective, ils sont connus sous le nom de Triangle de la production de café acceptable.",
Italian,Insieme sono considerati il Triangolo della Produzione di Caffè Soddisfacente.,
German,Gemeinsam sind sie als Dreieck Zufriedenstellender Kaffeeherstellung bekannt.,
Spanish_Spain,"En conjunto, se conocen como el ""Triángulo de la producción satisfactoria de café"".",
Spanish_LATAM,"En conjunto, se conocen como el «Triángulo de la producción satisfactoria de café».",
Korean,"통틀어서 이런 걸 '만족스러운 커피 생산의 삼각형'이라고 부릅니다.",
Russian,,
Japanese,まとめて“うまいコーヒー作りのトライアングル”と呼ばれます。,
Portuguese_Brazil,"Coletivamente, são conhecidos como o Triângulo da Produção de Café Satisfatório.",
Chinese_Simplified,总的来说，这三者称为适格咖啡作品的三要素。,
Chinese_Traditional,這三個要素會集結成所謂的「泡咖啡的滿足金三角」。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0043-Harry,
English_US,But an additional flavor attends it. The taste of mint. A whole separate sensation.,
Description,,
French,"Mais il y a une saveur en plus. Le goût de la menthe. C'est une tout autre sensation.",
Italian,"Ma c'è anche un sapore in più. La menta. Una sensazione del tutto separata.",
German,Aber da ist noch ein zusätzlicher Geschmack. Der Geschmack von Minze. Eine gänzlich eigene Empfindung.,
Spanish_Spain,Pero le acompaña un sabor adicional. El sabor de la menta. Una sensación completamente distinta.,
Spanish_LATAM,"Pero un sabor adicional lo acompaña. El sabor de la menta. Una sensación distinta, inédita.",
Korean,하지만 첨가된 맛도 느껴지는군요. 박하 맛 말이에요. 이건 완전히 별개의 맛입니다.,
Russian,,
Japanese,でも別のフレーバーも添えられてますね。ミントの風味だ。それぞれが際立っている。,
Portuguese_Brazil,Mas um sabor adicional o acompanha. O gosto de menta. Uma sensação totalmente separada.,
Chinese_Simplified,但与之相伴的还有其他风味。那是薄荷的味道。这味道截然不同。,
Chinese_Traditional,不過還喝得出其他味道。薄荷的滋味。完全不一樣的感受。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0044-Harry,
English_US,"And then, after that, I taste the ice cream. The sweetness contrasts against the bitterness of the coffee.",
Description,,
French,"Et puis après ça, on sent le goût de la crème glacée. Le goût sucré contraste avec l'amertume du café.",
Italian,"E infine, il sapore del gelato. La dolcezza in contrasto con l'amarezza del caffè.",
German,"Und dann, danach, der Geschmack von Speiseeis. Die Süße kontrastiert mit der Bitterkeit des Kaffees.",
Spanish_Spain,"Y luego, después de eso, sabe a helado. El dulzor contrasta con el amargor del café.",
Spanish_LATAM,"Y luego, después de eso, está el sabor del helado. El dulzor contrasta con el amargor del café.",
Korean,다음으로는 아이스크림 맛이 나요. 그 단맛이 커피의 쓴맛과 대조를 이룹니다.,
Russian,,
Japanese,それから、後味はアイスクリームです。甘味とコーヒーの苦味がコントラストをなしている。,
Portuguese_Brazil,"E então, depois disso, um gosto de sorvete. A doçura contrasta novamente com o amargor do café.",
Chinese_Simplified,再后面，我还尝出了冰激凌的味道。冰激凌的甜味和咖啡的苦味相映成趣。,
Chinese_Traditional,接著，我嚐到了冰淇淋。甜味跟咖啡的苦味形成對比。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0045-Harry,
English_US,"Together, these ingredients produce a layered effect. My palate is unused to such complexity.",
Description,,
French,"Réunis, ces ingrédients produisent un effet multicouche. Mon palais n'est pas habitué à une telle complexité.",
Italian,Messi insieme questi ingredienti producono un effetto stratificato. Il mio palato non è abituato a tale complessità.,
German,Gemeinsam erzeugen die Zutaten eine geschichtete Wirkung. Mein Gaumen ist solche Komplexität nicht gewöhnt.,
Spanish_Spain,"Juntos, estos ingredientes producen un efecto en capas. Mi paladar no está acostumbrado a tanta complejidad.",
Spanish_LATAM,"Juntos, estos ingredientes producen un efecto en capas. Mi paladar no está acostumbrado a tanta complejidad.",
Korean,재료들이 함께 어우러져 다층적인 맛을 내고 있습니다. 내 미각은 이런 복잡함에 익숙하지 않은데요.,
Russian,,
Japanese,すべての材料が相まって、重厚な印象を醸し出す。こんな複雑な味は初めてです。,
Portuguese_Brazil,"Juntos, esses ingredientes produzem um efeito em camadas. Meu paladar não está acostumado com essa complexidade.",
Chinese_Simplified,众多材料融汇一体，层次分明。我的味蕾还不太适应如此复杂的口感。,
Chinese_Traditional,這些材料結合在一起，創造出多層次的風味。我得味蕾並不習慣如此複雜的風味。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0046-Harry,
English_US,To reconcile their contradictory tastes is a challenge for me. I am bound by this trial of the senses.,
Description,,
French,"Réconcilier ces goûts contradictoires est un défi pour moi. Cette épreuve sensuelle m'oblige.",
Italian,Conciliare questi gusti contraddittori è come una sfida. Mi sento intrappolato in questa prova dei sensi.,
German,"Ihre widersprüchlichen Geschmäcker zu vereinen, ist eine Herausforderung für mich. Ich bin gefesselt von dieser Prüfung der Sinne.",
Spanish_Spain,Conciliar sus gustos contradictorios es un reto para mí. Estoy sujeto a esta prueba de los sentidos.,
Spanish_LATAM,Conciliar sus gustos contradictorios es un desafío para mí. Estoy sujeto a esta prueba de los sentidos.,
Korean,이렇게 상반된 맛을 받아들이는 것은 내게 어려운 일입니다. 한마디로 난 미각의 시험을 당하고 있습니다,
Russian,,
Japanese,この矛盾する味を調和させるのは難題ですね。感覚に対する挑戦を強いられている。,
Portuguese_Brazil,Reconciliar seus gostos contraditórios é um desafio para mim.,
Chinese_Simplified,相互矛盾的味道难以调和。我的感知体验备受挑战。,
Chinese_Traditional,我有點難調和這些相互衝突的滋味。我受到各種感官的挑戰。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0047-Harry,
English_US,The only means of success is to broaden my horizons. Can I do so?,
Description,,
French,Élargir ses horizons est la seule voie vers le succès. Y parviendrai-je ?,
Italian,L’unico modo per superare la sfida è ampliare i miei orizzonti. Ce la farò?,
German,"Der einzige Weg zum Erfolg ist, meinen Horizont zu erweitern. Kann ich das schaffen?",
Spanish_Spain,La única forma de lograr el éxito es ampliar mis horizontes. ¿Puedo hacerlo?,
Spanish_LATAM,La única forma de lograr el éxito es ampliar mis horizontes. ¿Puedo hacerlo?,
Korean,통과하려면 나의 지평을 넓히는 길뿐이겠죠. 그럴 수 있을까요?,
Russian,,
Japanese,うまくやるには視野を広げるしかない。果たして僕にできるのか？,
Portuguese_Brazil,O único meio para o sucesso é expandir meus horizontes. Consigo fazer isso?,
Chinese_Simplified,要习惯这样的口味，我必须放开心怀。我做得到吗？,
Chinese_Traditional,獲勝的唯一方式是開拓自己的界限。我做得到嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0048-Harry,
English_US,No. It is too much. I do not wish to grow. I do not wish to change.,
Description,,
French,"Non. C'est trop. Je ne veux pas grandir. Je ne veux pas changer.",
Italian,No. È troppo. Non voglio evolvere. Non voglio cambiare.,
German,Nein. Es ist zu viel. Ich will nicht wachsen. Ich will mich nicht verändern.,
Spanish_Spain,No. Es demasiado. No quiero crecer. No quiero cambiar.,
Spanish_LATAM,No. Es demasiado. No quiero crecer. No quiero cambiar.,
Korean,"아니, 내겐 너무 벅찹니다. 성장하고 싶지 않아요. 변하고 싶지 않아요.",
Russian,,
Japanese,いや、無理だな。僕は成長したくない。変わりたくもない。,
Portuguese_Brazil,Não. É demais. Não desejo crescer. Não desejo mudar.,
Chinese_Simplified,不行，太难了。我无意让自己成长。我不愿做出改变。,
Chinese_Traditional,不行，太難了。我並不想成長。我並不想改變。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0049-Harry,
English_US,I wish only for the comforting warmth of a familiar diversion. Like giving presentations.,
Description,,
French,Je ne rêve que de la chaleur confortable des diversions familières. Comme les présentations par exemple.,
Italian,Desidero solo la sensazione confortante di un incarico abituale. Come fare le presentazioni.,
German,Ich will nur die tröstliche Wärme einer vertrauten Ablenkung. Wie das Halten von Präsentationen.,
Spanish_Spain,Solo quiero la reconfortante calidez de un entretenimiento familiar. Como hacer presentaciones.,
Spanish_LATAM,Solo quiero la reconfortante calidez de un entretenimiento conocido. Como hacer presentaciones.,
Korean,익숙한 방식의 기분 전환을 통해 편안하고 따뜻한 기분만 느끼고 싶어요. 프레젠테이션을 할 때처럼.,
Russian,,
Japanese,僕が望むのは、いつもの楽しみがくれる心地良い温もりだけ。例えば、プレゼンをするとかね。,
Portuguese_Brazil,Desejo apenas o calor reconfortante de uma distração conhecida. Como fazer apresentações.,
Chinese_Simplified,我只想待在舒适圈安然度日。比如发表演讲。,
Chinese_Traditional,我只想體驗稍微偏離正軌所帶來的舒適溫暖。例如發表報告。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0050-Harry,
English_US,"Yes, I must give a presentation now. To ground myself. To return to a sense of security.",
Description,,
French,"Oui, je dois faire une présentation maintenant. Pour me fonder sur quelque chose. Pour retrouver un sentiment de sécurité.",
Italian,"Ecco quello che devo fare, una presentazione, adesso. Per radicarmi. Per ritornare ad un senso di sicurezza.",
German,"Ja, ich muss jetzt eine Präsentation halten. Um mich zu erden. Um zu meinem Gefühl der Sicherheit zurückzukehren.",
Spanish_Spain,"Sí, debo hacer una presentación ahora. Para reencontrarme con la realidad. Para volver a una sensación de seguridad.",
Spanish_LATAM,"Sí, debo exponer una presentación ahora. Para reencontrarme con la realidad. Para recuperar la sensación de seguridad.",
Korean,"그래요, 프레젠테이션을 해야겠어요. 스스로를 다잡기 위해서. 평소 느끼던 안정감을 되찾기 위해서.",
Russian,,
Japanese,そうだ、今こそプレゼンをしなくては。地に足をつけ、安心感を取り戻すために。,
Portuguese_Brazil,"Sim, preciso fazer uma apresentação agora. Me aterrar. Voltar a uma sensação de segurança.",
Chinese_Simplified,是的，我必须立刻发表演讲。如此方可回到舒适圈。如此方可心安。,
Chinese_Traditional,對，我現在必須發表報告。讓自己穩定。恢復安全感。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0051-Choice,
English_US,"Sure, go ahead.",
Description,,
French,"Bien sûr, vas-y !",
Italian,"Ma certo, procedi pure.",
German,"Klar, leg los.",
Spanish_Spain,"Claro, adelante.",
Spanish_LATAM,"Claro, adelante.",
Korean,"네, 그러세요.",
Russian,,
Japanese,ああ、どうぞ。,
Portuguese_Brazil,"Claro, manda bala.",
Chinese_Simplified,好啊，来吧。,
Chinese_Traditional,好啊，請開始。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0052-Choice,
English_US,"Are you sure you wouldn't rather grow as a person?",
Description,,
French,Tu es sûr que tu ne préférerais pas devenir adulte ?,
Italian,Sei sicuro che non preferiresti evolvere come persona?,
German,"Sicher, dass du nicht lieber als Person wachsen würdest?",
Spanish_Spain,¿Seguro que no preferirías crecer como persona?,
Spanish_LATAM,¿Seguro que no preferirías crecer como persona?,
Korean,인간으로서 성장하는 게 낫지 않겠어요?,
Russian,,
Japanese,それより人として成長したいと思わないのか？,
Portuguese_Brazil,Tem certeza que não prefere crescer como pessoa?,
Chinese_Simplified,你确定不想让自己成长？,
Chinese_Traditional,你確定不想要成長嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0053-Harry,
English_US,Yes. I am more certain of this desire than any I have ever known.,
Description,From [0052-Choice],
French,"Oui, je suis plus certain de ce désir que de tout autre.",
Italian,Sì. Questo è il desiderio di cui ho la certezza.,
German,Ja. Ich bin mir dieses Wunsches sicherer als jedes anderen Wunsches in meinem Leben.,
Spanish_Spain,Sí. Estoy más seguro de este deseo que de cualquier otro que haya conocido.,
Spanish_LATAM,Sí. Estoy más seguro de este deseo que de cualquier otro que haya conocido.,
Korean,아니에요. 지금 내가 느끼는 욕구는 그 어느 때보다 확실합니다.,
Russian,,
Japanese,ええ。今は何よりもプレゼンをしたい。その気持ちは確かです。,
Portuguese_Brazil,Sim. Tenho mais certeza desse desejo do que já tive.,
Chinese_Simplified,是的。我对自己的愿望从未像此刻般如此确信。,
Chinese_Traditional,是的。這是我人生最確定的念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0054-Harry,
English_US,This is regular coffee. This is not a {{Mintiatto}}.,
Description,,
French,"C'est un café normal. Ce n'est pas un {{mintiatto}}.",
Italian,Questo è un caffè filtrato. Non è un {{Mintiatto}}.,
German,Das ist normaler Kaffee. Das ist kein {{Mintiatto}}.,
Spanish_Spain,Esto es café normal. Esto no es un {{Mintiatto}}.,
Spanish_LATAM,Esto es café normal. Esto no es un {{Mintiatto}}.,
Korean,보통 커피군요. {{Mintiatto}}가 아니잖아요.,
Russian,,
Japanese,普通のコーヒーですね。{{ミンティアット}}じゃない。,
Portuguese_Brazil,Esse é café normal. Não é um {{Mintiatto}}.,
Chinese_Simplified,这是普通咖啡。这不是{{Mintiatto}}。,
Chinese_Traditional,這是一般的咖啡。這不是{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0055-Harry,
English_US,"As greatly as I long for regular coffee, I find myself compelled by the idea of the {{Mintiatto}}.",
Description,,
French,"J'ai beau mourir d'envie de boire un café normal, l'idée de prendre un {{mintiatto}} s'impose à moi.",
Italian,"Per quanto voglia un caffè filtrato, mi sento vincolato dall'idea di provare un {{Mintiatto}}.",
German,"So sehr ich mich nach normalem Kaffee sehne, bin ich doch fasziniert von der Vorstellung eines {{Mintiatto}}.",
Spanish_Spain,"Por mucho que añore el café normal, me siento obligado por la idea del {{Mintiatto}}.",
Spanish_LATAM,"Por mucho que añore el café normal, me siento obligado por la idea del {{Mintiatto}}.",
Korean,보통 커피를 정말 좋아하긴 하지만 지금은 {{Mintiatto}}에 대한 생각에 사로잡혀 있어요.,
Russian,,
Japanese,普通のコーヒーも喉から手が出るほど欲しいですが、もはや{{ミンティアット}}のことしか考えられない。,
Portuguese_Brazil,"Por mais que eu anseie por café normal, me sinto compelido pela ideia do {{Mintiatto}}.",
Chinese_Simplified,我虽然也想喝普通咖啡，但现在满脑子都想着{{Mintiatto}}。,
Chinese_Traditional,雖然我的確很想喝一般的咖啡，但我已經屈服於嘗試{{Mintiatto}}的念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0056-Harry,
English_US,"Please, allow me to experience it simply once.",
Description,,
French,"S'il te plaît, laisse-moi vivre cette expérience au moins une fois.",
Italian,Permettimi di provarlo almeno una volta.,
German,"Bitte, erlaube mir, ihn nur einmal zu erleben.",
Spanish_Spain,Déjame experimentarlo solo una vez.,
Spanish_LATAM,Déjame experimentarlo solo una vez.,
Korean,부디 한 번만 그 맛을 경험하게 해주세요.,
Russian,,
Japanese,お願いです。一度だけでも体験させてください。,
Portuguese_Brazil,"Por favor, me permita experimentá-lo apenas uma vez.",
Chinese_Simplified,拜托，就让我喝一次吧。,
Chinese_Traditional,拜託了，讓我體驗就這麼一次。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0057-Harry,
English_US,I do not believe this is the {{Mintiatto}}.,
Description,,
French,Je ne crois pas que ce soit un {{mintiatto}}.,
Italian,Non credo che questo sia il {{Mintiatto}}.,
German,"Ich glaube nicht, dass das der {{Mintiatto}} ist.",
Spanish_Spain,No creo que esto sea el {{Mintiatto}}.,
Spanish_LATAM,No creo que esto sea el {{Mintiatto}}.,
Korean,이건 {{Mintiatto}}가 아닌 것 같은데요.,
Russian,,
Japanese,これは{{ミンティアット}}ではないでしょう。,
Portuguese_Brazil,Creio que este não seja o {{Mintiatto}}.,
Chinese_Simplified,我觉得这不是{{Mintiatto}}。,
Chinese_Traditional,這應該不是{{Mintiatto}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business4_RAW-0058-Harry,
English_US,My understanding is that one must brew a cup of coffee with mint and ice cream.,
Description,,
French,"De ce que j'en sais, il faut faire chauffer une tasse de café avec de la menthe et de la crème glacée.",
Italian,"Da quanto ho capito, bisogna preparare una tazza di caffè con menta e gelato.",
German,"Soweit ich weiß, muss man dafür eine Tasse Kaffee mit Minze und Speiseeis zubereiten.",
Spanish_Spain,Tengo entendido que hay que preparar una taza de café con menta y helado.,
Spanish_LATAM,Tengo entendido que hay que preparar una taza de café con menta y helado.,
Korean,커피 한 잔에 박하와 아이스크림을 넣어야 한다고 알고 있어요.,
Russian,,
Japanese,私が聞いた話では、ミントとアイスクリームを加えてコーヒーを淹れるそうですよ。,
Portuguese_Brazil,Meu entendimento é que se deve preparar uma xícara de café com menta e sorvete.,
Chinese_Simplified,据我所知，{{Mintiatto}}必须用咖啡搭配薄荷和冰激凌调制。,
